"Satisfaction","Gender","Ages","Customer_Type","Class","Inflight_wifi_service","Departure_Arrival_time_convenient","Ease_of_Online_booking","Gate_location","Food_and_drink","Online_boarding","Seat_comfort","Inflight_entertainment","On_board_service","Leg_room_service","Baggage_handling","Checkin_service","Inflight_service","Cleanliness","Departure_Delay_in_Minutes","Arrival_Delay_in_Minutes"
"No","Female","[10, 20)","NL","Eco",1,1,1,5,1,5,2,3,5,5,4,2,3,2,152,153
"No","Female","[10, 20)","L","Business",4,5,5,4,4,5,4,4,4,1,4,3,3,4,0,0
"No","Female","[10, 20)","NL","Eco",2,2,2,3,2,3,3,2,4,2,3,3,4,3,41,87
"No","Female","[10, 20)","NL","Eco",3,3,3,3,4,3,4,4,1,5,4,3,4,4,0,17
"No","Male","[10, 20)","L","Eco",2,5,2,4,4,2,4,4,5,4,5,5,5,4,33,18
"No","Male","[10, 20)","L","Business",1,1,1,1,1,1,1,1,3,5,4,3,3,1,0,11
"No","Female","[10, 20)","L","Eco",3,4,3,1,2,3,4,2,4,2,4,3,2,2,0,10
"Yes","Female","[10, 20)","L","Business",5,5,5,4,1,5,4,1,4,4,4,3,5,1,0,0
"No","Female","[10, 20)","L","Eco",3,0,3,4,3,3,3,3,3,4,3,3,4,3,0,0
"No","Female","[10, 20)","L","Eco",2,4,2,4,3,2,3,3,1,3,3,3,3,3,10,0
"No","Male","[10, 20)","L","Eco",4,3,4,1,4,4,4,4,4,5,2,4,4,4,73,61
"No","Female","[10, 20)","L","Eco",3,1,3,3,1,3,1,1,1,1,4,1,4,1,1,0
"No","Female","[10, 20)","L","Eco",3,2,0,3,3,0,4,3,1,5,4,3,4,3,0,0
"No","Male","[10, 20)","L","Eco",1,5,1,3,3,1,1,3,4,5,5,4,5,3,0,0
"No","Male","[10, 20)","L","Eco",1,4,1,1,4,1,4,4,5,3,4,4,4,4,0,0
"No","Female","[10, 20)","L","Eco",1,4,1,4,5,1,5,5,4,5,4,4,4,5,2,0
"Yes","Female","[10, 20)","L","Eco",4,5,4,3,5,4,5,5,5,3,2,5,3,5,3,7
"Yes","Male","[10, 20)","L","Eco",0,5,0,4,1,0,1,1,4,2,5,4,5,1,0,0
"No","Male","[10, 20)","L","Eco",1,4,2,4,2,2,1,2,4,5,5,4,5,2,9,8
"No","Female","[10, 20)","L","Eco",3,3,3,3,5,3,5,5,4,4,3,2,2,5,5,0
"Yes","Female","[10, 20)","L","Business",5,5,5,5,4,4,4,4,5,2,4,4,4,4,0,0
"Yes","Male","[10, 20)","L","Eco",4,5,4,3,5,4,5,5,5,2,4,3,4,5,0,0
"No","Female","[10, 20)","L","Business",2,4,2,3,4,2,4,4,2,5,4,4,5,4,0,0
"No","Female","[10, 20)","L","Eco",1,2,1,3,2,1,2,2,1,4,1,2,2,2,30,18
"No","Male","[10, 20)","NL","Eco",3,3,3,3,5,3,2,5,1,3,3,1,3,5,15,19
"No","Female","[10, 20)","L","Eco",1,4,1,3,2,1,2,2,3,4,5,5,4,2,0,0
"No","Female","[10, 20)","L","Eco",2,2,2,3,1,2,1,1,2,1,3,4,3,1,0,0
"No","Female","[10, 20)","L","Eco",3,5,3,5,2,3,2,2,3,5,3,3,4,2,9,0
"No","Female","[10, 20)","L","Business",1,4,2,4,1,1,1,1,5,2,3,1,4,1,400,393
"No","Female","[10, 20)","L","Eco",2,3,3,3,1,3,1,1,2,4,3,1,3,1,73,61
"Yes","Male","[10, 20)","L","Eco",5,1,5,3,1,5,5,1,4,1,3,1,4,1,0,1
"No","Female","[10, 20)","L","Eco",1,4,0,3,2,0,2,2,5,3,5,5,4,2,0,3
"No","Male","[10, 20)","L","Eco",3,4,3,3,4,3,4,4,3,3,4,2,4,4,6,17
"Yes","Male","[10, 20)","L","Business",5,4,5,5,2,5,2,2,3,3,5,4,4,2,0,0
"No","Male","[10, 20)","L","Eco",2,3,2,4,3,2,5,3,4,5,3,2,4,3,21,0
"No","Male","[10, 20)","L","Eco",2,0,2,1,3,2,3,3,3,5,1,1,4,3,24,26
"No","Female","[10, 20)","L","Business",3,2,3,1,2,3,5,2,1,3,1,4,2,2,0,0
"Yes","Female","[10, 20)","NL","Business",4,4,4,5,1,4,1,1,5,5,5,3,4,1,5,0
"No","Female","[10, 20)","L","Business",3,5,3,4,1,3,3,1,5,2,3,4,4,1,1,16
"No","Male","[10, 20)","L","Eco",2,5,2,3,3,2,4,3,4,2,4,5,4,3,0,0
"No","Female","[10, 20)","L","Business",3,1,3,1,3,3,3,3,2,5,3,3,3,3,0,0
"No","Female","[10, 20)","NL","Eco",1,5,1,2,3,1,3,3,5,3,4,3,4,3,0,0
"No","Female","[10, 20)","L","Eco",1,3,3,3,1,1,2,1,2,3,4,3,3,1,67,54
"No","Male","[10, 20)","L","Eco",2,3,2,4,5,2,5,5,4,5,2,3,1,5,58,61
"No","Female","[10, 20)","NL","Eco",1,1,1,3,3,1,3,3,4,5,4,2,3,3,0,5
"No","Male","[10, 20)","NL","Eco",2,3,3,3,3,3,3,3,1,5,5,1,4,3,0,2
"No","Female","[10, 20)","NL","Eco",4,1,4,3,3,4,3,3,2,1,3,1,4,3,0,25
"Yes","Male","[10, 20)","L","Business",1,1,2,1,5,5,5,5,5,5,5,5,5,5,0,0
"No","Male","[10, 20)","L","Eco",2,4,2,5,1,2,1,1,3,3,5,5,5,1,0,0
"No","Male","[10, 20)","L","Eco",2,5,2,3,4,2,4,4,1,3,3,5,1,4,0,0
"No","Male","[10, 20)","L","Eco",3,5,3,5,2,3,2,2,5,4,4,4,5,2,40,28
"No","Female","[10, 20)","NL","Eco Plus",1,3,0,4,2,0,2,2,4,5,4,1,3,2,44,58
"No","Male","[10, 20)","L","Eco",2,2,2,4,3,2,3,3,4,3,3,4,3,3,126,115
"No","Male","[10, 20)","L","Eco",1,2,1,3,2,1,2,2,3,4,4,4,3,2,0,0
"No","Female","[10, 20)","L","Eco",2,4,2,4,5,2,5,5,3,5,5,3,4,5,22,14
"No","Female","[10, 20)","L","Eco",3,1,3,3,5,3,3,5,3,4,3,1,3,5,0,0
"No","Male","[10, 20)","L","Business",2,5,5,5,2,2,2,2,3,3,2,1,2,2,0,0
"Yes","Male","[10, 20)","L","Eco",5,4,5,5,3,5,3,3,5,5,5,4,4,3,0,0
"No","Female","[10, 20)","NL","Eco",2,1,2,4,2,4,5,1,3,4,4,5,3,5,103,242
"No","Male","[10, 20)","NL","Eco Plus",2,3,2,4,4,2,4,4,4,1,1,1,5,4,24,9
"Yes","Male","[10, 20)","L","Eco",0,4,0,3,4,0,4,4,4,2,5,5,4,4,4,14
"No","Male","[10, 20)","NL","Eco",3,3,3,3,5,3,5,5,4,3,4,1,3,5,0,0
"No","Female","[10, 20)","L","Eco",3,5,3,2,4,3,4,4,4,2,4,5,5,4,0,0
"No","Female","[10, 20)","L","Eco",1,5,1,3,1,1,1,1,4,4,3,4,4,1,0,0
"No","Male","[10, 20)","L","Eco",3,5,3,1,3,3,3,3,5,5,5,4,4,3,17,16
"No","Female","[10, 20)","L","Business",2,3,3,3,2,2,2,2,4,1,3,2,3,2,50,57
"No","Male","[10, 20)","L","Eco",2,1,2,3,2,2,2,2,2,3,4,4,4,2,48,42
"Yes","Male","[10, 20)","L","Eco",4,4,5,3,1,5,1,1,5,2,5,4,4,1,0,0
"No","Male","[10, 20)","L","Eco",1,4,1,3,1,1,1,1,5,2,4,4,5,1,22,8
"No","Male","[10, 20)","L","Eco",3,3,3,3,3,3,1,3,4,5,2,3,3,3,13,18
"No","Female","[10, 20)","L","Business",2,3,3,3,2,2,2,2,4,4,4,4,4,2,0,0
"No","Male","[10, 20)","L","Eco",3,4,4,5,4,4,4,4,4,3,5,4,5,4,0,0
"No","Male","[10, 20)","L","Eco Plus",4,2,4,3,4,5,5,4,3,3,3,5,3,5,0,0
"No","Female","[10, 20)","NL","Eco Plus",3,1,3,3,1,3,1,1,1,2,4,2,4,1,17,24
"No","Female","[10, 20)","L","Eco Plus",2,5,2,3,5,2,5,5,3,4,5,5,5,5,1,0
"No","Female","[10, 20)","L","Eco",3,5,3,5,5,3,5,5,2,4,4,1,4,5,0,0
"No","Male","[10, 20)","L","Eco",2,4,2,4,1,2,1,1,2,3,3,1,3,1,13,19
"No","Male","[10, 20)","L","Eco",3,4,3,2,5,3,5,5,3,5,4,3,5,5,21,3
"No","Female","[10, 20)","L","Business",4,2,4,4,3,4,3,3,1,2,3,3,4,3,0,0
"No","Female","[10, 20)","L","Eco",1,2,1,4,3,1,3,3,4,4,4,4,3,3,7,0
"Yes","Male","[10, 20)","L","Eco",0,5,0,3,5,0,2,5,3,3,5,3,4,5,0,0
"No","Female","[10, 20)","L","Business",2,5,5,5,2,2,2,2,4,1,2,3,2,2,43,59
"Yes","Female","[10, 20)","L","Eco",5,4,4,4,5,5,5,5,3,5,2,5,4,5,52,38
"No","Male","[10, 20)","L","Eco",2,4,2,2,5,2,5,5,3,2,4,3,5,5,15,20
"No","Female","[10, 20)","L","Eco",3,3,0,3,5,0,5,5,4,3,3,2,4,5,0,0
"Yes","Female","[10, 20)","L","Eco",4,5,2,3,5,2,5,5,1,1,4,1,1,5,11,21
"Yes","Female","[10, 20)","NL","Eco",0,1,0,4,4,0,4,4,4,3,3,4,3,4,0,0
"No","Male","[10, 20)","L","Eco Plus",4,2,4,3,3,4,3,3,4,3,3,2,4,3,37,46
"No","Male","[10, 20)","L","Business",1,1,1,1,1,1,1,1,3,5,4,1,3,1,0,0
"Yes","Female","[10, 20)","L","Business",5,5,5,5,3,4,3,3,1,3,4,1,4,3,0,2
"No","Female","[10, 20)","L","Eco",2,2,3,3,1,3,1,1,3,4,3,4,3,1,24,19
"Yes","Female","[10, 20)","L","Business",1,1,1,1,5,5,5,5,3,3,1,4,5,5,19,14
"No","Male","[10, 20)","L","Eco",3,4,3,3,1,3,1,1,1,5,4,3,4,1,28,31
"Yes","Male","[10, 20)","L","Business",5,5,5,5,4,4,3,4,2,3,4,4,1,4,0,0
"Yes","Male","[10, 20)","L","Eco",5,4,5,4,4,5,4,4,4,2,1,1,2,4,0,0
"No","Female","[10, 20)","L","Eco",3,4,3,3,5,3,5,5,5,5,4,3,5,5,18,28
"No","Male","[10, 20)","L","Eco",4,4,4,2,3,4,3,3,4,2,4,4,4,3,0,0
"No","Female","[10, 20)","L","Business",2,5,5,5,2,2,2,2,4,5,4,3,4,2,25,14
"No","Female","[10, 20)","L","Eco",1,5,1,3,2,1,2,2,4,4,5,5,4,2,0,0
"No","Female","[10, 20)","L","Business",3,5,3,3,2,3,2,2,5,5,5,4,5,2,42,45
"No","Male","[10, 20)","L","Eco Plus",2,1,2,3,1,2,1,1,1,1,3,1,3,1,8,0
"No","Male","[10, 20)","L","Eco",2,4,2,4,4,2,2,4,5,5,4,3,5,4,0,0
"Yes","Female","[10, 20)","L","Eco",4,3,4,1,5,4,5,5,2,1,4,4,2,5,0,0
"No","Female","[10, 20)","L","Eco",2,4,2,3,3,2,3,3,4,3,3,1,3,3,0,0
"No","Male","[10, 20)","L","Eco",1,5,1,1,5,1,5,5,5,4,5,4,4,5,0,0
"No","Female","[10, 20)","L","Eco",3,4,3,1,1,3,1,1,4,4,5,3,5,1,17,12
"Yes","Female","[10, 20)","L","Business",0,4,0,4,4,0,4,4,1,1,3,1,1,4,0,0
"Yes","Male","[10, 20)","L","Business",5,5,5,5,5,5,5,5,3,3,4,3,5,5,0,0
"No","Male","[10, 20)","L","Eco",3,5,3,1,3,3,3,4,3,5,4,3,5,3,131,122
"Yes","Male","[10, 20)","NL","Business",4,4,4,2,2,4,2,2,5,3,5,3,5,2,0,0
"No","Male","[10, 20)","L","Eco",2,1,2,4,1,2,1,1,1,1,4,4,3,1,0,0
"Yes","Male","[10, 20)","NL","Business",5,4,5,1,5,5,3,5,5,5,4,4,4,5,26,27
"No","Female","[10, 20)","L","Eco",3,5,3,2,3,3,3,3,4,4,3,4,5,3,0,3
"No","Female","[10, 20)","L","Eco",3,4,3,1,3,3,3,3,4,5,4,3,5,3,6,4
"No","Female","[10, 20)","L","Business",4,3,4,4,1,4,1,1,3,5,2,3,4,1,39,50
"Yes","Male","[10, 20)","L","Eco Plus",5,1,1,1,5,5,3,5,2,1,3,4,4,5,0,0
"No","Female","[10, 20)","L","Business",3,3,3,3,3,3,3,3,2,2,3,3,3,3,6,0
"No","Female","[10, 20)","L","Business",3,1,1,1,3,3,3,3,4,1,4,3,3,3,0,0
"No","Female","[10, 20)","NL","Eco Plus",1,2,1,4,1,1,1,1,4,1,4,2,3,1,0,44
"Yes","Male","[10, 20)","L","Business",2,2,5,2,5,5,5,5,4,3,5,5,5,5,0,3
"Yes","Male","[10, 20)","L","Business",2,2,2,2,4,4,4,4,3,3,5,4,4,4,8,0
"No","Male","[10, 20)","L","Eco",4,3,4,4,3,4,2,3,3,3,3,1,3,3,0,0
"No","Female","[10, 20)","L","Eco",4,2,4,3,1,4,1,1,4,2,4,3,4,1,20,1
"Yes","Male","[10, 20)","L","Eco",5,4,4,5,2,4,2,2,3,5,4,3,4,2,0,0
"No","Male","[10, 20)","L","Eco Plus",2,5,2,3,3,2,2,3,3,4,5,3,4,3,0,1
"No","Female","[10, 20)","L","Eco",3,4,3,5,3,3,3,3,3,5,1,2,1,3,18,12
"Yes","Male","[10, 20)","L","Business",1,1,1,1,4,4,4,4,3,3,4,4,5,4,0,0
"No","Male","[10, 20)","L","Eco",3,5,3,1,1,3,1,1,5,5,5,5,5,1,0,0
"No","Male","[10, 20)","L","Eco Plus",2,5,2,2,4,2,5,4,5,4,2,1,2,4,0,0
"No","Male","[10, 20)","NL","Eco",4,4,4,3,2,4,2,2,4,4,3,4,4,2,12,12
"No","Female","[10, 20)","L","Eco Plus",4,4,4,3,4,5,5,4,2,5,5,5,4,5,132,128
"No","Male","[10, 20)","L","Eco",1,4,2,4,4,2,4,4,1,3,3,2,4,4,0,0
"No","Female","[10, 20)","NL","Eco",1,2,2,4,5,1,1,5,4,3,4,4,5,5,0,0
"No","Female","[10, 20)","L","Business",4,4,4,1,1,4,2,1,5,4,5,4,4,1,0,0
"No","Male","[10, 20)","L","Eco Plus",2,5,5,5,2,2,3,2,1,1,3,3,3,2,21,4
"No","Male","[10, 20)","NL","Eco",2,2,2,4,1,2,1,1,1,3,4,1,3,1,126,120
"No","Male","[10, 20)","L","Business",4,5,4,4,3,4,3,3,4,2,1,5,4,3,0,0
"No","Female","[10, 20)","L","Eco Plus",3,4,3,3,4,3,4,4,3,4,4,4,5,4,0,0
"Yes","Male","[10, 20)","NL","Business",5,0,5,1,2,5,2,2,3,3,5,3,5,2,0,0
"Yes","Male","[10, 20)","L","Eco",5,2,5,4,3,5,3,3,1,1,4,2,3,3,31,24
"No","Male","[10, 20)","L","Business",1,4,1,1,5,1,5,5,3,1,5,1,2,5,0,0
"No","Female","[10, 20)","NL","Eco",3,3,3,3,2,3,2,2,3,3,4,5,4,2,1,0
"No","Female","[10, 20)","L","Eco",1,1,1,3,1,1,3,1,3,3,3,2,4,1,0,0
"No","Male","[10, 20)","L","Eco Plus",1,4,1,3,5,1,5,5,4,3,5,4,5,5,12,5
"No","Female","[10, 20)","NL","Eco",1,4,2,5,2,2,5,2,4,3,5,3,4,2,2,0
"Yes","Female","[10, 20)","L","Business",5,5,3,5,4,4,4,4,4,3,3,2,5,4,0,2
"Yes","Female","[10, 20)","L","Eco",5,4,5,4,1,5,1,1,1,5,3,1,4,1,0,0
"No","Female","[10, 20)","L","Eco",3,4,3,1,5,3,5,5,5,1,5,5,5,5,34,35
"No","Male","[10, 20)","L","Business",2,5,2,4,5,2,5,5,1,5,4,2,2,5,0,2
"Yes","Female","[10, 20)","L","Business",2,2,2,2,5,5,5,5,4,3,5,5,5,5,0,0
"No","Male","[10, 20)","L","Business",1,5,1,2,1,1,1,1,5,3,5,4,5,1,8,0
"No","Female","[10, 20)","L","Eco",3,1,3,3,1,3,1,1,2,5,2,4,3,1,22,20
"No","Female","[10, 20)","NL","Eco",3,3,3,3,5,3,5,5,2,1,4,3,4,5,43,21
"No","Female","[10, 20)","L","Eco",3,5,3,3,1,3,1,1,3,5,5,5,4,1,0,4
"No","Male","[10, 20)","NL","Eco",4,0,4,1,3,4,3,3,4,4,5,4,5,3,0,0
"No","Male","[10, 20)","L","Eco",2,4,2,4,2,2,2,2,3,4,5,4,4,2,4,0
"No","Male","[10, 20)","NL","Eco",2,1,2,4,1,2,1,1,1,5,3,3,3,1,0,0
"No","Female","[10, 20)","L","Eco",2,4,2,3,4,2,4,4,3,2,4,3,5,4,6,0
"No","Male","[10, 20)","L","Eco Plus",3,5,3,1,5,3,5,5,4,5,5,4,4,5,20,21
"No","Female","[10, 20)","L","Eco",3,0,3,3,4,3,4,4,5,2,4,3,4,4,18,11
"No","Female","[10, 20)","L","Eco",2,5,1,1,2,1,2,2,4,2,5,4,5,2,62,66
"No","Female","[10, 20)","L","Eco",4,4,3,3,4,3,4,4,3,4,5,3,5,4,0,0
"No","Male","[10, 20)","L","Eco",1,4,1,1,4,1,1,4,4,2,4,4,4,4,69,85
"No","Female","[10, 20)","L","Eco",2,3,2,1,3,2,3,3,3,4,1,1,5,3,6,0
"No","Female","[10, 20)","NL","Eco",2,3,3,4,5,3,5,5,4,4,4,5,4,5,14,14
"No","Female","[10, 20)","L","Eco",3,1,4,1,3,3,3,3,4,5,3,1,3,3,0,0
"No","Male","[10, 20)","L","Eco",4,4,4,3,1,4,1,1,3,5,4,5,4,1,54,45
"Yes","Female","[10, 20)","L","Eco",5,5,5,5,5,5,4,5,1,5,4,4,1,5,0,3
"Yes","Male","[10, 20)","L","Eco",5,1,5,4,2,5,2,2,3,3,4,4,3,2,0,0
"No","Male","[10, 20)","L","Eco",2,4,1,1,1,1,1,1,5,2,5,4,5,1,7,5
"No","Female","[10, 20)","L","Eco",4,5,4,4,2,4,4,2,4,3,4,5,5,2,0,4
"No","Male","[10, 20)","L","Eco",3,5,3,2,4,3,4,4,5,3,3,1,3,4,0,0
"No","Male","[10, 20)","NL","Eco",3,3,3,4,1,3,1,1,2,4,4,4,4,1,0,0
"No","Female","[10, 20)","L","Eco",2,3,2,3,1,2,1,1,2,3,3,4,4,1,24,22
"No","Male","[10, 20)","L","Eco",3,5,3,5,5,3,4,5,3,3,5,3,5,5,0,0
"Yes","Female","[10, 20)","NL","Business",4,2,4,5,2,4,2,2,4,4,3,4,4,2,5,0
"Yes","Female","[10, 20)","NL","Business",0,0,0,5,3,0,3,3,3,4,5,4,5,3,76,69
"Yes","Male","[10, 20)","L","Business",5,5,5,5,4,4,4,4,4,4,4,5,4,4,0,0
"No","Female","[10, 20)","L","Eco Plus",1,2,1,3,5,1,5,5,2,4,2,3,2,5,0,0
"Yes","Male","[10, 20)","NL","Business",5,4,5,4,4,5,4,4,4,3,4,5,4,4,22,1
"No","Male","[10, 20)","NL","Eco",3,0,3,3,1,3,1,1,1,3,4,4,4,1,0,0
"No","Female","[10, 20)","L","Business",2,4,2,4,5,2,5,5,3,4,4,4,4,5,0,0
"No","Female","[10, 20)","L","Eco",3,4,3,3,1,3,1,1,4,1,3,3,4,1,0,37
"No","Male","[10, 20)","L","Business",4,3,4,4,3,3,4,3,3,5,3,3,4,3,0,0
"No","Female","[10, 20)","L","Eco",3,2,3,4,4,3,4,4,4,3,3,1,4,4,99,102
"No","Female","[10, 20)","L","Business",4,2,2,2,2,2,4,2,4,2,3,2,3,2,4,1
"Yes","Male","[10, 20)","L","Eco",0,4,0,2,1,0,1,1,5,3,5,4,4,1,0,0
"No","Female","[10, 20)","L","Eco",2,2,2,4,2,2,3,2,2,5,2,2,3,2,9,8
"No","Male","[10, 20)","L","Eco",4,4,4,2,3,4,3,3,4,2,5,3,4,3,0,0
"Yes","Female","[10, 20)","L","Eco Plus",4,4,0,4,1,0,2,1,2,1,4,3,4,1,0,0
"Yes","Female","[10, 20)","NL","Business",4,1,4,3,2,4,2,2,5,2,4,5,4,2,17,4
"No","Male","[10, 20)","NL","Eco",1,1,1,4,3,1,3,3,1,3,4,1,3,3,1,0
"No","Female","[10, 20)","L","Eco",2,2,2,3,5,2,5,5,1,2,3,3,3,5,66,100
"No","Female","[10, 20)","NL","Eco",3,4,3,4,4,3,4,4,4,1,4,2,3,4,6,44
"No","Female","[10, 20)","L","Eco",2,4,2,1,1,2,1,1,5,5,4,5,4,1,0,14
"No","Female","[10, 20)","NL","Eco",3,1,3,4,5,3,5,5,4,4,4,2,4,5,23,16
"No","Female","[10, 20)","L","Eco",1,1,1,4,1,1,1,1,2,2,4,1,3,1,0,0
"Yes","Male","[10, 20)","L","Eco Plus",4,4,4,4,5,4,5,5,4,3,5,5,4,5,0,0
"No","Male","[10, 20)","L","Business",4,4,4,4,1,2,4,1,4,1,3,2,4,1,0,0
"No","Male","[10, 20)","L","Eco",2,0,2,2,4,2,4,4,3,5,4,3,5,4,0,2
"No","Male","[10, 20)","L","Eco",1,5,1,3,1,1,1,1,3,5,5,4,5,1,0,0
"No","Male","[10, 20)","L","Eco",4,5,4,1,4,4,4,4,4,4,5,4,5,4,0,0
"No","Male","[10, 20)","L","Eco Plus",2,4,2,4,2,2,2,2,5,1,3,3,2,2,0,0
"Yes","Male","[10, 20)","L","Business",3,3,3,3,5,4,5,5,3,5,5,5,4,5,16,0
"No","Male","[10, 20)","L","Eco",1,4,1,5,4,1,4,4,5,4,5,5,5,4,0,0
"No","Male","[10, 20)","L","Eco",3,2,3,3,4,3,4,4,3,5,4,3,3,4,8,6
"No","Female","[10, 20)","L","Eco Plus",3,5,3,1,3,3,4,3,3,3,4,4,5,3,0,0
"No","Male","[10, 20)","NL","Eco",3,3,3,4,4,3,5,4,2,3,3,1,3,4,0,4
"No","Male","[10, 20)","L","Eco",1,5,1,5,3,1,3,3,4,2,4,4,5,3,71,69
"No","Male","[10, 20)","L","Eco",1,3,1,2,2,1,2,2,4,4,3,3,4,2,0,0
"No","Female","[10, 20)","L","Eco",3,1,3,3,2,3,2,2,2,3,3,4,3,2,25,10
"Yes","Female","[10, 20)","L","Eco",5,5,5,3,1,5,1,1,3,4,4,3,5,1,16,13
"No","Female","[10, 20)","L","Business",2,5,2,5,2,1,2,2,4,2,4,2,4,2,0,0
"Yes","Male","[10, 20)","L","Eco",5,5,5,1,3,5,5,3,5,1,1,3,2,3,0,4
"No","Female","[10, 20)","L","Eco",3,5,3,3,3,3,3,3,4,3,4,3,4,3,0,0
"No","Male","[10, 20)","NL","Eco",2,4,3,4,1,3,4,1,1,1,4,4,3,1,6,0
"No","Female","[10, 20)","NL","Eco",4,2,4,3,1,4,1,1,3,4,3,4,4,1,45,31
"No","Male","[10, 20)","L","Eco",3,1,3,3,2,3,3,2,2,3,4,3,3,2,0,0
"No","Female","[10, 20)","L","Eco",1,4,1,4,2,1,2,2,2,2,3,3,4,2,0,0
"No","Female","[10, 20)","L","Eco",2,1,2,3,2,2,2,2,4,3,3,1,2,2,0,0
"No","Female","[10, 20)","NL","Eco",4,5,4,4,4,4,4,4,3,2,4,4,5,4,0,0
"No","Female","[10, 20)","L","Eco",1,4,1,4,1,1,1,1,3,3,2,2,4,1,0,0
"No","Male","[10, 20)","NL","Eco",2,2,2,3,1,2,1,1,3,3,4,3,5,1,5,1
"Yes","Female","[10, 20)","L","Business",2,2,2,2,4,4,4,4,4,3,4,5,5,4,0,0
"No","Male","[10, 20)","L","Eco",1,3,3,3,1,1,3,1,3,2,3,3,3,1,37,28
"No","Female","[10, 20)","L","Eco Plus",4,4,4,5,4,4,4,5,5,5,5,4,4,4,0,0
"No","Male","[10, 20)","L","Eco",1,3,1,2,5,1,3,5,5,4,1,3,3,5,92,100
"No","Female","[10, 20)","L","Eco",3,0,0,4,2,0,2,2,4,5,2,4,5,2,0,0
"No","Female","[10, 20)","L","Business",3,3,3,3,3,3,3,3,3,1,3,2,3,3,23,28
"No","Female","[10, 20)","L","Eco",1,4,1,3,2,1,2,2,5,5,5,4,4,2,9,2
"No","Female","[10, 20)","L","Eco",2,2,2,3,2,2,2,2,4,2,2,2,2,2,16,0
"No","Female","[10, 20)","L","Eco",3,4,3,1,4,3,4,4,4,3,4,4,5,4,0,0
"No","Female","[10, 20)","L","Eco Plus",2,4,3,4,2,2,3,2,3,2,3,2,4,2,0,0
"No","Male","[10, 20)","L","Eco",1,2,1,4,3,1,5,3,4,3,4,4,3,3,80,85
"No","Male","[10, 20)","L","Eco",1,4,1,3,5,1,5,5,4,3,4,4,4,5,12,19
"No","Male","[10, 20)","L","Eco",1,1,1,3,5,1,4,5,3,3,4,4,4,5,122,105
"Yes","Male","[10, 20)","L","Eco",4,4,4,3,2,4,2,2,3,4,5,3,5,2,0,0
"No","Female","[10, 20)","L","Eco",1,4,1,4,5,1,5,5,4,3,4,2,2,5,0,0
"Yes","Male","[10, 20)","NL","Business",4,0,3,1,1,3,1,1,4,2,4,3,5,1,119,116
"No","Female","[10, 20)","NL","Eco",3,3,3,5,2,3,2,2,5,4,4,5,5,2,0,0
"No","Male","[10, 20)","L","Eco",1,4,1,2,5,1,4,5,4,5,5,4,4,5,27,18
"No","Female","[10, 20)","L","Eco",1,4,1,2,5,1,5,5,1,2,1,3,3,5,25,10
"No","Female","[10, 20)","NL","Eco",1,3,1,3,2,1,1,2,3,4,3,4,4,2,0,0
"No","Female","[10, 20)","L","Eco",1,1,1,3,3,1,3,3,4,4,4,4,4,3,0,0
"No","Female","[10, 20)","NL","Eco",3,3,3,4,3,3,3,3,2,4,3,1,3,3,0,4
"No","Female","[10, 20)","L","Eco Plus",2,2,2,3,4,2,4,4,3,4,3,3,2,4,0,0
"No","Male","[10, 20)","NL","Eco",2,3,2,3,3,2,3,3,3,5,4,2,4,3,0,0
"No","Male","[10, 20)","L","Eco",2,4,2,3,1,2,1,1,5,3,4,4,4,1,4,39
"No","Male","[10, 20)","L","Eco",3,4,3,4,4,3,4,4,3,4,5,5,4,4,0,0
"Yes","Male","[10, 20)","NL","Business",4,4,4,3,4,4,4,4,5,3,4,4,4,4,0,0
"Yes","Female","[10, 20)","L","Eco",5,5,5,2,4,5,4,4,2,1,3,4,5,4,0,1
"No","Male","[10, 20)","NL","Eco",3,3,3,3,4,3,4,4,2,1,3,3,3,4,0,0
"No","Female","[10, 20)","L","Eco",3,3,3,1,5,3,5,5,3,5,5,5,2,5,25,0
"No","Male","[10, 20)","NL","Eco",1,1,1,3,2,1,2,2,2,4,5,5,3,2,0,0
"Yes","Male","[10, 20)","NL","Eco",4,4,4,2,4,4,4,4,5,5,4,5,4,4,0,0
"Yes","Male","[10, 20)","L","Business",4,4,4,4,4,4,4,4,2,2,1,3,2,4,0,0
"No","Male","[10, 20)","L","Eco",3,0,3,3,2,3,2,2,2,2,2,1,4,2,0,0
"No","Female","[10, 20)","L","Eco",2,4,2,2,1,2,2,1,4,5,4,5,4,1,26,18
"No","Female","[10, 20)","L","Eco Plus",1,4,1,4,2,1,2,2,2,5,3,1,5,2,0,0
"No","Female","[10, 20)","L","Eco",2,5,2,3,1,2,1,1,3,5,5,3,5,1,51,65
"No","Male","[10, 20)","L","Eco",2,4,2,1,1,2,1,1,3,3,4,4,4,1,0,0
"Yes","Male","[10, 20)","NL","Eco",4,3,3,2,3,3,3,3,1,1,5,2,1,3,0,0
"No","Male","[10, 20)","L","Eco",2,3,2,2,5,2,5,5,1,3,3,2,3,5,8,0
"No","Female","[10, 20)","L","Eco",2,1,2,4,5,2,5,5,1,4,3,1,3,5,57,39
"No","Female","[10, 20)","L","Business",2,5,2,5,2,2,2,2,3,1,3,3,4,2,4,2
"No","Male","[10, 20)","L","Eco",2,4,3,1,3,3,3,3,3,3,3,3,5,3,6,0
"No","Female","[10, 20)","L","Eco",2,1,2,2,4,2,4,4,2,1,2,1,2,4,0,0
