model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 A6,2019,Semi-Auto,8598,Diesel,145,47.9,2,29995
 A3,2019,Semi-Auto,6000,Diesel,145,52.3,1.6,19990
 A3,2019,Semi-Auto,5199,Diesel,145,52.3,1.6,19990
 A1,2018,Manual,15092,Petrol,145,57.7,1.4,14995
 A3,2017,Semi-Auto,3059,Petrol,145,43.5,2,36990
 TT,2016,Semi-Auto,28475,Petrol,200,40.9,2,24995
 A3,2013,Manual,35804,Petrol,30,54.3,1.4,11490
 A3,2017,Manual,24000,Petrol,30,60.1,1.4,18495
 Q7,2019,Semi-Auto,3264,Diesel,145,33.6,3,46990
 A3,2019,Semi-Auto,2868,Diesel,145,52.3,1.6,23995
 A4,2019,Semi-Auto,6541,Diesel,145,47.9,2,27990
 Q5,2019,Semi-Auto,4511,Diesel,145,38.2,2,36990
 Q3,2017,Semi-Auto,27057,Petrol,145,47.9,1.4,18995
 A4,2013,Manual,42185,Diesel,145,55.4,2,12990
 Q5,2015,Semi-Auto,59120,Diesel,200,47.1,2,17995
 A5,2016,Semi-Auto,41431,Diesel,160,52.3,2,16498
 Q5,2019,Semi-Auto,30,Petrol,145,33.2,2,31998
 Q5,2019,Semi-Auto,5065,Diesel,145,38.2,2,36995
 Q5,2019,Semi-Auto,4638,Diesel,145,38.2,2,36995
 RS6,2017,Semi-Auto,34926,Petrol,325,29.4,4,57995
 Q2,2018,Semi-Auto,4642,Diesel,145,46.3,1.6,22890
 A6,2015,Semi-Auto,29558,Diesel,20,67.3,2,16995
 A6,2019,Semi-Auto,4899,Diesel,145,47.9,2,33298
 A3,2017,Manual,17000,Petrol,20,60.1,1.4,15995
 A4,2017,Semi-Auto,51204,Diesel,145,56.5,2,20995
 A3,2013,Semi-Auto,38776,Petrol,30,56.5,1.4,14995
 Q3,2017,Manual,21972,Petrol,145,49.6,1.4,19995
 TT,2018,Semi-Auto,17648,Petrol,145,34.5,2.5,39995
 Q2,2017,Semi-Auto,5674,Petrol,145,52.3,1.4,22995
 A5,2017,Semi-Auto,22086,Diesel,145,62.8,2,24995
 A8,2019,Semi-Auto,10090,Petrol,145,37.7,3,39995
 Q3,2015,Semi-Auto,20825,Petrol,145,47.9,1.4,19995
 A1,2015,Manual,20042,Petrol,30,57.6,1.4,12995
 Q2,2019,Manual,3657,Diesel,145,49.6,1.6,22663
 Q2,2019,Manual,4502,Diesel,145,47.9,1.6,24368
 A4,2017,Semi-Auto,31214,Diesel,30,67.3,2,19495
 Q2,2018,Manual,16414,Petrol,145,50.4,1.4,19990
 Q2,2018,Manual,27198,Petrol,145,50.4,1.4,21495
 A3,2018,Semi-Auto,17166,Petrol,145,43.5,2,28995
 A3,2018,Semi-Auto,18283,Petrol,145,44.1,2,26990
 Q5,2018,Semi-Auto,15076,Diesel,145,56.5,2,27995
 Q5,2017,Semi-Auto,29330,Diesel,145,56.5,2,25995
 Q2,2017,Manual,25520,Petrol,145,50.4,1.4,19995
 A4,2020,Semi-Auto,7521,Diesel,145,49.6,2,38534
 A7,2019,Semi-Auto,933,Diesel,145,45.6,2,41995
 A3,2019,Semi-Auto,6018,Diesel,145,52.3,1.6,19990
 A3,2019,Manual,11330,Petrol,145,42.8,1.5,18495
 Q5,2016,Semi-Auto,23478,Diesel,235,42.2,3,33995
 Q2,2017,Manual,17872,Diesel,145,64.2,1.6,18995
 A5,2019,Semi-Auto,4327,Petrol,145,39.8,2,30709
 Q7,2019,Semi-Auto,4813,Diesel,145,33.2,3,48136
 Q2,2019,Manual,3578,Diesel,145,47.9,1.6,24365
 A6,2019,Semi-Auto,4196,Diesel,145,47.9,2,33295
 A1,2015,Manual,32065,Petrol,30,55.4,1.4,13995
 A8,2017,Semi-Auto,15072,Diesel,200,47.1,3,28995
 Q3,2017,Manual,50286,Diesel,145,61.4,2,16490
 Q3,2017,Semi-Auto,25667,Petrol,145,40.4,2,23995
 Q7,2017,Semi-Auto,33165,Diesel,200,47.9,3,35995
 Q2,2017,Manual,27078,Petrol,125,50.4,1.4,19995
 Q2,2017,Manual,29874,Petrol,125,50.4,1.4,19995
 Q5,2015,Semi-Auto,28977,Diesel,200,47.1,2,21995
 Q3,2016,Semi-Auto,28526,Diesel,160,50.4,2,21995
 Q3,2017,Manual,14068,Diesel,145,54.3,2,22995
 A3,2018,Manual,6321,Petrol,145,50.4,2,18990
 A8,2018,Semi-Auto,4440,Petrol,145,37.7,3,40990
 A3,2019,Manual,2085,Diesel,145,51.4,1.6,23995
 Q5,2019,Semi-Auto,2712,Diesel,145,38.2,2,37995
 A6,2019,Semi-Auto,3968,Diesel,145,47.9,2,33410
 Q2,2019,Manual,6921,Petrol,145,47.1,1,22997
 A3,2015,Manual,50062,Petrol,30,57.6,1.2,14995
 A1,2015,Manual,31500,Petrol,30,57.6,1.4,11995
 A1,2015,Manual,21807,Petrol,30,57.6,1.4,12995
 A5,2019,Semi-Auto,7215,Diesel,145,46.3,2,27990
 A6,2019,Semi-Auto,5397,Diesel,145,50.4,2,29990
 A3,2019,Manual,4963,Petrol,145,42.8,1.5,23377
 A3,2017,Manual,13688,Petrol,200,40.4,2,25995
 A3,2017,Semi-Auto,19735,Petrol,30,57.6,1.4,18995
 Q3,2017,Semi-Auto,22175,Petrol,145,47.9,1.4,20995
 A4,2018,Semi-Auto,13907,Petrol,145,49.6,1.4,23995
 A1,2018,Manual,20106,Petrol,145,67.3,1,14495
 Q5,2018,Semi-Auto,7891,Petrol,145,40.9,2,30995
 A4,2019,Semi-Auto,4836,Diesel,145,48.7,2,26490
 A5,2019,Manual,4587,Petrol,145,37.2,2,34259
 A5,2019,Manual,5721,Petrol,145,37.2,2,35131
 Q7,2019,Semi-Auto,4236,Diesel,145,33.2,3,50414
 Q5,2015,Semi-Auto,18188,Diesel,200,47.1,2,21995
 A5,2016,Manual,41497,Diesel,125,57.6,2,16995
 A1,2016,Manual,13961,Petrol,30,58.9,1.4,14995
 A6,2019,Semi-Auto,10852,Diesel,145,47.9,2,30990
 A3,2019,Manual,10059,Petrol,145,43.5,1.5,18490
 A3,2019,Manual,5985,Petrol,145,43.5,1.5,18490
 A4,2019,Semi-Auto,6214,Petrol,145,38.7,2,26490
 RS5,2019,Semi-Auto,5089,Petrol,145,30.1,2.9,59995
 Q2,2019,Manual,2756,Petrol,145,42.2,1,24995
 A6,2019,Semi-Auto,4982,Diesel,145,47.9,2,29490
 A4,2016,Semi-Auto,41505,Diesel,20,67.3,2,17495
 Q3,2017,Semi-Auto,26494,Petrol,145,47.9,1.4,20995
 A1,2017,Manual,23655,Petrol,30,55.4,1.4,14495
 RS5,2019,Semi-Auto,3382,Petrol,145,30.1,2.9,58995
 A3,2018,Manual,17789,Petrol,145,54.3,1.5,19995
 A6,2019,Semi-Auto,5023,Diesel,145,47.9,2,33640
 A6,2019,Semi-Auto,6238,Diesel,145,37.7,3,53939
 A5,2019,Semi-Auto,4520,Petrol,145,39.8,2,30719
 A5,2019,Semi-Auto,5210,Petrol,145,39.8,2,30197
 A5,2019,Semi-Auto,3256,Petrol,145,40.4,2,27022
 A4,2019,Semi-Auto,5201,Diesel,145,44.1,2,37560
 Q7,2019,Semi-Auto,28,Diesel,145,33.6,3,49990
 A1,2017,Manual,25747,Petrol,0,67.3,1,12495
 A1,2017,Manual,27000,Petrol,145,55.4,1.4,14995
 Q5,2016,Semi-Auto,51562,Diesel,235,42.8,3,24490
 A3,2016,Manual,40030,Diesel,0,83.1,1.6,13995
 A6,2016,Semi-Auto,43099,Diesel,145,56.5,2,19495
 Q2,2017,Manual,18842,Petrol,145,55.4,1,17995
 A4,2016,Semi-Auto,31894,Diesel,30,64.2,3,19995
 A5,2019,Semi-Auto,5712,Diesel,145,51.4,2,30728
 A5,2015,Semi-Auto,38540,Diesel,125,58.9,2,18995
 A1,2017,Manual,25552,Petrol,30,56.5,1.4,13995
 A7,2015,Semi-Auto,72283,Diesel,145,54.3,3,18495
 Q5,2016,Semi-Auto,22809,Diesel,235,42.2,3,34995
 A3,2017,Manual,16103,Diesel,145,65.7,2,19995
 A1,2016,Manual,23745,Petrol,30,57.6,1.4,13495
 TT,2016,Manual,29593,Diesel,30,62.8,2,16995
 A1,2014,Semi-Auto,15300,Petrol,125,53.3,1.4,13995
 Q3,2018,Semi-Auto,9185,Petrol,145,48.7,1.4,25995
 Q2,2019,Manual,1592,Petrol,145,39.2,1.5,25995
 A1,2016,Manual,45644,Diesel,0,80.7,1.6,10995
 Q8,2019,Semi-Auto,4488,Diesel,145,33.6,3,48995
 Q5,2016,Semi-Auto,29156,Diesel,235,42.2,3,33995
 A1,2015,Manual,15837,Petrol,30,58.9,1.4,12298
 Q3,2016,Manual,15264,Diesel,30,61.4,2,15998
 Q2,2018,Manual,8211,Diesel,150,49.6,1.6,18998
 Q2,2017,Manual,10962,Petrol,145,50.4,1.4,21995
 Q5,2016,Semi-Auto,42187,Diesel,235,42.8,3,28995
 A1,2017,Manual,8128,Petrol,30,55.4,1.4,15995
 A4,2016,Manual,55697,Diesel,20,70.6,2,13985
 Q3,2015,Manual,35446,Diesel,145,54.3,2,13995
 Q3,2016,Semi-Auto,30366,Diesel,160,50.4,2,18499
 Q5,2017,Semi-Auto,32090,Petrol,145,40.4,2,27498
 Q3,2015,Semi-Auto,19300,Petrol,145,47.9,1.4,15998
 A4,2016,Manual,37478,Diesel,0,74.3,2,13998
 A3,2019,Semi-Auto,6266,Petrol,145,38.2,2,24998
 A1,2016,Manual,8577,Petrol,30,55.4,1.4,13995
 A3,2018,Manual,13147,Diesel,145,67.3,1.6,18995
 A6,2017,Semi-Auto,24336,Diesel,145,61.4,2,22995
 Q2,2018,Manual,23813,Petrol,145,55.4,1,17495
 Q2,2017,Semi-Auto,17633,Petrol,145,52.3,1.4,21995
 A6,2015,Semi-Auto,55220,Diesel,30,64.2,2,16995
 Q5,2017,Semi-Auto,47952,Diesel,145,56.5,2,22995
 Q5,2014,Semi-Auto,50500,Diesel,235,44.1,3,19995
 A1,2016,Manual,31147,Petrol,30,56.5,1.4,15495
 Q2,2019,Semi-Auto,79,Diesel,150,46.3,2,25998
 A5,2015,Semi-Auto,56875,Diesel,150,53.3,2,14500
 A5,2015,Manual,37056,Diesel,160,53.3,2,18995
 RS3,2018,Semi-Auto,5431,Petrol,145,34,2.5,39995
 A1,2016,Manual,31031,Petrol,30,56.5,1.4,13995
 A4,2015,Semi-Auto,34906,Diesel,160,49.6,3,17995
 A4,2017,Semi-Auto,14821,Diesel,145,64.2,3,21995
 A1,2016,Manual,15307,Petrol,30,55.4,1.4,15495
 A4,2016,Semi-Auto,23626,Petrol,160,45.6,2,19995
 A1,2016,Manual,11892,Petrol,0,67.3,1,12995
 A1,2016,Manual,42165,Petrol,30,56.5,1.4,12995
 A3,2019,Semi-Auto,3036,Petrol,145,34.5,2,31795
 A4,2019,Semi-Auto,2703,Diesel,145,40.9,3,39995
 Q7,2016,Automatic,41032,Diesel,300,39.2,4,48995
 A3,2018,Manual,8545,Diesel,145,53.3,1.6,21495
 A3,2016,Manual,30287,Petrol,20,60.1,1.4,13498
 A3,2016,Manual,1893,Petrol,20,60.1,1.4,14998
 A4,2017,Manual,6896,Petrol,145,52.3,1.4,16998
 TT,2016,Manual,34084,Diesel,30,62.8,2,15498
 A4,2017,Semi-Auto,84222,Diesel,20,68.9,2,13985
 A3,2015,Manual,68428,Diesel,0,83.1,1.6,10385
 Q5,2018,Semi-Auto,20283,Petrol,150,34,3,37500
 A4,2016,Manual,56235,Diesel,0,74.3,2,11500
 A8,2017,Semi-Auto,37492,Diesel,205,47.1,3,24500
 Q5,2015,Semi-Auto,66959,Diesel,265,41.5,3,21500
 Q5,2014,Manual,46622,Diesel,205,47.9,2,16000
 A6,2013,Semi-Auto,40003,Diesel,145,56.5,2,11995
 Q5,2018,Semi-Auto,20300,Petrol,145,34,3,38900
 A5,2019,Semi-Auto,50,Petrol,145,40.4,2,24498
 Q2,2016,Manual,23426,Petrol,125,50.4,1.4,19995
 A3,2015,Semi-Auto,46465,Petrol,30,54.3,1.4,14995
 Q5,2018,Semi-Auto,14600,Diesel,145,55.4,2,29995
 A1,2019,Manual,3232,Petrol,145,50.4,1,23995
 A1,2017,Manual,16086,Petrol,30,55.4,1.4,15995
 A1,2017,Manual,15981,Petrol,145,57.6,1.4,13995
 A7,2018,Semi-Auto,6850,Diesel,145,38.2,3,38995
 A3,2017,Manual,16668,Diesel,145,70.6,1.6,18995
 A7,2018,Semi-Auto,13082,Petrol,145,39.8,3,35995
 A3,2019,Semi-Auto,10522,Petrol,145,43.5,1.5,18995
 A3,2018,Manual,12795,Petrol,145,47.1,1,19995
 Q5,2018,Automatic,8250,Diesel,145,38.2,2,34995
 Q2,2019,Automatic,5859,Diesel,145,47.9,1.6,23995
 A4,2019,Automatic,8235,Diesel,145,44.1,2,37995
 Q3,2019,Manual,5356,Diesel,145,40.9,2,35995
 A6,2019,Automatic,5565,Diesel,145,47.9,2,34995
 A4,2017,Manual,13122,Petrol,145,52.3,1.4,16498
 Q2,2019,Manual,2940,Petrol,145,39.2,1.5,26495
 Q5,2016,Semi-Auto,26500,Diesel,200,47.1,2,21995
 A8,2020,Semi-Auto,1100,Diesel,145,40.4,3,52995
 Q5,2018,Semi-Auto,24408,Petrol,145,40.4,2,30995
 RS4,2020,Semi-Auto,2200,Petrol,145,28.8,2.9,69995
 A7,2020,Semi-Auto,500,Diesel,145,38.7,3,51995
 A4,2016,Semi-Auto,47600,Diesel,145,56.5,2,21995
 A3,2018,Automatic,17252,Petrol,145,56.5,1.5,22995
 A5,2017,Semi-Auto,49287,Diesel,145,62.8,2,19945
 A5,2017,Semi-Auto,47446,Diesel,145,62.8,2,22945
 A5,2017,Semi-Auto,14589,Diesel,30,65.7,2,22990
 A4,2016,Manual,41279,Diesel,0,74.3,2,13995
 Q7,2018,Automatic,3893,Diesel,145,39.2,4,60995
 A8,2017,Automatic,3338,Diesel,145,50.4,3,38995
 Q5,2018,Automatic,4286,Petrol,145,34,3,42995
 Q5,2018,Automatic,22913,Diesel,145,56.5,2,28995
 Q5,2019,Semi-Auto,4125,Diesel,145,38.2,2,36995
 Q3,2019,Semi-Auto,4000,Petrol,145,31.7,2,34995
 Q5,2019,Semi-Auto,5123,Diesel,145,38.2,2,38495
 A4,2019,Automatic,5000,Diesel,145,40.9,3,43495
 A5,2019,Automatic,6500,Diesel,145,46.3,2,34995
 Q5,2017,Semi-Auto,29832,Petrol,145,34,3,35995
 Q2,2017,Manual,11125,Petrol,125,50.4,1.4,21495
 Q5,2019,Automatic,11565,Diesel,145,38.2,2,36995
 A3,2019,Automatic,10434,Petrol,145,42.2,1.5,22995
 A3,2016,Manual,61332,Diesel,20,68.9,2,11990
 A1,2016,Manual,22669,Petrol,30,57.6,1.4,11498
 Q3,2016,Manual,14419,Diesel,145,52.3,2,19498
 A1,2015,Manual,37458,Petrol,30,55.4,1.4,10698
 A1,2014,Manual,23015,Petrol,20,60.1,1.4,11998
 A6,2016,Semi-Auto,26784,Diesel,150,54.3,2,22500
 Q5,2019,Automatic,7256,Diesel,145,38.2,2,35995
 TT,2016,Manual,24256,Petrol,145,47.1,1.8,17995
 A4,2018,Semi-Auto,11047,Diesel,145,56.5,2,28995
 A4,2017,Semi-Auto,19444,Diesel,125,57.6,2,22995
 Q3,2017,Manual,30123,Petrol,125,51.4,1.4,17995
 A4,2019,Manual,7422,Petrol,145,39.2,2,25995
 A4,2016,Automatic,40688,Petrol,160,42.8,2,24495
 Q3,2019,Semi-Auto,5454,Petrol,145,30.7,2,38995
 A3,2019,Manual,12785,Petrol,145,42.8,1.5,19995
 A6,2019,Automatic,7486,Diesel,145,39.2,3,42995
 A5,2019,Automatic,9256,Diesel,145,45.6,2,36995
 A4,2019,Automatic,13690,Diesel,145,47.9,2,29995
 Q3,2016,Semi-Auto,25125,Diesel,160,50.4,2,20495
 Q5,2019,Automatic,6400,Diesel,145,38.2,2,34995
 A3,2019,Manual,3265,Petrol,145,47.1,1,19495
 Q3,2017,Semi-Auto,17680,Petrol,145,42.2,2,22995
 A1,2016,Manual,38502,Petrol,30,57.6,1.4,11995
 A1,2016,Manual,36276,Petrol,30,55.4,1.4,12995
 Q7,2017,Automatic,23437,Diesel,300,39.2,4,49995
 Q5,2017,Semi-Auto,20364,Diesel,145,56.5,2,25995
 A1,2016,Manual,22606,Petrol,30,57.6,1.4,11995
 A4,2020,Semi-Auto,100,Petrol,150,39.2,2,29995
 RS4,2019,Semi-Auto,8503,Diesel,150,33.6,2.9,52995
 Q2,2019,Semi-Auto,1296,Petrol,150,34.5,2,28995
 A5,2016,Manual,26307,Diesel,125,60.1,2,16995
 Q7,2016,Semi-Auto,34685,Diesel,200,47.9,3,33995
 A5,2016,Manual,34728,Diesel,125,57.6,2,18995
 A1,2017,Manual,24427,Petrol,145,55.4,1.4,14995
 A1,2017,Manual,16763,Petrol,145,55.4,1.4,12995
 Q2,2017,Manual,38484,Petrol,145,55.4,1,15995
 Q7,2017,Semi-Auto,16837,Diesel,145,39.2,4,52995
 Q2,2017,Automatic,33523,Diesel,145,58.9,2,19995
 A4,2017,Manual,6402,Petrol,145,52.3,1.4,17298
 A4,2016,Manual,21944,Petrol,125,49.6,2,15998
 TT,2015,Manual,19383,Petrol,165,46.3,2,16498
 A6,2019,Semi-Auto,19118,Diesel,145,47.9,2,25998
 Q3,2019,Semi-Auto,4436,Petrol,150,32.1,2,38995
 Q8,2019,Semi-Auto,5978,Diesel,150,30.7,4,83995
 A1,2019,Manual,2235,Petrol,150,49.6,1,19995
 Q3,2016,Semi-Auto,52496,Diesel,160,50.4,2,16995
 A6,2016,Automatic,52255,Diesel,30,61.4,2,18350
 A3,2018,Manual,19686,Diesel,145,68.9,1.6,15590
 Q7,2016,Semi-Auto,26705,Diesel,200,47.9,3,12500
 A1,2016,Manual,26705,Petrol,30,58.9,1.4,12500
 A1,2018,Manual,18120,Petrol,145,57.7,1.4,12500
 Q3,2016,Semi-Auto,11966,Petrol,145,47.9,1.4,18000
 A3,2016,Manual,34728,Petrol,30,57.6,1.4,14500
 A3,2018,Semi-Auto,30547,Diesel,145,70.6,1.6,16995
 A3,2015,Manual,72406,Diesel,20,68.9,2,13795
 A6,2017,Semi-Auto,52822,Diesel,145,64.2,2,19995
 A6,2015,Semi-Auto,70228,Diesel,145,54.3,3,18990
 A3,2017,Manual,21637,Diesel,20,67.3,2,15795
 Q3,2014,Manual,52006,Diesel,145,54.3,2,12595
 Q3,2016,Semi-Auto,28994,Diesel,160,50.4,2,20495
 A6,2018,Manual,30,Diesel,145,39.2,3,37995
 Q5,2019,Automatic,7093,Diesel,145,38.2,2,35995
 Q2,2020,Semi-Auto,1934,Petrol,145,32.5,2,35495
 A4,2019,Semi-Auto,4708,Diesel,145,49.6,2,28995
 Q3,2019,Automatic,4304,Diesel,145,37.7,2,38995
 Q2,2017,Manual,9256,Petrol,145,52.3,1.4,19495
 Q3,2018,Automatic,11403,Petrol,145,38.2,1.5,27995
 A1,2019,Semi-Auto,1952,Petrol,145,44.1,1,23995
 A6,2019,Semi-Auto,8060,Diesel,145,37.7,3,41995
 A6,2018,Semi-Auto,7415,Diesel,145,47.9,2,31700
 A8,2018,Automatic,9756,Petrol,145,37.7,3,42000
 A5,2018,Automatic,9102,Diesel,145,51.4,3,33500
 Q5,2018,Automatic,6002,Diesel,145,38.2,2,31000
 Q7,2018,Automatic,6591,Diesel,145,33.2,3,45000
 Q2,2019,Manual,1000,Diesel,145,49.6,1.6,22495
 A3,2019,Automatic,5450,Petrol,145,44.8,1.5,21995
 Q2,2019,Automatic,1000,Diesel,145,46.3,2,29809
 A5,2019,Automatic,1000,Petrol,145,40.4,2,31995
 A4,2016,Manual,23596,Petrol,145,48.7,2,18000
 Q7,2018,Automatic,11719,Diesel,145,39.2,4,55500
 Q5,2019,Automatic,3185,Diesel,145,39.2,2,31500
 Q5,2019,Automatic,8744,Diesel,145,39.2,2,30995
 A6,2019,Automatic,238,Diesel,145,47.9,2,32250
 A5,2019,Automatic,4693,Diesel,145,47.1,2,31695
 Q3,2016,Manual,28186,Diesel,145,52.3,2,19000
 Q3,2016,Semi-Auto,37000,Diesel,145,54.3,2,16995
 A1,2017,Manual,13555,Petrol,30,55.4,1.4,14695
 Q5,2016,Semi-Auto,31031,Diesel,235,42.2,3,31495
 Q3,2016,Manual,34500,Diesel,160,49.6,2,17395
 Q5,2019,Semi-Auto,6412,Diesel,145,39.2,2,33995
 A3,2017,Manual,14500,Petrol,20,60.1,1.4,17500
 A1,2017,Manual,24857,Diesel,0,76.3,1.6,11495
 A6,2019,Automatic,2394,Diesel,145,50.4,2,32494
 Q5,2019,Automatic,1000,Diesel,145,39.2,2,36202
 Q5,2019,Automatic,1000,Diesel,145,38.2,2,37395
 A6,2019,Automatic,1000,Diesel,145,50.4,2,31000
 A8,2018,Automatic,10296,Diesel,145,50.4,3,37000
 A3,2018,Automatic,6629,Petrol,145,42.2,1.5,20000
 A4,2019,Manual,6768,Diesel,145,74.3,2,26495
 A4,2019,Automatic,5363,Petrol,145,39.8,2,23995
 A7,2019,Automatic,4288,Diesel,145,38.2,3,42500
 A3,2014,Semi-Auto,88130,Diesel,30,64.2,2,7898
 Q7,2017,Automatic,17927,Diesel,145,39.2,4,50000
 A5,2019,Semi-Auto,6452,Petrol,145,40.4,2,29000
 A7,2019,Automatic,6112,Diesel,145,38.7,3,41495
 A4,2019,Semi-Auto,7447,Diesel,145,47.9,2,25995
 Q5,2019,Automatic,4326,Diesel,145,38.2,2,35995
 Q7,2019,Automatic,5558,Diesel,145,33.6,3,49995
 A6,2019,Automatic,2408,Diesel,145,50.4,2,31500
 Q2,2019,Manual,4430,Petrol,145,40.9,1.5,23995
 Q2,2019,Manual,1000,Diesel,145,49.6,1.6,23374
 Q2,2019,Manual,1000,Diesel,145,49.6,1.6,22495
 A1,2016,Manual,8000,Petrol,0,67.3,1,11495
 A4,2017,Semi-Auto,29885,Diesel,30,65.7,2,19995
 A3,2017,Manual,14160,Diesel,145,68.9,1.6,17695
 A5,2019,Semi-Auto,21480,Diesel,145,48.7,2,27995
 A6,2019,Automatic,6606,Diesel,145,36.2,3,46000
 Q3,2017,Semi-Auto,12147,Petrol,145,40.4,2,23998
 A3,2017,Manual,29998,Petrol,20,61.4,1.4,12798
 Q3,2016,Semi-Auto,22168,Petrol,145,47.9,1.4,17698
 A1,2016,Manual,24242,Petrol,0,67.3,1,10998
 A3,2017,Semi-Auto,18389,Petrol,145,57.7,1.5,19698
 A6,2016,Manual,31759,Diesel,30,61.4,2,17298
 A4,2019,Semi-Auto,12853,Petrol,145,38.2,2,24998
 A4,2019,Semi-Auto,13009,Petrol,145,38.2,2,24998
 Q2,2019,Semi-Auto,17,Diesel,145,46.3,2,25998
 A5,2015,Manual,32125,Diesel,125,57.6,2,14998
 TT,2015,Manual,17416,Diesel,20,67.3,2,15998
 A5,2017,Semi-Auto,27049,Diesel,145,67.3,2,19498
 Q3,2014,Manual,81877,Diesel,160,49.6,2,11950
 Q3,2016,Manual,27692,Petrol,145,49.6,1.4,16998
 Q3,2015,Manual,35446,Diesel,145,54.3,2,13995
 A6,2015,Semi-Auto,45000,Diesel,30,64.2,2,16995
 Q2,2018,Semi-Auto,6672,Diesel,145,57.7,2,22590
 Q2,2018,Manual,10005,Petrol,145,50.4,1.4,20498
 A4,2019,Manual,2069,Petrol,145,41.5,2,18998
 A5,2019,Semi-Auto,24608,Petrol,145,39.8,2,25998
 A3,2017,Manual,36031,Petrol,30,60.1,1.4,16495
 A1,2017,Manual,28752,Petrol,150,58.9,1.4,13998
 A1,2014,Manual,58601,Petrol,125,52.3,1.4,8498
 A3,2017,Manual,21113,Petrol,145,55.4,1.5,19998
 Q3,2015,Manual,66047,Diesel,145,55.4,2,13998
 A6,2016,Semi-Auto,24405,Diesel,20,64.2,2,17498
 A6,2015,Manual,43193,Diesel,30,65.7,2,14995
 Q2,2017,Manual,22379,Petrol,125,52.3,1.4,16500
 A6,2014,Semi-Auto,36223,Diesel,235,44.8,3,18498
 TT,2016,Manual,39293,Diesel,30,62.8,2,14998
 A8,2018,Semi-Auto,13512,Diesel,145,50.4,3,33498
 A1,2015,Manual,61194,Petrol,0,67.3,1,9698
 A4,2017,Manual,58670,Diesel,0,74.3,2,14849
 A1,2016,Manual,36951,Petrol,0,67.3,1,10994
 A3,2014,Manual,34250,Petrol,30,55.4,1.4,10202
 A4,2016,Manual,32811,Diesel,0,74.3,2,15495
 A6,2017,Semi-Auto,31842,Diesel,125,58.9,2,22695
 A1,2016,Manual,22373,Petrol,30,55.4,1.4,11695
 Q3,2017,Manual,34617,Diesel,30,60.1,2,17495
 Q3,2015,Manual,48065,Diesel,145,55.4,2,14495
 A4,2017,Semi-Auto,26752,Diesel,145,64.2,2,17795
 Q2,2018,Manual,12300,Petrol,145,52.3,1.4,18695
 A6,2016,Semi-Auto,24000,Diesel,30,61.4,2,20000
 TT,2015,Manual,61410,Diesel,30,62.8,2,13998
 A6,2015,Semi-Auto,57290,Diesel,30,61.4,2,17498
 Q2,2017,Manual,18045,Petrol,145,55.4,1,16495
 A3,2017,Semi-Auto,13542,Diesel,20,72.4,1.6,15498
 Q5,2016,Semi-Auto,38678,Diesel,235,42.2,3,29998
 A5,2017,Semi-Auto,19608,Diesel,145,62.8,2,21498
 Q3,2019,Automatic,8849,Diesel,145,47.1,2,29695
 A1,2015,Manual,13854,Petrol,30,55.4,1.4,10995
 A1,2017,Manual,37131,Petrol,0,67.3,1,10495
 A6,2014,Semi-Auto,60484,Diesel,30,64.2,2,14998
 A5,2015,Semi-Auto,71253,Diesel,160,49.6,3,16998
 Q3,2016,Semi-Auto,32968,Diesel,160,50.4,2,18998
 A3,2015,Manual,53372,Petrol,20,60.1,1.4,11698
 A4,2017,Manual,24222,Petrol,145,53.3,1.4,14898
 A4,2015,Manual,36081,Diesel,145,55.4,2,12698
 Q3,2018,Semi-Auto,11487,Petrol,145,42.2,2,24498
 Q3,2013,Semi-Auto,52765,Diesel,200,47.9,2,11998
 A1,2019,Manual,2065,Petrol,145,46.3,1.5,20350
 Q2,2018,Manual,8026,Petrol,145,47.1,1,17950
 A3,2018,Manual,31500,Petrol,145,55.4,1.5,18300
 Q2,2019,Semi-Auto,3481,Petrol,150,33.2,2,31888
 A4,2018,Semi-Auto,31348,Petrol,150,51.4,1.4,18288
 A4,2016,Manual,27370,Diesel,30,64.2,2,15498
 A4,2017,Semi-Auto,15175,Diesel,145,61.4,2,22500
 Q2,2018,Semi-Auto,11347,Petrol,150,52.3,1.4,22988
 Q3,2017,Manual,24387,Petrol,150,49.6,1.4,19688
 A1,2016,Manual,26165,Petrol,30,55.4,1.4,13688
 Q3,2017,Semi-Auto,14950,Petrol,150,42.2,2,22988
 A6,2016,Manual,44316,Diesel,30,64.2,2,16490
 A3,2017,Semi-Auto,35329,Petrol,150,47.9,2,18488
 A7,2017,Semi-Auto,34201,Diesel,145,52.3,3,26500
 A3,2015,Manual,21429,Diesel,20,68.9,2,12450
 A3,2016,Manual,35694,Petrol,20,60.1,1,12990
 Q3,2015,Semi-Auto,40858,Diesel,160,50.4,2,16998
 A4,2016,Manual,19285,Petrol,125,53.3,1.4,13998
 A5,2015,Semi-Auto,35903,Diesel,145,56.5,2,17498
 Q3,2015,Semi-Auto,40256,Diesel,160,50.4,2,17498
 A3,2019,Manual,7307,Diesel,145,51.4,1.6,19995
 Q2,2019,Automatic,2402,Diesel,145,47.9,1.6,22995
 Q3,2019,Automatic,4384,Petrol,145,38.2,1.5,29995
 Q2,2019,Automatic,1442,Petrol,145,40.9,1.5,28495
 Q3,2019,Manual,4173,Diesel,145,40.9,2,30995
