학교명,학년,학생수,교사수
고잔초등학교,6,113,5
고창남초등학교,1,36,2
고창남초등학교,2,39,2
고창남초등학교,3,40,2
고창남초등학교,4,49,3
고창남초등학교,5,40,2
고창남초등학교,6,57,3
고창초등학교,1,258,13
고창초등학교,2,245,10
고창초등학교,3,279,12
고창초등학교,4,259,10
고창초등학교,5,310,14
고창초등학교,6,274,11
고천초등학교,1,52,2
고천초등학교,2,41,2
고천초등학교,3,54,3
고천초등학교,4,51,2
고천초등학교,5,59,4
고천초등학교,6,60,3
고촌초등학교,1,69,3
고촌초등학교,2,112,4
고촌초등학교,3,66,3
고촌초등학교,4,83,3
고촌초등학교,5,110,4
고촌초등학교,6,112,5
고한초등학교,1,20,2
고한초등학교,2,5,1
고한초등학교,3,10,1
고한초등학교,4,8,1
고한초등학교,5,11,1
고한초등학교,6,8,1
고헌초등학교,1,290,15
고헌초등학교,2,300,12
고헌초등학교,3,277,11
고헌초등학교,4,255,10
고헌초등학교,5,234,10
고헌초등학교,6,198,9
고현초등학교,1,31,2
고현초등학교,2,37,2
고현초등학교,3,37,3
고현초등학교,4,31,3
고현초등학교,5,38,3
고현초등학교,6,21,2
고흥동초등학교,1,110,6
고흥동초등학교,2,105,7
고흥동초등학교,3,87,4
고흥동초등학교,4,117,5
고흥동초등학교,5,149,6
고흥동초등학교,6,123,6
곡강초등학교,1,9,1
곡강초등학교,2,17,2
곡강초등학교,3,14,1
곡강초등학교,4,11,1
곡강초등학교,5,10,1
곡강초등학교,6,12,1
곡란초등학교,1,52,2
곡란초등학교,2,38,2
곡란초등학교,3,54,2
곡란초등학교,4,48,2
곡란초등학교,5,55,2
곡란초등학교,6,37,2
곡반초등학교,1,145,6
곡반초등학교,2,123,5
곡반초등학교,3,167,7
곡반초등학교,4,117,5
곡반초등학교,5,129,6
곡반초등학교,6,136,5
곡선초등학교,1,127,5
곡선초등학교,2,149,6
곡선초등학교,3,121,5
곡선초등학교,4,108,4
곡선초등학교,5,106,5
곡선초등학교,6,98,5
곡성중앙초등학교,1,50,3
곡성중앙초등학교,2,55,3
곡성중앙초등학교,3,47,2
곡성중앙초등학교,4,62,3
곡성중앙초등학교,5,64,4
곡성중앙초등학교,6,76,4
곡정초등학교,1,222,9
곡정초등학교,2,244,9
곡정초등학교,3,234,9
곡정초등학교,4,253,10
곡정초등학교,5,274,11
곡정초등학교,6,240,9
곤양초등학교,1,6,1
곤양초등학교,2,6,1
곤양초등학교,3,11,1
곤양초등학교,4,17,1
곤양초등학교,5,17,2
곤양초등학교,6,13,1
곤지암초등학교,1,64,3
곤지암초등학교,2,73,4
곤지암초등학교,3,59,3
곤지암초등학교,4,59,3
곤지암초등학교,5,98,4
곤지암초등학교,6,111,6
골약초등학교,1,13,1
골약초등학교,2,9,1
골약초등학교,3,10,1
골약초등학교,4,5,1
골약초등학교,5,13,1
골약초등학교,6,10,1
곰소초등학교,1,7,1
곰소초등학교,2,5,1
곰소초등학교,3,7,1
곰소초등학교,4,6,1
곰소초등학교,5,8,1
곰소초등학교,6,9,2
공근초등학교,1,6,1
공근초등학교,2,8,2
공근초등학교,3,8,1
공근초등학교,4,10,1
공근초등학교,5,6,1
공근초등학교,6,12,1
공도초등학교,1,205,7
공도초등학교,2,235,8
공도초등학교,3,236,9
공도초등학교,4,263,9
공도초등학교,5,287,11
공도초등학교,6,272,10
공산초등학교,1,7,1
공산초등학교,2,5,1
공산초등학교,3,9,1
공산초등학교,4,12,1
공산초등학교,5,8,1
공산초등학교,6,8,1
공세초등학교,1,62,3
공세초등학교,2,60,3
공세초등학교,3,58,3
공세초등학교,4,58,3
공세초등학교,5,67,3
공세초등학교,6,67,4
공주교동초등학교,1,24,1
공주교동초등학교,2,21,1
공주교동초등학교,3,26,2
공주교동초등학교,4,22,1
공주교동초등학교,5,32,2
공주교동초등학교,6,30,2
공주교육대학교부설초등학교,1,84,5
공주교육대학교부설초등학교,2,79,4
공주교육대학교부설초등학교,3,79,4
공주교육대학교부설초등학교,4,76,4
공주교육대학교부설초등학교,5,80,4
공주교육대학교부설초등학교,6,78,4
공주금학초등학교,1,15,1
공주금학초등학교,2,8,1
공주금학초등학교,3,12,2
공주금학초등학교,4,8,1
공주금학초등학교,5,11,1
공주금학초등학교,6,15,1
공주봉황초등학교,1,15,2
공주봉황초등학교,2,14,1
공주봉황초등학교,3,16,1
공주봉황초등학교,4,11,1
공주봉황초등학교,5,17,1
공주봉황초등학교,6,16,1
공주신월초등학교,1,186,9
공주신월초등학교,2,200,7
공주신월초등학교,3,197,7
공주신월초등학교,4,205,8
공주신월초등학교,5,210,9
공주신월초등학교,6,178,7
공주중동초등학교,1,20,2
공주중동초등학교,2,27,2
공주중동초등학교,3,18,1
공주중동초등학교,4,34,2
공주중동초등학교,5,41,3
공주중동초등학교,6,49,3
공현진초등학교,1,10,1
공현진초등학교,2,14,1
공현진초등학교,3,10,1
공현진초등학교,4,11,1
공현진초등학교,5,2,1
공현진초등학교,6,7,1
과역초등학교,1,2,1
과역초등학교,2,8,1
과역초등학교,3,7,1
과역초등학교,4,7,1
과역초등학교,5,15,1
과역초등학교,6,9,2
과정초등학교,1,93,4
과정초등학교,2,86,4
과정초등학교,3,99,4
과정초등학교,4,83,4
과정초등학교,5,69,3
과정초등학교,6,96,4
과천갈현초등학교,1,148,6
과천갈현초등학교,2,76,3
과천갈현초등학교,3,72,3
과천갈현초등학교,4,44,2
과천갈현초등학교,5,62,3
과천갈현초등학교,6,66,4
과천초등학교,1,130,5
과천초등학교,2,140,6
과천초등학교,3,137,5
과천초등학교,4,105,4
과천초등학교,5,111,4
과천초등학교,6,110,4
곽금초등학교,1,13,1
곽금초등학교,2,12,1
곽금초등학교,3,18,1
곽금초등학교,4,17,1
곽금초등학교,5,18,1
곽금초등학교,6,19,1
관곡초등학교,1,18,1
관곡초등학교,2,18,2
관곡초등학교,3,25,2
관곡초등학교,4,23,1
관곡초등학교,5,23,1
관곡초등학교,6,23,1
관기초등학교,1,72,6
관기초등학교,2,55,4
관기초등학교,3,41,3
관기초등학교,4,35,3
관기초등학교,5,33,2
관기초등학교,6,33,3
관대초등학교,1,8,1
관대초등학교,2,13,2
관대초등학교,3,8,1
관대초등학교,4,3,1
관대초등학교,5,18,1
관대초등학교,6,11,1
관동초등학교,1,241,9
관동초등학교,2,308,11
관동초등학교,3,286,11
관동초등학교,4,263,10
관동초등학교,5,275,10
관동초등학교,6,287,11
관모초등학교,1,27,2
관모초등학교,2,40,3
관모초등학교,3,35,2
관모초등학교,4,28,1
관모초등학교,5,37,3
관모초등학교,6,33,2
관문초등학교,1,116,5
관문초등학교,2,114,5
관문초등학교,3,107,4
관문초등학교,4,104,5
관문초등학교,5,104,4
관문초등학교,6,75,3
관봉초등학교,1,10,1
관봉초등학교,2,10,1
관봉초등학교,3,18,1
관봉초등학교,4,18,1
관봉초등학교,5,9,1
관봉초등학교,6,17,2
관산초등학교,1,201,9
관산초등학교,2,226,10
관산초등학교,3,186,9
관산초등학교,4,191,8
관산초등학교,5,194,9
관산초등학교,6,201,10
관설초등학교,1,5,1
관설초등학교,2,4,1
관설초등학교,3,11,1
관설초등학교,4,5,2
관설초등학교,5,8,1
관설초등학교,6,9,1
관양초등학교,1,99,4
관양초등학교,2,84,4
관양초등학교,3,86,3
관양초등학교,4,92,4
관양초등학교,5,113,5
관양초등학교,6,107,6
관창초등학교,1,19,1
관창초등학교,2,18,1
관창초등학교,3,15,1
관창초등학교,4,14,1
관창초등학교,5,15,2
관창초등학교,6,18,1
관촌초등학교,1,15,1
관촌초등학교,2,10,1
관촌초등학교,3,8,1
관촌초등학교,4,20,2
관촌초등학교,5,8,1
관촌초등학교,6,19,1
관호초등학교,1,10,1
관호초등학교,2,8,1
관호초등학교,3,5,1
관호초등학교,4,5,1
관호초등학교,5,7,1
관호초등학교,6,5,1
광교초등학교,1,184,7
광교초등학교,2,189,7
광교초등학교,3,220,8
광교초등학교,4,195,7
광교초등학교,5,234,10
광교초등학교,6,192,7
광교호수초등학교,1,166,6
광교호수초등학교,2,205,8
광교호수초등학교,3,194,7
광교호수초등학교,4,203,8
광교호수초등학교,5,192,8
광교호수초등학교,6,187,7
광남초등학교,1,266,12
광남초등학교,2,306,13
광남초등학교,3,267,12
광남초등학교,4,262,11
광남초등학교,5,344,16
광남초등학교,6,310,15
광덕초등학교,1,64,4
광덕초등학교,2,65,4
광덕초등학교,3,52,4
광덕초등학교,4,63,4
광덕초등학교,5,56,4
광덕초등학교,6,87,9
광도초등학교,1,12,1
광도초등학교,2,19,1
광도초등학교,3,14,1
광도초등학교,4,16,1
광도초등학교,5,27,2
광도초등학교,6,29,2
광려초등학교,1,54,3
광려초등학교,2,62,3
광려초등학교,3,55,3
광려초등학교,4,73,3
광려초등학교,5,66,3
광려초등학교,6,80,3
광령초등학교,1,56,3
광령초등학교,2,65,3
광령초등학교,3,50,2
광령초등학교,4,59,3
광령초등학교,5,57,4
광령초등학교,6,51,2
광릉초등학교,1,40,2
광릉초등학교,2,25,1
광릉초등학교,3,52,2
광릉초등학교,4,47,3
광릉초등학교,5,48,2
광릉초등학교,6,58,3
광림초등학교,1,56,3
광림초등학교,2,101,5
광림초등학교,3,78,4
광림초등학교,4,113,5
광림초등학교,5,131,6
광림초등학교,6,118,6
광명광덕초등학교,1,125,5
광명광덕초등학교,2,135,5
광명광덕초등학교,3,108,4
광명광덕초등학교,4,109,5
광명광덕초등학교,5,134,5
광명광덕초등학교,6,96,4
광명광성초등학교,1,101,4
광명광성초등학교,2,150,7
광명광성초등학교,3,118,5
광명광성초등학교,4,114,4
광명광성초등학교,5,150,7
광명광성초등학교,6,158,6
광명남초등학교,1,66,3
광명남초등학교,2,91,4
광명남초등학교,3,80,4
광명남초등학교,4,59,4
광명남초등학교,5,68,4
광명남초등학교,6,76,3
광명동초등학교,1,16,1
광명동초등학교,2,15,1
광명동초등학교,3,9,2
광명동초등학교,4,9,1
광명동초등학교,5,10,1
광명동초등학교,6,19,2
광명북초등학교,1,88,4
광명북초등학교,2,85,4
광명북초등학교,3,92,4
광명북초등학교,4,113,4
광명북초등학교,5,148,7
광명북초등학교,6,146,6
광명서초등학교,1,97,4
광명서초등학교,2,92,4
광명서초등학교,3,101,4
광명서초등학교,4,94,4
광명서초등학교,5,113,5
광명서초등학교,6,94,6
광명초등학교,1,59,3
광명초등학교,2,29,3
광명초등학교,3,58,4
광명초등학교,4,61,4
광명초등학교,5,80,5
광명초등학교,6,87,5
광문초등학교,1,151,7
광문초등학교,2,158,6
광문초등학교,3,135,5
광문초등학교,4,151,6
광문초등학교,5,147,7
광문초등학교,6,138,5
광사초등학교,1,96,4
광사초등학교,2,108,4
광사초등학교,3,99,4
광사초등학교,4,124,5
광사초등학교,5,134,5
광사초등학교,6,146,7
광산초등학교,1,13,2
광산초등학교,2,7,1
광산초등학교,3,15,1
광산초등학교,4,5,1
광산초등학교,5,6,1
광산초등학교,6,16,1
광선초등학교,1,7,1
광선초등학교,2,10,1
광선초등학교,3,7,1
광선초등학교,4,12,1
광선초등학교,5,8,1
광선초등학교,6,7,1
광성초등학교,1,103,4
광성초등학교,2,100,4
광성초등학교,3,95,4
광성초등학교,4,123,5
광성초등학교,5,127,5
광성초등학교,6,152,7
광숭초등학교,1,88,4
광숭초등학교,2,89,4
광숭초등학교,3,95,4
광숭초등학교,4,85,4
광숭초등학교,5,102,5
광숭초등학교,6,101,5
광안초등학교,1,118,5
광안초등학교,2,126,5
광안초등학교,3,114,5
광안초등학교,4,137,6
광안초등학교,5,147,7
광안초등학교,6,140,6
광양가야초등학교,1,37,2
광양가야초등학교,2,38,2
광양가야초등학교,3,47,2
광양가야초등학교,4,58,4
광양가야초등학교,5,72,3
광양가야초등학교,6,76,4
광양덕례초등학교,1,70,4
광양덕례초등학교,2,80,4
광양덕례초등학교,3,89,5
광양덕례초등학교,4,74,3
광양덕례초등학교,5,83,4
광양덕례초등학교,6,91,5
광양동초등학교,1,16,2
광양동초등학교,2,6,1
광양동초등학교,3,9,1
광양동초등학교,4,11,1
광양동초등학교,5,10,1
광양동초등학교,6,11,1
광양마동초등학교,1,120,5
광양마동초등학교,2,142,6
광양마동초등학교,3,124,6
광양마동초등학교,4,130,6
광양마동초등학교,5,163,6
광양마동초등학교,6,164,6
광양마로초등학교,1,98,5
광양마로초등학교,2,99,5
광양마로초등학교,3,113,5
광양마로초등학교,4,112,5
광양마로초등학교,5,127,6
광양마로초등학교,6,110,5
광양백운초등학교,1,110,5
광양백운초등학교,2,101,4
광양백운초등학교,3,105,5
광양백운초등학교,4,114,6
광양백운초등학교,5,117,5
광양백운초등학교,6,131,6
광양북초등학교,1,5,1
광양북초등학교,2,14,1
광양북초등학교,3,12,1
광양북초등학교,4,18,2
광양북초등학교,5,17,1
광양북초등학교,6,19,1
광양서초등학교,1,17,1
광양서초등학교,2,22,2
광양서초등학교,3,30,2
광양서초등학교,4,31,3
광양서초등학교,5,26,2
광양서초등학교,6,49,3
광양와우초등학교,1,62,3
광양와우초등학교,2,41,2
광양와우초등학교,3,21,1
광양와우초등학교,4,33,2
광양와우초등학교,5,26,1
광양와우초등학교,6,10,1
광양용강초등학교,1,66,4
광양용강초등학교,2,79,4
광양용강초등학교,3,85,4
광양용강초등학교,4,96,4
광양용강초등학교,5,112,6
광양용강초등학교,6,83,4
광양제철남초등학교,1,55,3
광양제철남초등학교,2,68,3
광양제철남초등학교,3,53,3
광양제철남초등학교,4,66,3
광양제철남초등학교,5,74,3
광양제철남초등학교,6,88,3
광양제철초등학교,1,23,1
광양제철초등학교,2,51,2
광양제철초등학교,3,36,2
광양제철초등학교,4,44,2
광양제철초등학교,5,52,2
광양제철초등학교,6,38,2
광양중동초등학교,1,31,2
광양중동초등학교,2,55,3
광양중동초등학교,3,49,2
광양중동초등학교,4,66,3
광양중동초등학교,5,72,4
광양중동초등학교,6,67,4
광양중마초등학교,1,56,3
광양중마초등학교,2,84,4
광양중마초등학교,3,90,5
광양중마초등학교,4,91,5
광양중마초등학교,5,92,4
광양중마초등학교,6,108,5
광양중앙초등학교,1,79,4
광양중앙초등학교,2,67,3
광양중앙초등학교,3,87,4
광양중앙초등학교,4,95,5
광양중앙초등학교,5,105,5
광양중앙초등학교,6,98,4
광양중진초등학교,1,74,4
광양중진초등학교,2,87,4
광양중진초등학교,3,90,4
광양중진초등학교,4,105,5
광양중진초등학교,5,139,6
광양중진초등학교,6,137,7
광양초등학교,1,30,2
광양초등학교,2,30,2
광양초등학교,3,31,2
광양초등학교,4,43,2
광양초등학교,5,33,2
광양초등학교,6,60,3
광양칠성초등학교,1,97,5
광양칠성초등학교,2,112,5
광양칠성초등학교,3,96,4
광양칠성초등학교,4,108,4
광양칠성초등학교,5,92,4
광양칠성초등학교,6,111,5
광영초등학교,1,37,2
광영초등학교,2,38,2
광영초등학교,3,46,3
광영초등학교,4,32,2
광영초등학교,5,54,2
광영초등학교,6,44,3
광운초등학교,1,85,3
광운초등학교,2,84,3
광운초등학교,3,112,4
광운초등학교,4,108,4
광운초등학교,5,111,4
광운초등학교,6,87,3
광일초등학교,1,118,6
광일초등학교,2,127,6
광일초등학교,3,125,6
광일초등학교,4,139,6
광일초등학교,5,184,8
광일초등학교,6,179,10
광정초등학교,1,75,4
광정초등학교,2,62,3
광정초등학교,3,85,4
광정초등학교,4,102,6
광정초등학교,5,93,5
광정초등학교,6,110,6
광주계림초등학교,1,204,12
광주계림초등학교,2,193,8
광주계림초등학교,3,152,7
광주계림초등학교,4,144,6
광주계림초등학교,5,152,7
광주계림초등학교,6,137,6
광주광명초등학교,1,183,7
광주광명초등학교,2,191,8
광주광명초등학교,3,150,6
광주광명초등학교,4,166,7
광주광명초등학교,5,169,7
광주광명초등학교,6,172,8
광주광천초등학교,1,81,4
광주광천초등학교,2,73,4
광주광천초등학교,3,71,3
광주광천초등학교,4,96,5
광주광천초등학교,5,78,4
광주광천초등학교,6,90,5
광주교육대학교광주부설초등학교,1,95,4
광주교육대학교광주부설초등학교,2,95,4
광주교육대학교광주부설초등학교,3,95,4
광주교육대학교광주부설초등학교,4,95,4
광주교육대학교광주부설초등학교,5,95,4
광주교육대학교광주부설초등학교,6,105,5
광주교육대학교목포부설초등학교,1,60,3
광주교육대학교목포부설초등학교,2,71,3
광주교육대학교목포부설초등학교,3,72,3
