ID,height(cm),weight(kg)
1356,174.7,65.5
1357,162.4,63.5
1358,159.6,45.2
1359,171.0,61.0
1360,171.5,65.3
1361,167.2,68.0
1362,170.5,70.6
1363,162.0,56.2
1364,174.3,75.8
1365,176.1,66.5
1366,168.0,71.0
1367,176.3,61.1
1368,159.1,55.1
1369,173.4,70.2
1370,172.9,85.0
1371,172.5,73.4
1372,156.2,70.7
1373,161.3,54.1
1374,180.5,83.6
1375,167.6,51.6
1376,156.5,52.6
1377,166.8,63.9
1378,156.6,51.9
1379,163.8,47.8
1380,153.8,35.9
1381,182.0,54.7
1382,160.8,39.5
1383,161.9,72.1
1384,169.1,78.6
1385,171.6,84.8
1386,172.2,67.5
1387,162.3,47.4
1388,167.8,59.7
1389,176.2,94.7
1390,170.1,56.2
1391,162.8,55.9
1392,162.0,74.6
1393,165.3,60.1
1394,183.9,91.1
1395,157.7,59.0
1396,168.8,48.5
1397,180.1,80.3
1398,167.1,69.1
1399,161.5,57.8
1400,162.8,67.8
1401,174.9,65.0
1402,148.6,48.8
1403,170.3,58.3
1404,166.6,87.6
1405,160.4,66.5
1406,160.0,68.4
1407,160.9,70.4
1408,164.0,51.9
1409,120.0,47.7
1410,165.7,49.5
1411,175.4,78.9
1412,168.5,74.0
1413,157.9,69.8
1414,163.7,64.5
1415,170.5,81.0
1416,161.1,46.1
1417,171.8,69.9
1418,174.3,82.5
1419,176.7,75.9
1420,173.0,67.9
1421,159.0,58.7
1422,170.8,78.8
1423,172.6,67.5
1424,179.1,77.2
1425,163.7,71.6
1426,165.0,71.1
1427,168.1,49.8
1428,182.0,76.0
1429,181.1,96.6
1430,170.3,78.0
1431,169.5,75.4
1432,161.5,60.1
1433,158.7,67.9
1434,163.1,50.2
1435,182.7,77.0
1436,160.3,69.1
1437,165.0,57.4
1438,182.5,58.4
1439,176.6,77.9
1440,165.8,76.2
1441,163.3,78.8
1442,182.9,91.2
1443,163.2,56.8
1444,175.6,43.5
1445,169.5,72.8
1446,167.8,53.5
1447,159.2,54.2
1448,172.9,64.8
1449,159.1,56.5
1450,157.5,64.1
1451,160.7,61.0
1452,183.0,59.5
1453,163.3,81.6
1454,156.7,50.1
1455,166.0,50.7
1456,170.5,51.6
1457,152.2,44.7
1458,175.3,66.4
1459,175.4,84.4
1460,168.5,44.6
1461,151.7,52.5
1462,170.4,67.6
1463,172.6,86.9
1464,168.3,79.0
1465,165.9,72.8
1466,176.5,63.6
1467,168.6,63.9
1468,172.7,72.0
1469,158.6,66.7
1470,177.0,69.4
1471,174.9,68.9
1472,159.0,53.5
1473,171.9,75.2
1474,169.5,54.6
1475,184.0,98.0
1476,174.7,63.9
1477,188.0,74.9
1478,179.5,67.1
1479,170.9,47.1
1480,182.0,60.2
1481,174.5,73.2
1482,171.9,38.2
1483,170.2,79.6
1484,163.6,65.1
1485,180.4,58.5
1486,170.8,58.6
1487,174.7,64.3
1488,160.0,50.2
1489,154.3,42.1
1490,163.4,66.2
1491,172.0,62.7
1492,169.5,72.7
1493,163.7,62.0
1494,182.1,87.5
1495,164.6,43.3
1496,153.8,56.6
1497,164.6,45.9
1498,158.1,73.2
1499,172.5,45.7
1500,172.8,59.2
1501,163.7,62.1
1502,179.2,82.6
1503,164.8,70.0
1504,164.6,65.5
1505,167.1,66.5
1506,158.1,52.2
1507,160.1,42.7
1508,158.4,56.0
1509,157.0,62.2
1510,165.1,53.1
1511,162.8,56.4
1512,173.8,60.3
1513,157.0,56.0
1514,173.7,70.4
1515,166.4,59.6
1516,155.0,42.4
1517,169.6,54.1
1518,178.6,67.2
1519,176.5,70.6
1520,166.8,70.6
1521,163.6,64.4
1522,184.6,63.0
1523,156.3,43.4
1524,171.5,68.3
1525,162.1,65.0
1526,168.4,74.2
1527,154.4,76.3
1528,171.2,47.5
1529,161.3,48.6
1530,181.0,90.9
1531,166.5,60.8
1532,153.6,67.2
1533,167.0,56.5
1534,173.2,70.9
1535,160.5,70.7
1536,172.3,72.5
1537,180.0,67.2
1538,159.1,59.6
1539,171.7,79.9
1540,175.8,87.7
1541,174.6,75.2
1542,167.5,62.1
1543,159.3,68.0
1544,180.6,55.8
1545,180.0,81.9
1546,177.6,71.0
1547,159.9,61.9
1548,169.8,64.9
1549,163.2,46.6
1550,179.4,61.5
1551,173.1,66.4
1552,161.8,60.1
1553,168.4,73.5
1554,165.4,58.6
1555,173.8,60.4
1556,178.5,60.0
1557,162.8,60.7
1558,164.5,74.7
1559,163.6,49.8
1560,167.3,44.0
1561,174.4,81.6
1562,121.50000000000001,24.0
1563,158.1,49.7
1564,160.9,58.5
1565,169.8,70.7
1566,165.8,74.5
1567,181.6,72.3
1568,170.8,64.0
1569,175.1,79.7
1570,177.4,92.7
1571,173.4,54.2
1572,159.0,58.1
1573,176.5,71.8
1574,181.8,63.0
1575,191.1,95.2
1576,161.7,80.9
1577,175.4,71.6
1578,179.6,73.9
1579,172.2,60.0
1580,163.2,61.0
1581,174.3,66.9
1582,179.5,84.0
1583,159.6,66.0
1584,181.9,58.4
1585,158.2,44.3
1586,165.7,79.1
1587,169.5,78.6
1588,179.3,74.8
1589,158.9,61.6
1590,169.5,78.1
1591,174.8,90.4
1592,158.5,61.0
1593,171.7,85.8
1594,176.2,85.0
1595,164.2,45.2
1596,180.2,81.9
1597,174.5,67.1
1598,173.1,64.8
1599,180.4,80.1
1600,154.3,52.3
1601,171.6,69.8
1602,163.8,50.2
1603,172.5,92.0
1604,174.5,57.2
1605,184.0,64.2
1606,185.3,74.0
1607,166.1,45.3
1608,174.1,58.4
1609,167.7,76.8
1610,181.4,73.6
1611,165.4,56.3
1612,176.3,51.2
1613,179.0,39.4
1614,172.6,76.5
1615,166.1,45.6
1616,172.7,64.3
1617,174.4,61.2
1618,183.1,76.7
1619,161.0,62.8
1620,178.9,84.3
1621,168.2,59.6
1622,166.6,60.3
1623,171.3,84.1
1624,161.7,54.8
1625,183.2,100.4
1626,168.3,65.9
1627,174.4,71.5
1628,165.8,78.1
1629,177.2,73.7
1630,176.2,81.4
1631,161.4,62.2
1632,159.4,58.6
1633,167.3,66.2
1634,171.2,78.0
1635,154.3,40.8
1636,161.2,49.3
1637,180.9,93.7
1638,165.3,71.1
1639,165.3,77.6
1640,162.4,53.5
1641,151.5,50.8
1642,160.5,75.7
1643,162.4,74.3
1644,158.1,76.8
1645,181.4,66.6
1646,157.1,68.9
1647,157.8,36.2
1648,161.8,69.6
1649,163.4,50.0
1650,163.2,59.9
1651,169.2,66.1
1652,177.5,69.7
1653,172.3,63.0
1654,168.2,77.8
1655,172.8,79.5
1656,156.5,54.9
1657,168.4,59.8
1658,157.4,47.6
1659,187.6,102.5
1660,176.6,78.6
1661,163.4,57.1
1662,173.6,89.8
1663,164.9,51.9
1664,162.0,53.8
1665,166.5,43.5
1666,179.8,89.7
1667,160.0,59.9
1668,163.0,76.4
1669,177.1,71.7
1670,168.9,79.9
1671,165.9,61.3
1672,179.3,74.8
1673,171.1,70.0
1674,169.4,60.4
1675,176.5,51.6
1676,158.9,50.0
1677,162.2,56.4
1678,163.9,58.4
1679,190.9,85.4
1680,158.9,68.9
1681,158.0,65.1
1682,163.3,79.1
1683,186.9,71.4
1684,165.6,63.4
1685,187.3,68.7
1686,176.8,80.1
1687,174.2,58.8
1688,164.6,33.9
1689,154.7,61.4
1690,173.2,77.3
1691,159.7,45.1
1692,170.1,70.7
1693,161.6,46.6
1694,164.2,67.8
1695,161.3,88.1
1696,178.0,77.3
1697,162.3,81.8
1698,163.1,60.5
1699,168.5,62.8
1700,169.8,86.3
1701,163.4,41.3
1702,186.8,77.0
1703,163.8,61.9
1704,167.2,29.5
1705,169.2,76.8
1706,161.2,75.0
1707,172.4,50.1
1708,157.8,57.9
1709,180.3,102.9
1710,159.3,78.1
1711,169.1,59.1
1712,169.8,80.2
1713,174.7,72.6
1714,170.2,89.4
1715,180.8,67.0
1716,163.9,76.4
1717,157.4,55.9
1718,174.0,70.7
1719,162.1,62.8
1720,153.9,57.2
1721,154.6,60.0
1722,166.5,62.7
1723,178.1,69.5
1724,174.1,49.2
1725,164.9,33.9
1726,156.6,43.7
1727,171.9,93.7
1728,156.3,53.6
1729,179.6,57.5
1730,173.9,85.8
1731,160.8,44.9
1732,160.4,47.7
1733,174.6,56.1
1734,165.9,64.0
1735,165.8,74.1
1736,168.6,41.9
1737,155.6,55.2
1738,177.9,52.5
1739,210.5,99.2
1740,171.1,52.2
1741,171.4,68.8
1742,162.9,60.9
1743,162.9,40.2
1744,175.1,56.5
1745,169.6,59.7
1746,164.2,60.2
1747,162.3,72.6
1748,171.7,68.6
1749,172.5,59.0
1750,172.4,47.5
1751,161.1,68.2
1752,168.4,40.7
1753,173.5,55.8
1754,167.0,43.3
1755,180.6,65.8
1756,181.4,82.4
1757,167.4,63.0
1758,176.3,61.0
1759,175.1,84.5
1760,165.0,57.7
1761,163.9,56.2
1762,162.6,46.7
1763,178.4,61.9
1764,161.0,54.5
1765,170.1,55.1
1766,176.3,91.4
1767,169.6,80.6
1768,164.1,64.3
1769,170.2,61.0
1770,175.1,83.0
1771,160.2,52.6
1772,155.8,60.3
1773,166.4,55.6
1774,173.3,85.0
1775,163.0,59.1
1776,164.6,81.7
1777,180.1,53.2
1778,163.9,70.9
1779,178.7,85.4
1780,170.0,78.6
1781,175.6,55.9
1782,159.2,59.4
1783,179.8,77.5
1784,172.0,62.6
1785,158.6,57.3
1786,175.5,90.4
1787,164.1,59.7
1788,167.3,42.2
1789,163.0,61.5
1790,166.6,58.8
1791,168.0,67.0
1792,181.0,73.2
1793,168.6,74.2
1794,169.4,64.1
1795,180.4,87.6
1796,183.4,100.5
1797,173.3,59.5
1798,166.9,56.5
1799,176.6,62.5
1800,164.7,56.7
1801,180.4,55.5
1802,153.2,76.9
1803,165.4,81.9
1804,160.3,56.5
1805,171.6,72.6
1806,153.5,53.1
1807,159.4,54.9
1808,162.1,43.8
1809,173.4,70.6
1810,173.7,61.0
1811,172.6,64.3
1812,174.7,65.1
1813,174.4,78.0
1814,151.9,58.7
1815,180.9,62.4
1816,179.0,76.0
1817,171.4,65.2
1818,158.6,51.2
1819,164.8,51.9
1820,164.1,82.6
1821,179.1,76.5
1822,163.4,63.5
1823,154.0,47.4
1824,153.8,58.8
1825,168.7,57.9
1826,175.1,83.5
1827,160.1,68.4
1828,159.9,76.3
1829,164.4,70.3
1830,168.1,58.4
1831,158.4,56.1
1832,155.7,68.6
1833,171.7,71.2
1834,180.4,78.4
1835,152.2,49.7
1836,156.8,76.7
1837,179.4,97.1
1838,162.9,70.7
1839,174.2,66.3
1840,173.5,82.6
1841,159.7,54.0
1842,175.1,70.0
1843,182.2,68.8
1844,166.8,60.2
1845,153.7,61.6
1846,176.8,82.7
1847,160.1,53.6
1848,177.0,77.7
1849,183.8,76.2
1850,179.2,73.9
1851,169.8,56.5
1852,172.7,73.5
1853,177.4,66.4
1854,158.8,49.9
1855,175.4,75.0
1856,176.9,95.0
1857,181.1,69.4
1858,165.0,70.1
1859,161.2,68.2
1860,171.3,76.9
1861,163.6,71.3
1862,179.3,102.9
1863,177.8,85.5
1864,222.9,149.6
1865,163.8,49.8
1866,171.7,69.4
1867,187.5,74.3
1868,166.9,101.7
1869,159.4,53.1
1870,171.6,53.6
1871,163.0,67.6
1872,167.0,61.2
1873,160.7,63.6
1874,180.2,101.8
1875,166.1,74.2
1876,180.9,66.4
1877,170.7,48.2
1878,171.0,77.5
1879,162.8,59.0
1880,162.6,69.4
1881,184.9,62.6
1882,169.9,48.6
1883,179.4,64.9
1884,165.8,69.6
1885,154.5,54.5
1886,167.1,77.3
1887,170.3,71.5
1888,157.0,66.8
1889,168.1,52.9
1890,175.1,64.2
1891,164.9,79.9
1892,181.7,46.1
1893,161.9,61.0
1894,178.2,66.8
1895,171.4,74.3
1896,186.2,100.1
1897,165.2,60.8
1898,168.7,76.1
1899,161.9,55.6
1900,151.6,55.5
1901,175.8,75.0
1902,176.3,69.9
1903,180.3,81.4
1904,156.1,55.1
1905,165.3,53.5
1906,178.2,83.9
1907,170.9,76.0
1908,164.2,76.2
1909,165.5,40.4
1910,155.1,45.5
1911,156.0,60.1
1912,168.7,80.7
1913,167.5,59.7
1914,171.2,57.6
1915,178.5,53.0
1916,178.8,68.4
1917,162.9,52.1
1918,163.6,52.1
1919,165.5,71.4
1920,155.1,54.2
1921,163.5,58.2
1922,173.9,59.3
1923,180.3,70.2
1924,180.3,62.0
1925,176.0,56.0
1926,166.3,67.6
1927,158.9,59.4
1928,215.0,118.7
1929,167.8,67.4
1930,179.0,45.0
1931,169.5,58.7
1932,179.0,68.7
1933,168.8,76.2
1934,166.8,62.1
1935,182.2,64.6
1936,165.7,57.8
1937,165.0,66.7
1938,158.4,70.4
1939,170.1,93.7
1940,156.0,55.2
1941,174.8,67.4
1942,157.0,46.5
1943,160.8,62.8
1944,162.0,51.7
1945,173.4,62.8
1946,178.8,70.4
1947,170.1,76.8
1948,167.5,73.0
1949,174.4,74.5
1950,165.7,57.9
1951,173.5,75.7
1952,167.6,77.5
1953,181.8,90.7
1954,166.2,62.3
1955,178.4,81.6
1956,158.9,50.9
1957,165.0,51.0
1958,172.7,84.3
1959,165.9,44.1
1960,172.8,55.3
1961,178.3,96.5
1962,185.6,102.1
1963,159.1,62.9
1964,158.7,64.8
1965,168.7,61.0
1966,174.4,54.0
1967,161.8,64.9
1968,170.4,47.2
1969,164.8,77.1
1970,167.4,55.6
1971,164.7,69.4
1972,154.6,43.9
1973,161.4,63.3
1974,150.0,42.4
1975,156.8,61.6
1976,172.7,62.5
1977,174.5,68.8
1978,171.0,61.3
1979,172.0,65.7
1980,115.8,31.2
1981,172.7,68.2
1982,176.9,71.8
1983,167.8,60.2
1984,154.7,48.8
1985,168.7,85.1
1986,182.6,64.3
1987,170.5,81.3
1988,163.4,44.5
1989,170.1,56.7
1990,164.0,84.4
1991,153.6,35.9
1992,171.6,91.5
1993,167.0,66.7
1994,162.0,68.3
1995,178.6,96.0
1996,170.1,60.0
1997,164.6,78.0
1998,161.0,44.7
1999,161.9,75.3
2000,171.8,80.9
2001,177.3,72.2
2002,158.2,53.2
2003,167.1,53.2
2004,176.5,77.3
2005,162.3,43.0
2006,152.0,39.5
2007,161.7,57.0
2008,161.9,48.0
2009,171.3,59.5
2010,173.2,76.4
2011,172.7,66.4
2012,167.7,53.5
2013,171.1,66.6
2014,154.8,63.6
2015,171.0,60.4
2016,162.5,58.0
2017,178.5,66.3
2018,158.1,66.7
2019,172.0,56.6
2020,168.2,46.9
2021,184.3,74.2
2022,166.3,53.6
2023,167.0,50.5
2024,176.9,75.9
2025,158.1,65.9
2026,162.7,84.8
2027,167.9,84.8
2028,173.1,46.9
2029,161.9,49.6
2030,164.8,72.0
2031,166.4,49.2
2032,152.2,56.5
2033,168.1,54.3
2034,176.1,68.2
2035,167.8,74.6
2036,162.1,59.4
2037,181.1,56.5
2038,160.4,62.5
2039,158.0,63.8
2040,175.3,84.5
2041,164.9,77.7
2042,174.0,75.5
2043,165.8,67.6
2044,161.2,53.7
2045,169.6,56.5
2046,181.1,79.4
2047,183.9,77.7
2048,171.0,74.9
2049,166.4,76.9
2050,178.7,50.0
2051,179.6,70.6
2052,164.0,81.5
2053,165.8,70.0
2054,170.2,59.2
2055,160.1,57.6
2056,164.3,70.7
2057,155.1,62.3
2058,155.8,51.7
2059,163.3,62.0
2060,178.3,76.8
2061,176.0,60.1
2062,159.9,69.5
2063,157.6,72.8
2064,176.7,47.6
2065,172.6,56.2
2066,178.6,76.8
2067,171.7,79.1
2068,168.3,84.1
2069,174.0,86.6
2070,164.1,81.2
2071,175.3,101.5
2072,174.1,70.7
2073,184.8,91.1
2074,164.8,81.5
2075,165.4,69.2
2076,173.8,76.0
2077,173.4,64.2
2078,176.8,70.1
2079,157.1,77.1
2080,165.7,60.8
2081,173.2,73.4
2082,158.6,50.2
2083,169.1,63.5
2084,160.4,65.1
2085,153.6,48.2
2086,185.9,45.7
2087,174.6,81.8
2088,164.8,48.7
2089,178.2,79.5
2090,159.2,77.1
2091,163.1,63.6
2092,156.1,65.5
2093,168.1,73.4
2094,173.7,70.1
2095,175.0,56.6
2096,173.1,77.8
2097,163.5,72.0
2098,173.5,77.8
2099,185.6,58.0
2100,155.8,50.0
2101,160.1,48.4
2102,164.6,40.5
2103,174.7,92.2
2104,168.9,58.7
2105,175.5,88.3
2106,172.7,76.3
2107,162.6,80.2
2108,160.2,47.8
2109,169.5,77.6
2110,181.2,90.5
2111,167.4,70.1
2112,161.7,80.9
2113,186.6,74.6
2114,170.7,82.4
2115,172.4,71.0
2116,163.9,46.2
2117,179.0,72.8
2118,180.5,66.0
2119,151.8,49.1
2120,186.1,77.0
2121,168.9,76.8
2122,184.3,62.9
2123,174.7,70.8
2124,175.8,72.5
2125,180.8,93.2
2126,172.1,71.3
2127,165.4,51.4
2128,175.3,78.9
2129,154.5,46.8
2130,172.8,64.3
2131,164.4,74.7
2132,164.5,45.9
2133,162.1,61.8
2134,168.9,69.4
2135,159.9,68.0
2136,168.7,98.8
2137,152.7,61.2
2138,183.0,79.9
2139,221.2,180.3
2140,169.4,73.1
2141,179.5,80.4
2142,163.6,53.3
2143,174.4,61.2
2144,155.3,49.9
2145,158.5,55.9
2146,165.6,41.8
2147,162.5,50.3
2148,178.4,68.7
2149,178.5,66.0
2150,176.9,78.6
2151,171.2,44.1
2152,169.4,83.7
2153,217.70000000000002,117.1
2154,160.8,54.5
2155,162.7,49.6
2156,226.10000000000002,62.8
2157,177.1,55.1
2158,166.8,73.0
2159,177.7,75.5
2160,181.3,51.7
2161,162.3,46.5
2162,179.6,78.2
2163,178.6,70.9
2164,152.9,44.6
2165,170.6,65.1
2166,179.3,63.2
2167,182.4,80.3
2168,175.9,82.2
2169,158.8,58.4
2170,173.8,63.2
2171,162.2,48.6
2172,173.9,64.2
2173,159.0,56.9
2174,172.9,70.1
2175,176.5,64.5
2176,163.5,82.2
2177,181.2,73.7
2178,177.3,61.7
2179,173.1,57.9
2180,162.3,52.5
2181,178.4,60.6
2182,159.6,55.7
2183,159.7,73.5
2184,181.8,75.8
2185,178.7,60.4
2186,169.4,58.9
2187,171.1,77.9
2188,165.0,60.6
2189,165.6,59.7
2190,156.1,64.7
2191,157.3,64.7
2192,178.6,57.0
2193,176.6,80.0
2194,174.8,62.2
2195,165.3,63.0
2196,157.5,58.6
2197,176.2,75.6
2198,156.0,49.1
2199,164.8,58.0
2200,178.3,84.5
2201,155.4,63.6
2202,152.2,38.3
2203,159.3,61.0
2204,167.0,58.5
2205,159.2,54.2
2206,167.3,77.9
2207,161.3,56.4
2208,177.4,82.9
2209,160.5,62.5
2210,169.7,58.7
2211,171.5,69.9
2212,160.3,51.0
2213,183.9,82.0
2214,170.8,76.5
2215,167.1,48.0
2216,175.6,60.7
2217,155.0,40.9
2218,160.9,70.9
2219,187.3,97.1
2220,172.9,73.9
2221,177.5,70.5
2222,172.9,98.8
2223,166.1,46.7
2224,154.8,62.2
2225,167.4,76.1
2226,171.5,56.9
2227,184.2,88.9
2228,167.7,49.9
2229,154.0,43.2
2230,190.0,91.6
2231,175.3,74.2
2232,171.7,65.8
2233,187.7,79.8
2234,170.9,51.7
2235,175.0,47.3
2236,159.4,44.0
2237,149.7,63.5
2238,151.2,44.5
2239,163.9,59.3
2240,165.4,69.6
2241,165.7,50.0
2242,173.4,66.5
2243,160.6,59.4
2244,179.0,68.2
2245,162.3,73.2
2246,162.4,38.4
2247,162.0,67.3
2248,159.7,58.6
2249,181.3,85.1
2250,166.9,55.1
2251,164.1,58.7
2252,153.1,41.5
2253,172.5,79.2
2254,160.9,49.1
2255,174.4,54.0
2256,161.6,57.2
2257,168.5,65.0
2258,170.7,87.5
2259,161.2,64.0
2260,156.3,68.3
2261,169.9,78.7
2262,162.9,50.5
2263,167.7,63.3
2264,166.0,58.2
2265,179.0,70.7
2266,154.0,64.3
2267,180.4,80.4
2268,175.3,87.6
2269,160.3,62.4
2270,169.0,86.1
2271,170.0,41.4
2272,164.2,65.2
2273,173.7,81.9
2274,163.9,71.8
2275,170.3,55.7
2276,185.0,74.1
2277,163.0,62.5
2278,173.0,70.6
2279,162.5,40.1
2280,160.3,58.6
2281,180.1,63.7
2282,142.2,34.5
2283,180.8,74.9
2284,165.6,52.2
2285,159.3,38.9
2286,158.5,50.8
2287,176.1,73.6
2288,172.3,77.2
2289,178.3,63.0
2290,183.3,90.3
2291,158.9,52.4
2292,158.8,51.1
2293,162.8,54.7
2294,164.4,56.3
2295,183.7,73.0
2296,185.1,55.0
2297,164.3,41.8
2298,153.0,52.0
2299,175.2,51.2
2300,177.9,66.9
2301,162.2,55.4
2302,161.6,71.6
2303,167.0,57.5
2304,158.5,48.6
2305,178.2,84.0
2306,161.2,36.0
2307,168.8,79.7
2308,162.4,75.9
2309,169.5,71.0
2310,154.2,53.8
2311,183.9,78.8
2312,176.8,44.5
2313,180.9,83.6
2314,159.4,50.8
2315,163.1,39.5
2316,161.9,58.2
2317,170.9,68.0
2318,162.1,57.1
2319,173.3,62.9
2320,158.1,60.6
2321,159.5,54.6
2322,181.7,87.8
2323,156.8,70.0
2324,169.7,87.8
2325,171.0,53.8
2326,158.3,69.0
2327,174.4,62.3
2328,179.4,74.0
2329,158.6,48.7
2330,167.5,70.0
2331,161.5,55.8
2332,165.6,63.9
2333,163.0,55.6
2334,183.2,71.1
2335,180.2,91.6
2336,183.1,81.1
2337,160.5,68.4
2338,165.2,45.6
2339,159.1,42.8
2340,159.6,70.7
2341,186.7,87.4
2342,169.0,81.5
2343,166.2,65.2
2344,158.0,51.5
2345,180.8,48.0
2346,170.2,79.3
2347,180.7,79.2
2348,180.6,54.6
2349,171.1,68.1
2350,178.0,59.0
2351,165.0,39.6
2352,176.9,53.6
2353,165.0,77.0
2354,155.3,59.2
2355,168.1,65.1
2356,167.3,70.5
2357,162.1,64.2
2358,177.7,50.4
2359,158.0,51.3
2360,178.0,63.7
2361,166.5,75.8
2362,163.9,49.4
2363,176.0,34.8
2364,156.2,64.4
2365,154.8,53.3
2366,174.6,68.6
2367,175.4,46.5
2368,165.1,82.3
2369,164.6,57.5
2370,171.5,79.6
2371,167.3,78.7
2372,156.7,47.3
2373,159.5,58.7
2374,172.1,66.7
2375,161.3,82.3
2376,173.9,72.7
2377,156.9,60.8
2378,180.6,70.7
2379,174.7,77.2
2380,161.6,46.7
2381,184.1,60.4
2382,174.7,63.3
2383,181.4,64.1
2384,169.1,73.8
2385,172.7,69.8
2386,165.9,48.5
2387,161.7,72.5
2388,175.5,54.8
2389,177.4,83.1
2390,170.5,61.6
2391,177.3,82.0
2392,172.6,60.5
2393,183.4,76.8
2394,163.9,43.6
2395,179.6,82.1
2396,175.0,65.2
2397,178.4,75.4
2398,169.7,66.9
2399,161.3,76.4
2400,155.4,56.9
2401,178.3,57.0
2402,184.5,78.2
2403,163.2,51.6
2404,156.2,41.3
2405,175.3,69.3
2406,174.7,75.4
2407,172.4,83.1
2408,162.5,58.3
2409,185.3,67.2
2410,158.2,62.5
2411,169.2,78.5
2412,153.9,34.2
2413,165.5,70.4
2414,154.2,52.5
2415,178.5,77.0
2416,168.9,71.3
2417,169.1,46.5
2418,175.3,83.6
2419,159.6,67.2
2420,171.9,61.6
2421,184.3,101.3
2422,169.4,77.1
2423,185.2,75.6
2424,164.0,67.0
2425,180.0,77.4
2426,154.8,57.9
2427,177.6,66.3
2428,164.5,43.4
2429,171.3,53.3
2430,170.0,68.5
2431,168.7,66.6
2432,163.9,65.6
2433,178.3,75.3
2434,168.1,69.2
2435,158.2,66.5
2436,169.5,49.0
2437,174.2,70.3
2438,160.3,81.7
2439,160.3,64.4
2440,168.8,60.8
2441,150.8,51.1
2442,157.7,44.1
2443,164.8,65.0
2444,171.9,85.5
2445,159.7,51.2
2446,158.1,58.8
2447,156.6,59.1
2448,177.6,62.3
2449,173.3,70.5
2450,155.0,46.2
2451,157.3,66.4
2452,167.6,56.6
2453,161.1,74.9
2454,153.3,39.2
2455,164.6,69.4
2456,163.4,66.0
2457,169.4,72.1
2458,162.3,63.2
2459,162.0,66.8
2460,156.6,64.1
2461,158.5,65.8
2462,187.6,73.5
2463,174.8,76.5
2464,177.0,72.3
2465,161.7,66.0
2466,178.9,71.9
2467,173.4,64.3
2468,162.6,63.3
2469,160.1,51.0
2470,176.9,82.9
2471,162.4,71.9
2472,165.8,56.5
2473,167.2,46.8
2474,178.2,81.7
2475,176.6,65.5
2476,161.5,54.4
2477,171.0,73.7
2478,170.9,70.1
2479,168.2,59.3
2480,170.2,87.4
2481,177.9,82.1
2482,163.0,52.8
2483,162.7,63.0
2484,175.3,57.9
2485,166.8,64.3
2486,165.5,70.8
2487,168.6,62.6
2488,164.9,69.9
2489,161.2,58.5
2490,158.8,40.2
2491,159.0,45.6
2492,160.8,46.0
2493,159.6,65.5
2494,175.2,76.4
2495,170.2,77.9
2496,163.2,48.4
2497,179.1,71.5
2498,180.3,87.9
2499,158.8,65.3
2500,220.2,76.1
2501,173.4,72.7
2502,158.4,73.7
2503,172.0,60.8
2504,185.2,87.4
2505,178.8,62.3
2506,160.6,55.4
2507,161.1,50.1
2508,163.9,67.5
2509,151.3,67.0
2510,184.4,59.5
2511,168.2,68.6
2512,158.4,46.8
2513,176.0,78.6
2514,172.1,64.8
2515,164.9,77.4
2516,164.8,39.6
2517,162.0,50.4
2518,159.1,55.6
2519,165.7,67.2
2520,161.4,54.7
2521,168.2,74.1
2522,170.7,86.3
2523,188.6,74.6
2524,178.9,92.4
2525,167.1,61.3
2526,167.9,89.1
2527,164.4,64.7
2528,165.0,50.4
2529,167.5,71.1
2530,181.1,78.0
2531,171.3,47.1
2532,159.4,54.1
2533,163.3,50.9
2534,159.8,54.4
2535,161.0,64.8
2536,163.2,69.4
2537,181.5,91.2
2538,174.5,58.8
2539,173.8,82.4
2540,167.4,57.3
2541,162.1,34.8
2542,148.3,55.0
2543,163.5,55.9
2544,157.8,54.4
2545,158.9,69.6
2546,167.1,68.3
2547,172.3,81.0
2548,124.70000000000002,23.5
2549,175.8,57.9
2550,164.4,56.4
2551,182.8,68.3
2552,162.2,67.3
2553,169.6,65.9
2554,217.49999999999997,91.8
2555,163.0,64.5
2556,165.4,69.0
2557,169.9,41.8
2558,182.9,68.9
2559,171.6,60.3
2560,186.3,74.4
2561,174.1,67.7
2562,181.7,95.5
2563,180.5,64.3
2564,168.9,73.2
2565,176.2,57.5
2566,163.9,47.3
2567,170.4,68.0
2568,167.9,75.2
2569,169.2,65.2
2570,180.6,66.8
2571,174.6,60.1
2572,186.2,90.2
2573,178.9,53.9
2574,157.4,60.1
2575,176.4,86.2
2576,166.5,61.4
2577,156.2,69.6
2578,166.6,59.3
2579,160.1,54.0
2580,170.7,64.5
2581,188.0,94.4
2582,156.4,41.0
2583,170.9,44.9
2584,165.7,48.5
2585,182.1,89.5
2586,161.2,56.3
2587,167.0,62.7
2588,158.0,66.4
2589,171.7,35.9
2590,150.9,63.8
2591,164.9,79.6
2592,159.4,43.9
2593,148.2,52.4
2594,174.1,60.9
2595,164.4,47.3
2596,172.6,58.4
2597,174.9,73.3
2598,162.0,51.4
2599,169.3,45.9
2600,170.0,64.0
2601,173.9,80.8
2602,175.8,51.0
2603,172.1,78.8
2604,154.2,46.6
2605,182.8,78.0
2606,179.1,60.0
2607,166.5,77.6
2608,166.8,57.4
2609,178.4,67.1
2610,163.4,52.8
2611,172.2,70.6
2612,174.1,62.8
2613,169.0,73.4
2614,170.8,47.7
2615,180.6,53.2
2616,181.3,59.6
2617,172.0,76.4
2618,169.0,73.0
2619,171.9,59.7
2620,150.9,59.6
2621,171.3,56.8
2622,173.3,57.9
2623,182.3,104.7
2624,177.4,67.9
