ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
1834,B,Ship,3,5,245,4,high,F,26,2072,1
4434,F,Ship,4,5,163,3,high,M,4,5863,0
10361,C,Ship,4,3,189,3,medium,F,9,4825,0
9942,F,Ship,5,3,263,5,medium,F,6,1192,0
1739,C,Ship,4,5,208,2,medium,M,33,2170,1
4354,B,Ship,3,2,208,2,low,F,7,4582,1
8226,F,Flight,5,1,262,3,medium,M,9,5146,0
8629,D,Flight,5,5,225,5,low,M,7,1168,0
5622,F,Flight,3,3,168,4,low,F,2,4541,1
459,A,Ship,3,2,179,5,low,F,52,1991,1
6635,C,Ship,4,4,203,2,low,F,4,4793,0
2881,D,Flight,3,2,165,3,medium,M,47,1639,1
4569,A,Ship,3,3,213,3,medium,M,7,4133,0
1816,B,Ship,3,3,191,3,low,M,5,2007,1
5550,F,Ship,3,4,168,2,medium,M,9,5235,1
927,A,Ship,3,1,210,2,low,F,52,2444,1
7982,F,Ship,4,4,218,2,medium,M,3,5039,0
6072,F,Ship,3,4,257,5,medium,F,5,5365,0
4009,D,Ship,5,4,120,4,high,M,1,4183,0
9363,A,Ship,6,1,264,4,low,M,9,1243,0
4693,D,Ship,5,3,217,4,low,M,3,5718,1
449,C,Ship,3,1,183,3,low,M,19,3018,1
8422,B,Ship,4,3,187,4,low,M,9,5699,1
10059,A,Ship,4,1,256,4,medium,F,3,5324,0
1647,A,Flight,5,4,111,5,medium,F,42,1587,1
6478,B,Ship,3,3,261,8,medium,M,3,4007,1
3491,C,Ship,3,1,256,4,medium,F,3,4398,1
10290,F,Flight,5,5,156,2,low,F,8,4817,0
2968,B,Ship,6,2,236,4,low,F,61,3140,1
6195,A,Ship,5,2,173,4,high,F,9,4307,0
7342,B,Ship,3,1,155,3,medium,F,2,5446,0
9187,D,Flight,6,3,297,5,low,F,5,1657,0
6295,D,Road,7,5,250,4,low,F,2,1296,0
2298,F,Ship,5,4,281,4,medium,M,56,3709,1
1951,D,Ship,4,3,148,2,low,M,29,1809,1
3541,D,Road,4,5,154,4,medium,M,7,4938,0
6503,C,Ship,5,1,249,5,medium,M,10,1561,0
2467,D,Flight,6,1,126,3,medium,F,37,1697,1
7066,B,Ship,2,3,263,4,medium,M,9,5390,0
5878,B,Road,4,3,207,4,low,M,5,5008,1
10103,C,Ship,4,2,220,3,low,F,9,5896,0
7519,D,Road,6,2,260,3,low,M,2,4071,0
317,C,Ship,4,2,238,2,high,M,17,3358,1
10261,D,Road,5,4,200,3,medium,M,3,4225,0
6720,F,Flight,4,3,178,3,medium,M,3,5669,0
8806,B,Ship,3,1,176,2,medium,F,4,5726,0
797,C,Road,4,4,248,4,low,F,49,2322,1
7833,A,Ship,5,4,265,2,low,F,2,5164,1
9980,F,Road,3,2,257,2,medium,M,8,4242,1
4025,C,Ship,4,1,228,2,medium,F,9,4091,0
9680,F,Ship,5,2,243,5,medium,F,4,1013,1
2839,D,Ship,4,5,232,2,low,M,54,2526,1
10335,A,Ship,4,3,170,4,medium,F,9,4375,0
2585,C,Road,2,2,285,2,medium,F,16,2223,1
6220,B,Ship,6,5,258,4,low,M,5,1966,1
2022,F,Ship,4,5,246,6,low,M,64,2271,1
5911,D,Ship,4,3,257,3,low,F,2,5198,1
5770,B,Flight,6,5,244,4,medium,F,4,1648,1
4990,B,Ship,2,4,151,4,low,F,2,1150,0
10952,F,Road,5,2,244,6,low,M,1,1199,0
5366,F,Ship,3,4,213,3,high,F,4,5996,0
7945,D,Flight,4,1,145,3,low,M,8,5127,0
4940,F,Flight,3,4,235,3,low,M,4,5498,0
3233,C,Ship,3,3,255,2,low,M,8,5955,1
5856,F,Ship,4,3,266,2,medium,M,6,4286,1
5164,B,Ship,4,5,154,3,medium,F,9,5489,1
8616,F,Road,4,5,239,5,low,M,7,1380,0
4644,F,Road,3,2,236,3,medium,M,8,5783,0
94,B,Ship,3,3,219,3,medium,F,17,3387,1
9375,A,Ship,4,1,261,6,low,F,6,5861,0
3440,F,Flight,4,5,259,3,medium,M,10,4921,1
4978,B,Ship,4,2,254,10,high,M,7,5820,0
8927,C,Ship,6,2,255,4,medium,F,3,1355,0
4148,F,Ship,5,1,235,3,low,F,7,5061,0
2009,C,Ship,3,2,134,3,medium,F,54,1932,1
7552,B,Flight,4,1,205,2,low,M,10,4086,0
6993,A,Flight,3,4,198,3,medium,M,7,4020,0
3258,F,Ship,4,2,222,3,high,F,9,5337,0
10233,A,Ship,3,3,262,2,low,F,10,5951,1
1812,F,Ship,3,5,187,2,medium,F,50,2598,1
8407,D,Ship,3,1,238,2,medium,M,5,4355,1
6116,F,Ship,5,1,193,2,medium,F,1,4450,0
6145,D,Road,5,5,161,3,low,F,1,4470,1
10017,A,Flight,3,5,184,3,medium,F,9,4969,0
9021,A,Road,3,2,124,5,medium,M,10,5348,0
3909,A,Ship,4,2,173,2,medium,M,9,4307,0
8573,C,Ship,4,4,234,2,medium,F,8,5744,0
5744,F,Road,4,1,242,2,low,F,2,5825,0
2864,F,Road,5,4,239,2,low,M,35,2107,1
10909,D,Ship,4,1,192,4,high,M,10,4570,1
3160,B,Flight,3,1,162,8,high,F,10,5429,0
3291,A,Flight,5,2,253,2,high,F,2,5643,1
5983,D,Ship,4,3,269,2,medium,M,2,4158,0
10153,D,Flight,4,1,274,6,low,M,8,1141,1
569,C,Ship,3,3,205,5,medium,M,35,2988,1
7991,C,Ship,4,3,145,3,low,F,5,5802,1
7506,F,Ship,7,3,305,4,low,F,3,1872,0
7247,C,Road,3,1,186,2,medium,M,3,5818,0
6298,B,Flight,6,1,293,5,medium,F,7,1052,0
8676,F,Ship,4,3,274,3,medium,F,8,4276,0
3323,C,Ship,3,4,151,3,low,M,2,5712,1
2610,F,Flight,4,1,157,3,medium,M,31,1712,1
3377,C,Ship,4,1,244,2,low,F,3,4644,1
6611,C,Ship,6,4,283,4,medium,M,1,1384,1
9417,A,Ship,5,4,236,5,low,M,6,1829,1
7760,F,Ship,7,5,253,4,low,M,10,1166,1
3007,D,Road,5,4,269,3,medium,M,15,2522,1
4143,A,Ship,3,1,149,2,medium,F,7,4147,1
7562,F,Ship,3,3,165,4,medium,M,2,4176,1
3527,C,Ship,3,1,223,4,low,M,1,4195,0
7763,C,Ship,6,2,259,5,medium,M,1,1357,0
3925,D,Ship,5,1,181,2,medium,F,4,5578,1
2876,F,Flight,5,3,202,6,low,F,34,2936,1
2382,F,Ship,3,5,119,3,medium,M,7,1021,1
6699,A,Road,4,5,139,2,medium,F,1,4606,0
7068,F,Ship,3,4,166,4,low,M,4,5107,0
2151,A,Ship,4,3,214,2,low,M,57,2078,1
8290,B,Ship,3,5,185,4,low,M,9,5704,0
10065,A,Ship,3,1,258,2,low,F,4,5262,0
2604,F,Flight,4,5,194,2,high,M,44,2651,1
8809,D,Ship,4,4,263,3,medium,M,1,5283,1
587,C,Ship,3,2,158,3,high,F,59,1307,1
1713,A,Ship,3,4,242,5,low,M,5,2307,1
4947,A,Flight,5,2,131,5,low,F,4,4600,1
5470,B,Road,7,1,296,4,low,F,10,1230,1
8011,D,Ship,5,3,238,5,high,M,7,1848,0
4746,F,Ship,3,2,144,3,high,M,1,5307,0
6735,A,Ship,4,3,201,2,low,F,10,4875,0
9727,D,Flight,6,4,171,5,medium,M,9,4376,1
10186,B,Ship,6,2,289,5,medium,F,10,1607,1
6949,D,Ship,3,4,205,5,low,F,4,4483,0
1283,C,Ship,3,4,216,3,low,F,41,2042,1
3685,D,Road,4,3,258,2,low,F,2,4308,0
3955,D,Road,3,2,269,4,medium,M,1,5797,0
6741,A,Ship,6,3,210,4,medium,M,9,5440,0
6,F,Flight,3,1,162,3,medium,F,12,1417,1
9670,B,Ship,6,5,271,4,low,M,3,1710,1
5949,A,Ship,4,2,238,2,low,F,2,4002,0
6769,D,Ship,4,1,100,6,medium,M,6,5841,0
8666,F,Ship,4,4,201,3,low,F,2,5385,0
6320,F,Ship,4,3,252,3,medium,F,7,4852,0
6095,C,Ship,4,4,215,2,high,F,6,5238,0
10821,A,Flight,4,1,157,5,low,M,10,4871,0
4886,F,Ship,5,1,172,2,high,F,7,5165,0
3863,C,Ship,5,1,152,3,medium,F,6,4735,0
9588,F,Flight,5,1,170,4,medium,M,4,5113,1
4264,B,Flight,4,1,240,4,low,F,6,4811,0
4207,D,Ship,3,3,181,3,low,F,1,5094,1
1593,A,Ship,4,5,156,3,low,F,2,1127,1
10547,C,Flight,4,4,209,3,medium,M,7,4717,1
6260,F,Ship,6,3,306,4,low,M,10,1372,1
8620,B,Road,5,3,267,6,low,M,10,1027,0
5001,A,Ship,5,3,131,8,low,F,5,4149,1
718,B,Ship,4,1,241,2,low,F,39,2935,1
6005,C,Road,6,1,255,4,low,M,5,1253,1
4031,C,Ship,3,2,154,2,medium,M,4,5864,0
7433,C,Ship,5,2,254,2,low,F,5,4985,1
6292,B,Road,5,5,265,5,medium,F,8,1867,0
4004,F,Ship,2,2,158,3,medium,F,2,4153,0
9044,F,Flight,5,5,225,4,high,F,3,5274,1
4618,B,Ship,4,4,168,4,medium,F,4,4676,0
2306,F,Road,3,3,155,3,low,M,20,1830,1
9684,F,Ship,4,1,234,5,low,M,3,1134,0
7201,D,Ship,5,5,240,6,low,F,10,1986,0
2661,A,Ship,4,4,143,5,high,F,5,1027,1
1336,B,Ship,4,2,256,2,medium,M,10,3128,1
10348,B,Ship,3,4,269,3,medium,M,8,5364,1
10839,A,Flight,4,2,145,3,medium,M,1,5400,0
10116,F,Road,4,5,237,5,medium,M,4,4917,0
887,C,Ship,4,2,271,3,low,F,19,2693,1
10838,F,Flight,3,4,212,2,low,M,7,4742,0
2112,F,Ship,3,2,212,2,medium,F,65,3776,1
2052,F,Flight,4,5,221,3,low,F,43,3561,1
2730,F,Road,3,1,132,2,medium,M,62,1909,1
10095,A,Ship,3,5,271,2,medium,F,6,4020,1
8482,B,Road,3,2,227,2,low,M,10,5401,0
7323,A,Ship,4,3,178,3,medium,M,6,4576,0
6006,F,Road,6,4,292,4,low,M,3,1826,1
8699,C,Ship,5,5,242,4,medium,F,2,5359,0
5870,F,Road,5,2,164,2,medium,M,8,5717,0
8932,B,Ship,5,5,257,5,low,M,5,1657,0
2161,D,Ship,3,4,254,2,medium,F,44,3786,1
9889,D,Ship,7,2,255,4,medium,F,10,1372,0
9756,F,Ship,5,3,175,3,medium,F,7,5047,1
5065,D,Flight,3,5,162,2,low,M,4,4495,0
1447,D,Ship,4,5,108,6,medium,M,46,1882,1
4678,B,Ship,3,2,221,3,high,F,7,5477,0
10835,C,Flight,2,4,114,5,high,M,3,4423,0
5623,D,Flight,4,3,266,6,medium,F,5,5209,0
8259,A,Ship,4,3,263,5,low,F,10,1762,0
6753,A,Ship,3,4,250,3,low,M,6,4830,1
5546,F,Ship,4,3,232,3,medium,F,8,5298,1
5672,F,Ship,4,2,246,3,low,F,1,5815,1
9492,F,Ship,3,5,156,2,medium,F,8,5848,0
4904,F,Ship,4,3,153,3,medium,F,6,5748,0
5794,B,Ship,5,5,247,3,low,M,1,5226,0
6732,F,Ship,5,2,246,3,medium,F,10,5110,0
7784,F,Road,6,5,244,3,low,M,9,5634,0
8052,F,Ship,6,4,299,4,low,M,9,1527,0
6952,B,Ship,5,4,143,3,medium,F,1,5165,1
8428,B,Ship,2,2,271,4,medium,M,9,4066,0
8514,F,Ship,6,3,98,6,low,M,9,4787,1
1458,F,Ship,4,4,232,4,low,M,27,3436,1
6701,C,Road,3,3,136,3,low,M,10,5175,0
5792,F,Ship,5,1,265,5,medium,F,3,1514,1
5445,A,Ship,5,1,217,2,medium,M,6,5518,0
4664,F,Flight,5,1,233,4,high,M,2,4615,1
9301,D,Road,4,2,149,6,low,F,6,4904,0
9463,D,Flight,3,5,206,4,low,M,6,5038,0
5649,A,Ship,3,3,232,4,low,F,4,4662,1
5215,D,Flight,6,2,291,4,low,M,8,1019,0
7877,C,Ship,3,1,229,3,medium,M,7,5324,1
5029,D,Ship,3,5,149,2,medium,M,5,1023,0
8172,F,Ship,4,2,224,3,low,F,9,4896,0
3398,F,Ship,4,4,176,3,low,F,1,4774,0
10152,F,Flight,5,4,235,5,low,F,8,1549,0
8960,F,Ship,5,1,167,3,low,M,9,4660,0
10512,F,Ship,4,3,190,2,low,F,7,5834,1
7463,C,Ship,5,1,255,5,medium,M,9,1156,1
1279,D,Ship,3,2,185,3,medium,M,47,2467,1
357,A,Ship,3,4,198,2,low,M,25,2774,1
119,C,Road,2,5,263,3,low,F,5,2947,1
4059,A,Ship,4,2,249,2,medium,F,7,5876,1
3610,B,Ship,4,2,195,5,medium,M,9,5178,1
1071,A,Road,3,4,250,2,high,M,61,3207,1
6242,F,Ship,4,5,153,2,low,M,1,4492,0
837,A,Flight,3,4,229,2,low,M,51,2628,1
7146,F,Ship,5,4,243,5,low,F,2,1637,0
8857,D,Ship,4,1,211,7,high,M,4,4476,1
4799,C,Flight,6,1,265,4,low,F,7,1644,1
5220,F,Flight,7,5,310,4,low,F,5,1975,0
4422,F,Ship,4,1,159,4,low,M,5,5420,1
8147,C,Ship,2,5,233,3,low,M,9,4751,1
1774,B,Road,3,1,229,3,medium,M,2,3963,1
980,F,Ship,4,4,140,2,low,F,47,1831,1
9340,B,Ship,4,1,175,3,medium,M,2,5861,0
3886,B,Ship,3,3,104,5,low,F,5,4643,0
963,A,Flight,3,2,180,4,medium,M,52,1329,1
479,C,Ship,3,4,145,8,low,F,24,1594,1
5410,B,Ship,5,5,186,4,medium,F,9,5592,1
9254,F,Ship,4,4,265,3,low,M,10,4741,0
8982,F,Ship,4,4,184,3,low,F,10,5705,1
223,D,Ship,4,2,192,3,high,M,4,2061,1
3001,D,Road,5,5,154,3,medium,F,50,1389,1
916,B,Ship,4,1,258,3,medium,M,3,3928,1
1021,D,Ship,3,4,166,3,medium,M,43,1095,1
6947,C,Ship,3,2,204,4,medium,M,7,4768,0
6206,F,Ship,3,2,126,10,low,M,3,4073,1
9618,F,Ship,4,4,149,3,medium,F,2,4241,1
9019,D,Road,3,4,185,4,medium,F,6,5322,0
1384,B,Flight,3,2,238,4,medium,F,49,3179,1
10181,C,Ship,5,5,263,5,medium,M,2,1417,0
7771,D,Ship,4,1,187,2,low,M,5,5691,0
5358,F,Flight,4,5,183,2,medium,F,2,4533,1
136,B,Flight,3,5,157,3,medium,F,4,1889,1
6847,D,Flight,4,2,250,3,low,M,5,4488,1
6137,C,Ship,3,2,177,2,medium,M,4,4417,0
4254,F,Flight,5,5,133,2,low,F,10,4398,0
1639,D,Road,4,4,209,3,medium,F,52,2740,1
883,D,Ship,3,4,169,2,low,M,17,1242,1
5542,B,Ship,4,4,260,2,low,M,3,5801,0
10117,D,Road,4,5,170,3,medium,M,3,4695,1
8539,D,Ship,4,3,239,3,low,M,10,4020,0
4614,F,Ship,3,2,142,2,low,M,7,4082,0
10524,F,Road,4,4,238,4,high,M,1,5702,1
3820,B,Road,5,5,184,3,low,F,2,5800,0
9982,B,Road,4,2,219,4,low,M,8,5660,0
4479,A,Ship,3,2,197,5,medium,F,9,4291,1
6080,F,Ship,2,5,167,3,medium,M,8,4605,0
243,A,Ship,2,2,135,3,low,M,58,1734,1
1360,B,Road,5,5,263,2,medium,M,59,3238,1
4896,F,Ship,3,3,162,2,low,F,9,4903,0
5049,A,Road,5,1,260,2,low,M,4,5580,0
4993,D,Ship,6,2,245,4,low,F,10,1448,0
1947,A,Ship,5,1,182,3,low,M,8,3580,1
2367,A,Ship,5,4,200,3,medium,M,24,2078,1
7824,F,Flight,3,5,257,3,medium,M,4,5196,1
10159,D,Ship,3,3,257,3,low,M,5,4937,1
7148,F,Ship,6,4,279,4,low,M,9,1128,0
4295,C,Ship,3,4,253,3,high,F,8,5857,0
2513,C,Ship,3,5,178,3,low,F,39,1498,1
5698,B,Ship,3,1,191,5,medium,M,2,4956,1
1457,C,Ship,3,5,156,3,medium,M,44,1424,1
4108,B,Flight,3,5,108,2,low,F,10,5559,1
9154,B,Road,5,1,226,6,low,M,5,1078,0
3411,A,Road,3,1,134,3,low,F,7,5802,1
7429,D,Ship,4,2,221,3,low,M,10,4126,0
8966,F,Ship,3,5,178,3,low,F,7,4135,0
7171,D,Ship,4,5,235,5,low,M,6,1460,0
1875,A,Ship,4,5,217,4,medium,F,12,2217,1
8553,A,Ship,4,4,228,5,low,F,1,1788,1
2135,C,Ship,4,1,202,2,low,M,40,2327,1
8537,C,Ship,6,1,222,8,low,M,2,4914,0
4198,B,Ship,4,4,266,3,medium,F,5,4641,0
1470,F,Ship,3,3,167,3,medium,F,42,1363,1
9071,C,Ship,3,1,173,2,low,F,7,4684,0
9739,D,Flight,4,1,161,3,low,M,1,4789,0
5153,C,Ship,3,1,134,3,medium,M,10,4200,0
3581,C,Ship,2,3,154,3,medium,M,3,4478,0
5806,B,Ship,3,3,178,3,low,M,3,5396,1
10351,D,Ship,5,2,241,2,medium,F,2,5448,0
10905,A,Ship,4,2,218,2,low,M,4,4299,1
3798,F,Ship,4,2,182,3,medium,M,7,4710,1
5120,F,Ship,3,5,197,3,low,M,4,5423,0
8037,A,Ship,6,2,287,4,low,F,7,1837,1
9389,C,Ship,6,3,141,3,low,M,7,5222,1
4324,B,Ship,3,4,268,2,medium,M,8,1991,1
7175,C,Ship,5,5,271,4,low,M,9,1989,0
9936,F,Ship,6,4,254,5,medium,F,10,1435,0
2228,F,Ship,5,1,212,3,low,F,11,2073,1
8972,F,Ship,3,3,261,3,low,M,2,5629,1
5123,C,Ship,4,5,176,4,medium,M,6,5061,0
8485,D,Road,6,3,113,2,medium,F,4,5130,1
10108,B,Ship,3,5,209,3,high,F,4,5413,0
6817,D,Ship,6,1,266,4,low,M,9,1287,0
10521,A,Ship,4,4,184,3,medium,F,9,4500,0
6507,A,Ship,4,4,264,6,low,F,6,1758,0
3145,D,Road,4,5,139,3,low,M,5,5335,0
1790,F,Flight,5,2,231,4,medium,M,41,2992,1
6660,F,Ship,5,3,224,4,low,M,7,4553,0
3989,C,Flight,3,1,155,3,medium,F,6,5113,1
7187,C,Ship,6,1,264,4,medium,M,1,1273,0
6477,A,Ship,3,2,261,8,low,F,3,5171,0
709,D,Ship,4,1,139,3,low,F,25,1152,1
6027,A,Flight,4,1,270,5,medium,M,9,1280,1
4359,A,Road,3,1,201,4,medium,F,9,5721,1
9915,A,Ship,6,2,259,4,low,F,10,2000,1
5371,D,Ship,4,1,158,3,medium,M,5,5782,0
8000,F,Ship,3,2,183,5,low,F,2,1158,1
10058,F,Ship,4,2,210,2,medium,F,1,5437,1
1752,F,Ship,4,4,136,3,low,M,6,1900,1
10014,F,Flight,4,1,266,3,low,M,10,4382,0
6443,C,Flight,4,3,186,3,medium,F,9,5131,1
7088,F,Ship,3,3,239,3,low,M,8,5366,1
10254,F,Road,3,1,263,3,high,M,10,4911,0
6634,B,Ship,4,3,237,3,medium,F,8,5045,1
1251,A,Ship,4,4,192,4,medium,F,46,3599,1
2404,B,Ship,3,2,199,4,low,F,47,2208,1
8403,A,Ship,4,1,186,3,low,F,6,4758,0
2595,A,Road,4,1,274,4,medium,M,61,3402,1
7732,B,Ship,5,4,217,5,high,F,3,1007,1
6834,F,Road,3,2,220,3,medium,M,7,4555,1
9667,D,Ship,7,5,256,4,medium,F,2,1396,0
354,F,Ship,4,3,255,2,high,M,47,2956,1
10276,B,Flight,3,5,146,3,medium,M,8,5637,1
10465,D,Ship,5,1,228,5,low,F,2,1950,1
3539,C,Road,4,3,137,3,medium,F,10,4820,1
5894,F,Flight,4,1,260,4,low,M,2,4091,1
3897,A,Ship,4,1,247,2,low,M,3,4113,0
2618,F,Flight,4,2,273,2,low,F,9,3383,1
2010,F,Ship,3,5,168,4,medium,M,23,1347,1
24,F,Ship,4,3,211,3,high,M,12,3922,1
10559,C,Flight,3,5,214,2,medium,F,4,4077,1
4334,F,Ship,5,4,255,6,low,M,3,4638,0
4022,F,Ship,3,5,194,3,low,M,8,5726,1
7221,A,Ship,4,2,273,5,medium,F,8,2000,0
7394,F,Flight,4,5,152,7,low,M,9,4224,0
3543,A,Road,5,3,174,3,medium,F,7,5510,1
3992,F,Ship,3,4,211,3,low,F,6,5890,0
6370,B,Ship,3,2,154,3,medium,M,1,5322,1
8136,F,Ship,6,2,213,2,medium,F,7,5415,0
7017,A,Ship,6,1,103,4,low,M,2,5089,0
6164,F,Flight,5,4,211,3,medium,F,7,4856,0
9457,D,Flight,6,4,264,5,medium,F,7,1220,1
6656,F,Ship,4,5,272,2,medium,F,1,5378,0
4803,A,Flight,6,2,290,4,medium,F,9,1339,0
7990,B,Ship,4,1,173,4,low,F,1,5789,0
1426,B,Ship,5,2,239,2,medium,F,15,2471,1
43,D,Ship,3,5,137,2,medium,M,38,1647,1
5043,A,Road,6,3,247,4,medium,F,9,1011,0
5116,B,Ship,3,2,207,3,medium,F,1,4369,0
3392,F,Ship,4,2,178,8,medium,M,5,4120,1
9183,A,Flight,6,3,266,4,medium,F,8,1547,0
5551,D,Ship,3,5,145,2,low,F,2,4232,1
3980,F,Flight,4,4,261,3,medium,M,2,4140,0
7465,D,Ship,6,5,290,4,low,M,6,1929,0
8641,D,Flight,4,5,275,5,medium,F,8,1093,1
7616,F,Ship,4,4,175,3,low,M,8,5944,1
10902,F,Ship,4,4,201,2,medium,M,7,4320,0
3486,F,Ship,4,1,182,2,medium,F,10,5638,0
2601,A,Flight,5,4,190,2,medium,F,23,3960,1
10419,A,Flight,5,3,270,5,low,F,1,1568,1
7356,F,Ship,3,2,220,3,low,F,7,5503,0
5216,F,Flight,6,4,292,4,low,F,10,1321,1
756,F,Ship,3,5,258,3,low,M,17,3033,1
10098,F,Ship,4,4,224,4,medium,F,2,4503,1
2242,B,Ship,4,1,151,2,low,M,42,1367,1
1002,F,Ship,3,1,181,3,medium,M,22,3266,1
1540,B,Ship,3,2,184,4,medium,F,10,2972,1
4811,C,Flight,6,4,243,4,low,M,9,1353,1
10318,B,Ship,2,2,161,3,low,F,5,5999,1
8861,C,Ship,7,1,307,4,low,M,4,1371,1
1477,D,Ship,4,1,159,3,medium,M,13,1445,1
3402,F,Road,4,5,167,2,low,F,7,4289,1
2285,C,Ship,6,3,134,8,high,F,12,1371,1
5860,B,Ship,4,4,159,2,low,M,4,4648,1
2422,B,Ship,3,3,188,5,low,M,25,3992,1
3814,B,Road,2,5,111,2,low,M,4,4473,1
2210,F,Ship,4,4,218,4,low,M,45,3234,1
1097,C,Flight,5,2,265,3,low,F,12,2892,1
8672,F,Ship,5,1,259,3,low,M,1,5725,0
4623,A,Ship,4,1,223,3,low,F,9,4832,0
2587,D,Road,4,4,196,2,low,F,6,2718,1
10921,D,Ship,4,4,257,5,medium,F,9,1869,1
6099,A,Ship,5,5,153,5,medium,M,10,5297,0
7318,B,Ship,3,5,180,4,low,F,9,5105,1
8355,A,Flight,6,4,279,4,low,F,10,1462,1
1591,D,Ship,4,1,272,3,medium,M,49,2803,1
5477,C,Flight,4,5,263,4,medium,F,7,4243,1
8892,F,Road,5,3,240,5,low,M,4,1389,0
1883,C,Ship,4,1,201,10,medium,M,37,3402,1
1150,B,Ship,4,2,193,2,high,F,48,2371,1
4986,F,Ship,6,1,152,2,low,F,3,1340,0
812,F,Road,4,1,182,3,medium,M,28,2005,1
10424,F,Flight,3,3,252,2,high,M,1,5707,1
6364,B,Ship,4,2,182,3,medium,M,9,5735,0
2096,F,Ship,3,4,153,2,medium,M,37,1740,1
7469,C,Ship,6,1,286,4,medium,M,1,1636,0
1924,B,Flight,4,1,269,3,medium,F,23,3652,1
330,F,Ship,4,5,243,4,medium,F,41,2782,1
4187,C,Ship,4,4,133,2,medium,F,4,4724,0
2380,B,Ship,4,2,225,3,low,M,52,3189,1
10796,F,Ship,4,3,232,5,medium,F,8,1265,0
7417,D,Ship,4,1,242,6,low,M,4,1791,1
8659,D,Ship,6,1,281,4,medium,M,2,1592,0
4430,F,Ship,4,2,158,3,low,M,3,4527,0
6950,F,Ship,3,4,187,3,low,F,9,4725,1
2516,F,Ship,4,3,220,3,medium,M,8,3342,1
6929,C,Ship,6,4,286,4,low,F,8,1690,1
4297,D,Ship,3,4,268,2,medium,F,4,1442,1
2929,D,Ship,5,3,114,6,medium,F,60,1746,1
3604,B,Ship,4,2,275,6,medium,M,9,1890,0
2947,D,Ship,3,5,144,6,low,F,46,1110,1
3720,F,Ship,3,1,252,4,high,M,4,4303,0
3011,C,Flight,3,3,214,2,medium,F,4,3754,1
388,B,Road,5,2,173,3,low,F,7,1855,1
9744,F,Flight,4,4,146,3,medium,F,6,4672,1
7524,F,Road,4,1,252,3,low,M,4,5119,1
9890,F,Ship,4,5,232,5,low,F,3,1817,0
9981,A,Road,4,3,227,3,medium,M,8,5829,1
3576,F,Flight,4,5,275,6,medium,M,10,1400,1
2736,F,Flight,5,1,272,3,medium,M,27,2415,1
9587,C,Flight,4,5,265,2,low,M,9,5040,0
8772,F,Flight,5,4,220,2,medium,M,8,5073,0
6766,B,Ship,5,4,211,4,low,F,4,4498,1
1480,B,Ship,3,5,225,3,medium,M,8,3813,1
5977,D,Ship,4,2,244,3,high,F,3,4103,0
2755,D,Flight,4,5,138,7,medium,M,60,1366,1
401,C,Road,4,3,134,3,low,M,51,1965,1
10368,F,Ship,5,5,135,3,low,F,4,5734,0
6776,F,Ship,3,1,166,3,medium,F,9,4251,0
7702,B,Ship,4,3,244,3,low,M,7,4761,0
1044,F,Ship,4,2,251,2,low,M,53,2673,1
397,D,Road,3,4,205,3,low,F,10,2728,1
5951,C,Ship,4,4,184,8,low,M,7,5235,1
3077,C,Ship,3,3,149,2,medium,M,7,1145,1
526,B,Road,3,3,249,3,medium,M,51,2173,1
2886,F,Flight,4,1,253,3,low,M,36,2591,1
6427,D,Road,5,1,187,2,low,F,7,4792,0
3393,A,Ship,4,3,296,2,medium,F,9,1523,1
1897,D,Road,2,3,170,8,low,M,61,1240,1
6268,B,Ship,4,5,227,5,low,F,2,1804,1
7782,F,Ship,4,1,249,6,medium,M,2,5720,1
5924,F,Ship,5,5,275,3,medium,M,9,4287,1
7971,A,Ship,3,1,142,4,medium,M,7,4780,0
9568,B,Road,5,4,201,2,low,M,5,5593,1
2192,F,Flight,4,2,139,4,low,F,41,1511,1
9929,C,Ship,6,1,289,5,medium,M,7,1223,0
1090,B,Road,3,1,112,5,medium,F,41,1249,1
7507,D,Ship,7,5,253,4,low,F,6,1344,1
10395,A,Road,4,1,170,10,medium,F,3,5211,1
448,B,Ship,3,4,194,3,medium,M,3,2169,1
1191,A,Ship,4,3,262,3,medium,M,46,2904,1
3740,F,Ship,3,5,159,3,medium,F,1,4314,1
3416,F,Road,5,3,234,3,low,M,10,5673,0
761,C,Ship,5,3,235,2,medium,F,12,3358,1
2792,F,Ship,5,4,193,3,low,M,55,2758,1
5392,B,Ship,4,4,222,2,medium,M,7,4343,0
10546,B,Flight,5,1,202,4,low,F,2,5748,0
3512,F,Ship,4,2,177,3,low,M,8,4904,0
8059,D,Road,3,1,101,2,medium,F,1,5560,0
9864,F,Flight,5,2,211,3,medium,F,8,4962,0
3268,B,Road,2,3,242,2,medium,F,1,5892,1
1164,F,Ship,3,2,162,2,low,F,54,1614,1
4208,F,Ship,3,5,167,2,low,F,2,4141,0
8405,C,Ship,4,1,162,3,medium,M,6,4343,1
3591,A,Ship,3,4,203,3,medium,M,1,5543,0
5506,B,Ship,6,3,304,5,medium,F,10,1254,1
4544,F,Ship,6,5,291,4,low,M,3,1102,1
9562,B,Ship,4,1,234,3,low,M,2,4282,0
10262,F,Road,4,1,160,2,medium,M,1,5741,1
6349,D,Ship,6,5,250,2,low,F,7,4724,0
