Gender,Bank_Loan,Capital_Loan,Region_Code,Year,Total_Loan
M,15210000,28530000,4146510700,2024,43740000
F,8970000,15380000,4280000000,2024,24350000
F,28450000,3610000,4279000000,2024,32060000
F,20650000,16370000,4399000000,2021,37020000
M,21680000,27390000,GYEONGGI,2022,49070000
F,18720000,2860000,GYEONGGI,2020,21580000
F,43980000,27930000,4399000000,2024,71910000
M,41490000,26910000,GANGWON,2024,68400000
M,25240000,22120000,4273000000,2024,47360000
F,42320000,1650000,4211000000,2023,43970000
F,27180000,5400000,4291000000,2024,32580000
M,20150000,5240000,4111100000,2020,25390000
M,28610000,6060000,4273000000,2024,34670000
F,28690000,14600000,4111100000,2020,43290000
F,1570000,24740000,4273000000,2021,26310000
F,43960000,9550000,4146510700,2022,53510000
F,10710000,17680000,4279000000,2023,28390000
M,44170000,2710000,4291000000,2020,46880000
F,26790000,5820000,4291000000,2021,32610000
F,13400000,11380000,4111100000,2022,24780000
M,13460000,1920000,4399000000,2022,15380000
F,24620000,20400000,4146510700,2022,45020000
M,7000000,29200000,GANGWON,2020,36200000
F,3490000,8910000,4291000000,2021,12400000
F,2840000,790000,4211000000,2024,3630000
M,22750000,19880000,4111100000,2021,42630000
M,24840000,22110000,GYEONGGI,2021,46950000
F,47450000,29070000,4211000000,2021,76520000
F,46660000,18340000,4280000000,2020,65000000
F,31440000,3000000,4111100000,2020,34440000
M,27680000,16820000,4111100000,2020,44500000
F,41880000,2470000,GYEONGGI,2021,44350000
M,2020000,5250000,4146510700,2020,7270000
M,6420000,23180000,GYEONGGI,2022,29600000
F,29010000,25420000,4291000000,2020,54430000
M,47200000,23500000,4279000000,2023,70700000
F,37080000,5510000,4111100000,2020,42590000
F,24110000,8210000,4280000000,2020,32320000
F,28090000,4180000,4399000000,2020,32270000
F,30090000,13700000,4111100000,2020,43790000
F,6280000,24820000,GYEONGGI,2023,31100000
M,31460000,12140000,4273000000,2024,43600000
M,42290000,9390000,4111100000,2020,51680000
F,48440000,14700000,4111100000,2022,63140000
F,39570000,12460000,4280000000,2023,52030000
M,29990000,4170000,4280000000,2024,34160000
M,6510000,23190000,4111100000,2020,29700000
M,8130000,27100000,4273000000,2024,35230000
M,21580000,22130000,4279000000,2022,43710000
F,9490000,2570000,GANGWON,2023,12060000
F,24320000,4190000,4273000000,2023,28510000
M,5050000,10320000,4273000000,2024,15370000
F,29590000,14470000,4273000000,2020,44060000
M,16610000,3300000,4279000000,2021,19910000
F,31840000,23780000,4146510700,2023,55620000
M,22830000,18240000,4146510700,2021,41070000
F,21070000,17490000,4273000000,2023,38560000
M,23280000,15050000,GANGWON,2020,38330000
M,30270000,11320000,GYEONGGI,2020,41590000
F,17320000,19710000,4211000000,2023,37030000
M,37490000,24540000,4146510700,2024,62030000
F,12690000,21260000,4399000000,2020,33950000
F,29540000,6850000,4280000000,2020,36390000
M,39790000,23350000,4279000000,2022,63140000
F,40030000,11040000,4279000000,2020,51070000
F,23990000,9840000,4211000000,2022,33830000
F,31230000,19470000,4146510700,2020,50700000
F,21240000,29360000,GANGWON,2020,50600000
F,41170000,25780000,GANGWON,2024,66950000
M,21200000,4000000,4280000000,2024,25200000
F,32050000,3510000,4273000000,2020,35560000
F,12560000,8200000,GYEONGGI,2023,20760000
F,5910000,28080000,4146510700,2023,33990000
F,8510000,17410000,GANGWON,2020,25920000
F,15270000,6430000,4211000000,2023,21700000
M,25800000,19100000,4280000000,2020,44900000
F,10980000,17320000,4111100000,2024,28300000
M,13350000,12880000,4280000000,2021,26230000
M,47080000,22280000,GANGWON,2022,69360000
M,11680000,390000,4111100000,2023,12070000
M,43150000,5970000,4399000000,2023,49120000
F,34710000,3750000,4291000000,2024,38460000
M,16150000,12920000,4280000000,2023,29070000
M,12120000,7070000,4211000000,2020,19190000
F,42920000,3300000,4211000000,2020,46220000
F,45160000,4950000,GYEONGGI,2021,50110000
F,6300000,6530000,4273000000,2021,12830000
M,2360000,14800000,4280000000,2021,17160000
F,6190000,25920000,GANGWON,2020,32110000
F,880000,1750000,4291000000,2021,2630000
M,32420000,22990000,4146510700,2021,55410000
F,28750000,1220000,GANGWON,2020,29970000
F,44140000,5240000,4211000000,2024,49380000
F,36260000,5000000,4399000000,2023,41260000
F,13170000,14770000,GANGWON,2022,27940000
M,10010000,19670000,4279000000,2020,29680000
F,31080000,14730000,4211000000,2020,45810000
F,35020000,13930000,4280000000,2022,48950000
M,23530000,6820000,4399000000,2022,30350000
F,30950000,600000,4279000000,2021,31550000
M,48880000,5550000,4111100000,2022,54430000
F,890000,27260000,4291000000,2023,28150000
M,10350000,5570000,4211000000,2023,15920000
M,14130000,18470000,4280000000,2023,32600000
M,41570000,970000,4279000000,2023,42540000
M,36420000,29160000,4279000000,2023,65580000
F,17630000,14430000,4273000000,2021,32060000
M,32280000,21980000,4279000000,2020,54260000
F,3350000,25480000,4291000000,2022,28830000
M,33330000,20030000,4399000000,2020,53360000
M,19780000,19650000,4399000000,2022,39430000
M,38190000,20400000,4279000000,2021,58590000
F,22150000,4970000,4280000000,2021,27120000
M,46430000,6840000,4211000000,2024,53270000
F,19790000,9420000,4280000000,2024,29210000
F,16910000,17250000,GYEONGGI,2021,34160000
F,17630000,5320000,4211000000,2021,22950000
F,45970000,4740000,4111100000,2022,50710000
F,21410000,6680000,4291000000,2021,28090000
F,46620000,24680000,4280000000,2020,71300000
F,9300000,25550000,4273000000,2022,34850000
F,40080000,29440000,4399000000,2021,69520000
F,29860000,3610000,4279000000,2022,33470000
M,49690000,25340000,4211000000,2022,75030000
M,32320000,9460000,4279000000,2023,41780000
M,20330000,2150000,4111100000,2024,22480000
M,21780000,14130000,GYEONGGI,2022,35910000
M,4710000,17720000,4279000000,2022,22430000
F,9660000,11790000,4280000000,2023,21450000
F,19290000,15330000,4211000000,2021,34620000
F,5120000,9430000,4273000000,2022,14550000
F,32500000,29660000,4111100000,2023,62160000
F,10590000,28990000,GANGWON,2020,39580000
F,17560000,5860000,4291000000,2023,23420000
F,4470000,10210000,GYEONGGI,2024,14680000
M,18520000,15170000,4280000000,2024,33690000
M,40860000,27130000,4291000000,2021,67990000
M,2780000,18490000,4273000000,2021,21270000
M,35400000,29720000,4291000000,2024,65120000
F,23510000,29870000,4399000000,2024,53380000
F,3500000,3290000,4211000000,2022,6790000
F,26800000,5870000,4291000000,2024,32670000
M,7180000,28790000,4280000000,2021,35970000
F,41530000,27300000,GANGWON,2024,68830000
F,2260000,28730000,4399000000,2021,30990000
F,4180000,25000000,4399000000,2020,29180000
M,3430000,300000,4291000000,2024,3730000
F,40190000,29140000,GYEONGGI,2021,69330000
M,24460000,3110000,4146510700,2023,27570000
M,16180000,1450000,GYEONGGI,2022,17630000
M,15820000,16680000,4279000000,2021,32500000
M,14920000,12080000,4280000000,2024,27000000
F,27170000,29330000,4146510700,2024,56500000
M,25290000,21490000,4211000000,2020,46780000
M,49920000,28250000,4399000000,2023,78170000
F,19370000,9100000,4280000000,2021,28470000
F,34190000,9360000,4273000000,2023,43550000
M,20630000,15880000,4279000000,2020,36510000
F,33370000,6420000,GANGWON,2022,39790000
M,21710000,9380000,4279000000,2023,31090000
M,19730000,19010000,4280000000,2020,38740000
M,12270000,25160000,4211000000,2021,37430000
M,5420000,2650000,4399000000,2022,8070000
F,30570000,5390000,4111100000,2024,35960000
M,47460000,28190000,4111100000,2020,75650000
F,46400000,26870000,4280000000,2024,73270000
F,35200000,26540000,4291000000,2022,61740000
F,36930000,8320000,GYEONGGI,2020,45250000
F,22580000,9490000,4279000000,2020,32070000
M,30360000,6660000,4211000000,2022,37020000
F,13670000,660000,4279000000,2021,14330000
M,8820000,5440000,4273000000,2020,14260000
F,37960000,17560000,4111100000,2022,55520000
F,21090000,14520000,4399000000,2023,35610000
M,230000,25670000,4273000000,2024,25900000
M,44820000,26140000,4399000000,2020,70960000
M,25480000,7800000,4279000000,2023,33280000
F,28180000,20860000,4211000000,2020,49040000
F,27770000,19240000,4111100000,2021,47010000
M,28520000,7100000,4279000000,2022,35620000
M,13690000,10920000,4111100000,2020,24610000
M,10680000,20570000,4280000000,2022,31250000
M,46370000,3190000,GANGWON,2020,49560000
F,25730000,5470000,GANGWON,2021,31200000
M,49520000,13110000,4399000000,2021,62630000
M,47770000,16410000,4279000000,2023,64180000
M,41270000,18680000,4146510700,2021,59950000
M,1090000,9010000,4111100000,2022,10100000
F,25760000,18580000,4111100000,2021,44340000
M,43510000,25510000,4146510700,2020,69020000
F,27530000,26330000,4291000000,2021,53860000
M,4810000,21530000,4279000000,2022,26340000
M,45860000,10870000,4146510700,2020,56730000
F,4850000,5750000,GANGWON,2023,10600000
M,39800000,29890000,4111100000,2023,69690000
F,31450000,8460000,GANGWON,2023,39910000
F,1380000,14050000,4279000000,2020,15430000
M,34060000,27030000,4211000000,2023,61090000
F,6050000,9950000,4211000000,2021,16000000
F,29400000,21360000,4399000000,2020,50760000
F,6430000,19620000,GANGWON,2020,26050000
F,21340000,13920000,GANGWON,2020,35260000
F,680000,26480000,GANGWON,2024,27160000
F,42360000,12760000,4291000000,2022,55120000
F,10310000,6770000,GANGWON,2024,17080000
F,17110000,9580000,4211000000,2024,26690000
M,26740000,17620000,4291000000,2024,44360000
M,49940000,720000,4399000000,2022,50660000
F,4770000,12370000,4280000000,2024,17140000
M,25550000,20100000,4273000000,2023,45650000
F,22470000,18390000,4399000000,2020,40860000
F,49030000,18220000,GYEONGGI,2020,67250000
M,20470000,1500000,4291000000,2021,21970000
F,29990000,13770000,4211000000,2023,43760000
F,14690000,19600000,4211000000,2022,34290000
F,34130000,17970000,4279000000,2020,52100000
F,4210000,11930000,4111100000,2024,16140000
M,23740000,6690000,GANGWON,2021,30430000
F,25060000,390000,4211000000,2021,25450000
F,32680000,14460000,GANGWON,2020,47140000
F,46880000,13650000,4146510700,2023,60530000
M,16270000,1880000,4111100000,2021,18150000
F,40700000,4690000,4146510700,2020,45390000
M,11520000,21860000,GANGWON,2023,33380000
M,23700000,17000000,4291000000,2020,40700000
F,9320000,4990000,GYEONGGI,2020,14310000
F,30710000,11260000,4111100000,2023,41970000
M,10540000,4120000,4291000000,2023,14660000
F,2900000,15900000,4211000000,2023,18800000
M,37080000,14290000,GYEONGGI,2020,51370000
M,22910000,12490000,4280000000,2021,35400000
F,39240000,15410000,4211000000,2022,54650000
F,28410000,11130000,4273000000,2022,39540000
M,47870000,9820000,4399000000,2020,57690000
M,120000,23270000,4111100000,2020,23390000
M,29730000,290000,4273000000,2021,30020000
M,1760000,14370000,GANGWON,2023,16130000
F,16950000,7590000,4111100000,2020,24540000
F,28050000,24610000,4399000000,2024,52660000
F,8200000,19650000,4111100000,2023,27850000
F,32670000,4720000,4291000000,2020,37390000
F,19900000,9970000,4146510700,2024,29870000
M,29010000,21740000,4279000000,2021,50750000
F,42530000,11370000,4291000000,2024,53900000
F,40600000,26340000,4399000000,2020,66940000
F,2410000,1240000,4111100000,2022,3650000
F,4290000,29750000,4291000000,2020,34040000
F,45800000,4690000,4146510700,2022,50490000
M,140000,22130000,4273000000,2021,22270000
M,5740000,22070000,4291000000,2021,27810000
M,11380000,11700000,GANGWON,2023,23080000
F,18590000,110000,4273000000,2023,18700000
M,30020000,2340000,4399000000,2022,32360000
M,43660000,11760000,4273000000,2022,55420000
F,8490000,5840000,4111100000,2021,14330000
F,22310000,23570000,GYEONGGI,2024,45880000
F,10420000,850000,GYEONGGI,2022,11270000
M,21440000,9230000,4280000000,2022,30670000
M,2360000,12330000,GANGWON,2024,14690000
F,7280000,5360000,4111100000,2023,12640000
F,35960000,9020000,4399000000,2023,44980000
M,48020000,25400000,4211000000,2022,73420000
M,14340000,6610000,GYEONGGI,2023,20950000
F,49340000,10540000,4399000000,2023,59880000
F,43680000,26760000,4273000000,2023,70440000
M,19820000,8120000,4291000000,2021,27940000
F,44720000,24990000,GYEONGGI,2020,69710000
M,17550000,12890000,4111100000,2022,30440000
M,20700000,25640000,GYEONGGI,2022,46340000
M,19110000,10280000,4146510700,2021,29390000
M,10290000,15190000,4146510700,2020,25480000
F,9980000,5310000,4146510700,2020,15290000
F,180000,1510000,GANGWON,2021,1690000
M,23890000,27370000,GYEONGGI,2024,51260000
M,28270000,19430000,4280000000,2024,47700000
M,32650000,40000,4399000000,2020,32690000
M,27500000,14140000,4146510700,2024,41640000
M,12750000,18210000,4273000000,2024,30960000
F,24950000,17430000,4111100000,2024,42380000
F,7750000,1550000,GANGWON,2020,9300000
F,20630000,13210000,4279000000,2024,33840000
F,34610000,25810000,4146510700,2022,60420000
M,38850000,4730000,4399000000,2020,43580000
M,24370000,28340000,4273000000,2021,52710000
M,3930000,19710000,4111100000,2024,23640000
M,11890000,3760000,4291000000,2023,15650000
M,40480000,17080000,4211000000,2020,57560000
F,17350000,20860000,4273000000,2021,38210000
M,10750000,17960000,4280000000,2022,28710000
F,37840000,15570000,4273000000,2021,53410000
F,2050000,21510000,4273000000,2024,23560000
F,5020000,26580000,4280000000,2023,31600000
F,1980000,4610000,4291000000,2024,6590000
M,2560000,23240000,GANGWON,2021,25800000
F,37620000,14510000,GYEONGGI,2020,52130000
F,49790000,26870000,4111100000,2023,76660000
F,47060000,29210000,4273000000,2023,76270000
M,45270000,27900000,4273000000,2021,73170000
M,40180000,1550000,4280000000,2024,41730000
M,34440000,13420000,4399000000,2021,47860000
F,27370000,10890000,4273000000,2023,38260000
F,1550000,21160000,4273000000,2021,22710000
M,27390000,2900000,4280000000,2023,30290000
F,41750000,18420000,4399000000,2024,60170000
M,41250000,7060000,4280000000,2020,48310000
M,39490000,24330000,GANGWON,2020,63820000
F,19450000,20390000,4273000000,2021,39840000
F,41320000,22290000,4146510700,2023,63610000
F,33330000,22460000,4111100000,2020,55790000
F,8830000,24560000,4399000000,2023,33390000
M,34040000,9190000,4146510700,2024,43230000
M,36740000,28150000,4280000000,2021,64890000
M,13200000,29990000,4273000000,2023,43190000
M,39750000,660000,4280000000,2021,40410000
M,31800000,4600000,GYEONGGI,2023,36400000
F,41170000,18790000,GYEONGGI,2023,59960000
M,31140000,11460000,GANGWON,2024,42600000
M,8790000,4870000,4273000000,2021,13660000
M,42810000,18830000,4273000000,2022,61640000
F,1300000,29810000,4146510700,2023,31110000
F,5480000,27110000,4279000000,2023,32590000
F,25580000,4260000,4273000000,2020,29840000
F,43570000,2300000,GANGWON,2021,45870000
M,41990000,4010000,4399000000,2022,46000000
M,15590000,10430000,4399000000,2024,26020000
F,13980000,18100000,4280000000,2022,32080000
F,28020000,24280000,4146510700,2024,52300000
M,2340000,29640000,4291000000,2022,31980000
M,39120000,26070000,4211000000,2022,65190000
F,47290000,9270000,4280000000,2021,56560000
F,32710000,10340000,4273000000,2020,43050000
F,4420000,28440000,4280000000,2022,32860000
F,45500000,15000000,4291000000,2023,60500000
M,39970000,27440000,4211000000,2023,67410000
M,13710000,29770000,4291000000,2023,43480000
M,16860000,1880000,4291000000,2020,18740000
F,44410000,3910000,GYEONGGI,2022,48320000
F,45920000,12990000,4399000000,2024,58910000
M,47000000,26840000,4279000000,2024,73840000
M,45800000,20320000,4273000000,2021,66120000
M,17070000,27640000,GANGWON,2020,44710000
M,23620000,760000,4146510700,2022,24380000
F,12540000,22040000,4280000000,2023,34580000
M,20410000,29390000,4273000000,2020,49800000
M,31280000,24940000,GYEONGGI,2020,56220000
M,1440000,19490000,4399000000,2022,20930000
M,31520000,29310000,4280000000,2021,60830000
M,23540000,8970000,4146510700,2021,32510000
M,25780000,7180000,4279000000,2021,32960000
M,12470000,320000,4273000000,2023,12790000
F,10640000,22130000,GANGWON,2023,32770000
F,27890000,26090000,4399000000,2022,53980000
F,34740000,3820000,4111100000,2021,38560000
F,4150000,26570000,4273000000,2022,30720000
M,23690000,19200000,4291000000,2021,42890000
F,23480000,13320000,4291000000,2020,36800000
F,14490000,24160000,GANGWON,2024,38650000
M,37360000,16800000,4211000000,2024,54160000
M,32200000,5110000,GANGWON,2021,37310000
F,29070000,24480000,4399000000,2022,53550000
F,2650000,650000,4291000000,2023,3300000
M,34710000,14990000,4279000000,2021,49700000
F,8700000,10770000,4279000000,2021,19470000
M,29300000,17660000,4291000000,2023,46960000
M,46170000,20850000,4399000000,2021,67020000
M,25510000,10270000,GYEONGGI,2020,35780000
M,33180000,25030000,4146510700,2023,58210000
F,44920000,3500000,4146510700,2020,48420000
M,38800000,28620000,4399000000,2024,67420000
M,19700000,7980000,4111100000,2023,27680000
F,20100000,16380000,4146510700,2023,36480000
M,21650000,16980000,4280000000,2022,38630000
F,16090000,17540000,4146510700,2022,33630000
F,45410000,26830000,4280000000,2023,72240000
F,34960000,16000000,4291000000,2024,50960000
M,49170000,29900000,GYEONGGI,2021,79070000
F,41600000,20540000,GANGWON,2022,62140000
F,9750000,29520000,GYEONGGI,2024,39270000
M,22020000,8860000,4146510700,2024,30880000
F,39750000,26820000,4146510700,2022,66570000
F,48540000,25170000,4399000000,2021,73710000
F,1560000,22840000,GANGWON,2022,24400000
F,26290000,3930000,4146510700,2024,30220000
F,5180000,19870000,4211000000,2020,25050000
M,41050000,7280000,4211000000,2022,48330000
F,38680000,2650000,4111100000,2024,41330000
F,43870000,28720000,4291000000,2022,72590000
M,43920000,27530000,4280000000,2024,71450000
M,20340000,200000,GYEONGGI,2021,20540000
M,30310000,18990000,4291000000,2024,49300000
F,15950000,14380000,4280000000,2023,30330000
M,21690000,20760000,4280000000,2020,42450000
F,26870000,25070000,4273000000,2024,51940000
F,41290000,19790000,4146510700,2022,61080000
M,17680000,23330000,4111100000,2022,41010000
M,27110000,12520000,4146510700,2024,39630000
F,15340000,10520000,4111100000,2023,25860000
M,25190000,12500000,4291000000,2024,37690000
F,6240000,24670000,4399000000,2021,30910000
M,29910000,18470000,4399000000,2023,48380000
M,12850000,25060000,4291000000,2024,37910000
M,29830000,13360000,GANGWON,2020,43190000
F,15880000,27120000,4211000000,2023,43000000
M,18230000,10120000,4280000000,2024,28350000
F,18230000,26810000,4111100000,2020,45040000
F,18200000,15270000,4279000000,2024,33470000
F,30430000,29390000,4146510700,2021,59820000
F,37680000,7010000,4291000000,2022,44690000
M,13020000,3830000,4280000000,2024,16850000
F,23910000,4020000,4111100000,2023,27930000
F,21700000,2780000,GYEONGGI,2024,24480000
M,31470000,11000000,GANGWON,2024,42470000
F,40320000,3030000,4146510700,2024,43350000
M,20630000,17920000,4399000000,2024,38550000
F,40650000,1590000,4291000000,2023,42240000
M,36600000,10450000,4399000000,2023,47050000
F,6910000,19890000,4111100000,2024,26800000
M,24690000,8050000,4399000000,2022,32740000
F,15820000,21600000,4146510700,2024,37420000
F,40060000,3240000,4211000000,2023,43300000
M,6250000,22650000,4280000000,2021,28900000
M,48590000,15700000,4211000000,2024,64290000
M,26090000,19810000,4291000000,2024,45900000
M,23190000,620000,4211000000,2024,23810000
F,34360000,10880000,4273000000,2024,45240000
F,16630000,11230000,4280000000,2020,27860000
M,10600000,18050000,4111100000,2024,28650000
F,28110000,4620000,4280000000,2023,32730000
M,18970000,15650000,4273000000,2023,34620000
M,48350000,21200000,4279000000,2020,69550000
F,35040000,11900000,4211000000,2024,46940000
F,39020000,4360000,4280000000,2022,43380000
F,19780000,980000,4399000000,2024,20760000
F,37700000,290000,4111100000,2023,37990000
F,26950000,14780000,GYEONGGI,2021,41730000
F,60000,10960000,4291000000,2021,11020000
F,16950000,10770000,4291000000,2022,27720000
M,27080000,11270000,4291000000,2024,38350000
M,25280000,28390000,4280000000,2020,53670000
M,21970000,14850000,4211000000,2024,36820000
M,40780000,11080000,4280000000,2022,51860000
M,23460000,9880000,4146510700,2022,33340000
F,36750000,26960000,4399000000,2022,63710000
M,43640000,1590000,GYEONGGI,2021,45230000
M,19550000,28900000,GYEONGGI,2024,48450000
M,2310000,10450000,4399000000,2024,12760000
M,37040000,28810000,4273000000,2020,65850000
M,10940000,6310000,GANGWON,2022,17250000
M,12060000,9390000,4146510700,2022,21450000
M,7300000,6400000,4111100000,2023,13700000
F,6290000,8150000,GYEONGGI,2023,14440000
F,9470000,21810000,4291000000,2021,31280000
M,2420000,23930000,4280000000,2024,26350000
F,33590000,27940000,4273000000,2020,61530000
F,42110000,7450000,GANGWON,2020,49560000
F,14700000,25480000,4399000000,2022,40180000
F,28830000,10300000,4279000000,2020,39130000
M,5520000,20320000,4111100000,2022,25840000
F,40400000,20560000,GANGWON,2024,60960000
F,41500000,25210000,4291000000,2020,66710000
F,25660000,10880000,GANGWON,2022,36540000
M,25490000,4520000,GYEONGGI,2024,30010000
M,3770000,18990000,4280000000,2024,22760000
M,31270000,10050000,4399000000,2022,41320000
M,42210000,29690000,GANGWON,2022,71900000
M,4580000,17260000,4111100000,2021,21840000
M,47610000,16860000,GANGWON,2024,64470000
M,39450000,22360000,4279000000,2022,61810000
F,21750000,890000,4273000000,2024,22640000
F,1770000,15090000,GYEONGGI,2020,16860000
F,48290000,15970000,4280000000,2023,64260000
M,7560000,23280000,4291000000,2023,30840000
M,21700000,8920000,4399000000,2022,30620000
M,32120000,8040000,4399000000,2022,40160000
M,26440000,26090000,4273000000,2024,52530000
M,500000,10430000,4211000000,2022,10930000
F,2180000,22290000,4211000000,2024,24470000
F,39810000,25060000,4291000000,2022,64870000
M,2070000,20710000,GANGWON,2024,22780000
M,5220000,25580000,4279000000,2022,30800000
M,27340000,24000000,4399000000,2021,51340000
M,280000,26720000,GANGWON,2024,27000000
F,580000,10010000,4399000000,2021,10590000
M,15350000,1520000,4399000000,2021,16870000
M,16760000,29780000,GANGWON,2021,46540000
M,4720000,14290000,4273000000,2021,19010000
M,16740000,10550000,4211000000,2020,27290000
F,15840000,29750000,4146510700,2023,45590000
M,21550000,29300000,4111100000,2020,50850000
M,23110000,20110000,4273000000,2022,43220000
F,13330000,29140000,GYEONGGI,2022,42470000
F,35240000,7710000,4279000000,2023,42950000
F,30180000,28410000,4279000000,2023,58590000
M,19830000,11470000,4111100000,2023,31300000
M,17370000,18910000,4279000000,2021,36280000
F,33950000,21340000,GANGWON,2020,55290000
F,36630000,19190000,4279000000,2022,55820000
F,34590000,6150000,4146510700,2020,40740000
F,13620000,27870000,4279000000,2020,41490000
F,30410000,27120000,4399000000,2020,57530000
F,28890000,15040000,4273000000,2023,43930000
M,35170000,2330000,GANGWON,2023,37500000
M,3430000,11010000,4211000000,2022,14440000
M,10220000,1920000,4279000000,2022,12140000
F,43010000,2070000,4291000000,2022,45080000
F,21210000,27180000,4291000000,2020,48390000
F,38400000,21760000,4291000000,2023,60160000
F,24100000,10530000,4279000000,2021,34630000
F,40360000,21110000,GYEONGGI,2020,61470000
F,9270000,9460000,4399000000,2024,18730000
M,39140000,1270000,4280000000,2020,40410000
M,7430000,3030000,4279000000,2023,10460000
F,3050000,690000,GYEONGGI,2024,3740000
M,29310000,4040000,4280000000,2020,33350000
F,18190000,25340000,4111100000,2023,43530000
M,33960000,26910000,4146510700,2023,60870000
F,33270000,23410000,4399000000,2021,56680000
F,6810000,19120000,4279000000,2020,25930000
M,46270000,28990000,4273000000,2023,75260000
M,17920000,25770000,GANGWON,2022,43690000
F,40010000,22730000,4273000000,2023,62740000
F,24890000,6030000,4273000000,2021,30920000
M,40550000,26390000,4111100000,2023,66940000
M,2470000,13320000,GANGWON,2020,15790000
F,34250000,20120000,4111100000,2020,54370000
M,25250000,23130000,4280000000,2024,48380000
F,15390000,12340000,4111100000,2020,27730000
F,38170000,19420000,4291000000,2024,57590000
F,9440000,8180000,4146510700,2022,17620000
F,33740000,1650000,4291000000,2021,35390000
M,32580000,21220000,4279000000,2022,53800000
M,32250000,26510000,4280000000,2024,58760000
M,49250000,21790000,GYEONGGI,2023,71040000
M,30890000,17540000,4280000000,2023,48430000
M,43860000,24850000,GYEONGGI,2022,68710000
M,12990000,4070000,4146510700,2023,17060000
M,37450000,660000,4111100000,2024,38110000
F,26570000,8960000,4111100000,2021,35530000
M,49980000,18360000,GANGWON,2020,68340000
M,39050000,10190000,4279000000,2024,49240000
F,4100000,13700000,4273000000,2024,17800000
M,28260000,25410000,4211000000,2020,53670000
M,44670000,3890000,4280000000,2020,48560000
F,8430000,22130000,4280000000,2021,30560000
M,45940000,2870000,4279000000,2021,48810000
M,13470000,8990000,4291000000,2021,22460000
M,43290000,21510000,4399000000,2023,64800000
F,47890000,8670000,4279000000,2024,56560000
M,19790000,23310000,4211000000,2020,43100000
M,2110000,2640000,4111100000,2024,4750000
F,27600000,16510000,GYEONGGI,2024,44110000
M,40370000,27140000,4291000000,2021,67510000
F,870000,12530000,4291000000,2021,13400000
F,45770000,13350000,GANGWON,2024,59120000
M,23210000,11760000,4146510700,2021,34970000
F,5780000,6400000,4211000000,2023,12180000
F,30860000,5810000,4291000000,2020,36670000
M,13310000,3760000,4211000000,2024,17070000
F,44220000,17700000,4279000000,2020,61920000
F,11890000,1980000,GYEONGGI,2023,13870000
M,12690000,21970000,GYEONGGI,2021,34660000
M,11850000,16290000,4280000000,2022,28140000
M,32300000,17160000,4111100000,2023,49460000
F,46990000,19880000,4280000000,2022,66870000
M,20840000,18640000,4291000000,2020,39480000
F,23880000,19280000,4146510700,2024,43160000
F,48610000,15240000,4280000000,2021,63850000
F,1410000,1750000,4280000000,2023,3160000
F,21000000,19160000,4280000000,2021,40160000
F,49860000,3480000,4211000000,2022,53340000
F,4630000,27410000,4279000000,2022,32040000
F,42090000,5760000,4146510700,2024,47850000
M,25650000,2800000,GYEONGGI,2022,28450000
M,39550000,15320000,GANGWON,2024,54870000
F,24460000,9670000,4211000000,2023,34130000
F,17460000,19040000,4291000000,2024,36500000
M,49720000,5250000,4146510700,2022,54970000
F,41990000,13550000,GYEONGGI,2020,55540000
M,1680000,11430000,4146510700,2024,13110000
M,29990000,3040000,4399000000,2021,33030000
M,22000000,20900000,4399000000,2020,42900000
F,16520000,5090000,4280000000,2024,21610000
F,5950000,11590000,4280000000,2021,17540000
M,14910000,1660000,4399000000,2020,16570000
M,42440000,16230000,GANGWON,2024,58670000
M,36900000,9200000,GYEONGGI,2023,46100000
M,27380000,28490000,4291000000,2021,55870000
M,19420000,27630000,4111100000,2023,47050000
F,4170000,22420000,4111100000,2022,26590000
M,5450000,5210000,4211000000,2024,10660000
F,23640000,2910000,GANGWON,2024,26550000
M,11900000,7710000,GANGWON,2021,19610000
F,35320000,25030000,4291000000,2024,60350000
F,36120000,15780000,4146510700,2022,51900000
F,32530000,23050000,4111100000,2024,55580000
F,37150000,5570000,4146510700,2020,42720000
F,31170000,4880000,4146510700,2023,36050000
F,15210000,29980000,GANGWON,2022,45190000
M,39100000,26180000,4146510700,2022,65280000
F,41450000,20680000,4111100000,2023,62130000
M,6090000,13900000,GYEONGGI,2023,19990000
F,38900000,11650000,4273000000,2022,50550000
F,1190000,23240000,4146510700,2023,24430000
M,14510000,10310000,4291000000,2021,24820000
F,29600000,17560000,4279000000,2023,47160000
M,30760000,2420000,4280000000,2020,33180000
M,10670000,5310000,4291000000,2020,15980000
M,14300000,12420000,4399000000,2021,26720000
M,47320000,6550000,4111100000,2023,53870000
F,15600000,14500000,4279000000,2020,30100000
F,1460000,560000,4280000000,2024,2020000
M,43210000,270000,4291000000,2023,43480000
F,11400000,22280000,4279000000,2021,33680000
F,33690000,5580000,4273000000,2023,39270000
M,49790000,4730000,4111100000,2022,54520000
F,30400000,29690000,GYEONGGI,2022,60090000
M,34740000,20670000,4211000000,2020,55410000
M,42280000,10120000,GANGWON,2022,52400000
F,15110000,22150000,4273000000,2021,37260000
F,44370000,11670000,4399000000,2020,56040000
F,43120000,20020000,GANGWON,2021,63140000
M,41390000,3990000,GYEONGGI,2021,45380000
M,46990000,2810000,4273000000,2022,49800000
F,47290000,6900000,4280000000,2022,54190000
F,19260000,29980000,4279000000,2021,49240000
F,40390000,1730000,4111100000,2022,42120000
