회원ID,총구매액,최대구매액,환불금액,주구매상품,주구매지점,방문일수,방문당구매건수,주말방문비율,구매주기
443,291,72,12.0,가공식품,본  점,15,3.866666667,0.086206897,23
444,9,9,,화장품,영등포점,1,1.0,0.0,0
445,492,80,45.0,농산물,강남점,29,6.103448276,0.485875706,5
446,6826,605,359.0,캐주얼,부산본점,93,3.032258065,0.326241135,3
447,244,40,,섬유잡화,광주점,18,1.777777778,0.53125,18
448,481,154,648.0,시티웨어,분당점,31,2.709677419,0.261904762,8
449,6,6,,수산품,본  점,1,2.0,0.0,0
450,5,1,,수산품,노원점,2,5.5,0.0,54
451,28,22,,농산물,강남점,3,1.333333333,0.75,17
452,274,76,,기타,분당점,5,3.8,0.157894737,34
453,303,101,,수산품,본  점,6,3.666666667,0.681818182,47
454,862,97,39.0,아동,본  점,30,2.266666667,0.147058824,11
455,8,6,,농산물,미아점,1,8.0,0.0,0
456,136,34,19.0,가공식품,대전점,24,4.416666667,0.169811321,12
457,277,128,,시티웨어,분당점,2,2.0,0.0,121
458,1189,533,94.0,농산물,노원점,9,5.888888889,0.320754717,31
459,843,137,,수산품,부산본점,19,2.210526316,0.142857143,17
460,13,10,,가공식품,잠실점,3,4.666666667,0.0,53
461,184,35,,가공식품,일산점,16,4.6875,0.466666667,21
462,1156,158,,명품,본  점,29,2.689655172,0.474358974,12
463,62,7,,수산품,청량리점,32,3.0625,0.37755102,10
464,1259,281,326.0,시티웨어,본  점,19,2.210526316,0.19047619,17
465,184,128,,가공식품,잠실점,3,2.333333333,0.714285714,78
466,2553,271,378.0,명품,광주점,75,2.48,0.322580645,4
467,1152,338,134.0,시티웨어,분당점,28,2.321428571,0.276923077,11
468,396,85,20.0,명품,본  점,62,1.903225806,0.254237288,5
469,86,48,28.0,골프,본  점,5,2.6,0.384615385,8
470,1224,186,30.0,농산물,부산본점,87,4.908045977,0.412177986,4
471,1003,285,,기타,일산점,10,5.0,0.74,34
472,4384,251,,가공식품,일산점,67,4.044776119,0.025830258,5
473,12,12,,골프,부산본점,1,1.0,0.0,0
474,165,92,,차/커피,본  점,9,2.555555556,0.434782609,34
475,175,81,,가공식품,부산본점,12,4.416666667,0.452830189,24
476,6266,655,1219.0,디자이너,본  점,42,2.452380952,0.27184466,7
477,5781,223,62.0,디자이너,본  점,55,3.127272727,0.226744186,6
478,790,506,,기타,본  점,17,2.823529412,0.291666667,20
479,310,218,,농산물,부산본점,7,7.571428571,0.358490566,3
480,21,21,12.0,섬유잡화,본  점,2,1.5,0.0,1
481,791,168,45.0,디자이너,본  점,13,2.153846154,0.0,20
482,43,43,,화장품,분당점,1,1.0,0.0,0
483,1756,155,,기타,일산점,53,6.113207547,0.12962963,6
484,3176,1817,71.0,남성 캐주얼,안양점,17,1.764705882,0.066666667,16
485,407,121,,골프,잠실점,2,3.0,0.0,39
486,62,62,,아동,부산본점,1,1.0,0.0,0
487,11,8,,수산품,본  점,2,2.5,0.0,123
488,2,2,,농산물,영등포점,1,1.0,0.0,0
489,1882,1162,2110.0,디자이너,부산본점,37,1.324324324,0.102040816,9
490,288,136,,가공식품,본  점,7,5.142857143,0.472222222,31
491,1562,914,1249.0,디자이너,일산점,28,1.428571429,0.225,11
492,17,6,6.0,가공식품,본  점,13,3.692307692,0.166666667,20
493,159,140,,생활잡화,일산점,2,2.5,0.4,117
494,400,118,,차/커피,일산점,13,4.538461538,0.694915254,22
495,140,75,,아동,본  점,2,3.0,0.666666667,23
496,392,152,316.0,수산품,부산본점,16,1.75,0.321428571,18
497,487,280,,기타,분당점,11,2.909090909,0.0,21
498,5576,462,,화장품,잠실점,46,2.217391304,0.147058824,7
499,745,140,65.0,명품,부산본점,33,2.727272727,0.166666667,10
500,378,48,,농산물,일산점,14,4.357142857,0.327868852,24
501,47,47,,커리어,일산점,1,1.0,1.0,0
502,7,5,,기타,일산점,2,2.5,0.8,141
503,205,108,9.0,일용잡화,분당점,10,2.1,0.666666667,27
504,406,130,,농산물,영등포점,9,4.222222222,0.763157895,11
505,89,89,,커리어,동래점,1,1.0,0.0,0
506,763,194,,가공식품,본  점,17,3.235294118,0.545454545,20
507,201,120,,농산물,안양점,9,2.888888889,0.384615385,11
508,13,12,,시티웨어,부산본점,1,2.0,1.0,0
509,4,4,,화장품,본  점,1,1.0,1.0,0
510,1010,88,,캐주얼,미아점,28,3.428571429,0.802083333,11
511,29,29,,화장품,강남점,1,1.0,0.0,0
512,2,1,,수산품,본  점,2,1.5,0.0,0
513,3,2,,농산물,분당점,1,9.0,0.0,0
514,188,60,,섬유잡화,부산본점,5,4.0,0.3,53
515,351,102,,화장품,영등포점,7,1.714285714,0.25,31
516,637,366,,명품,본  점,4,1.25,0.0,77
517,538,265,,농산물,분당점,6,3.666666667,0.0,41
518,615,93,,가공식품,대전점,27,8.555555556,0.16017316,11
519,916,132,,기타,본  점,36,1.388888889,0.1,9
520,3377,409,30.0,농산물,본  점,108,3.509259259,0.298153034,3
521,2150,602,277.0,디자이너,인천점,29,2.586206897,0.426666667,12
522,124,52,,화장품,잠실점,4,1.5,0.166666667,35
523,107,75,75.0,가공식품,분당점,6,2.166666667,0.615384615,30
524,2,2,,가공식품,본  점,1,1.0,0.0,0
525,509,162,,화장품,본  점,5,1.6,0.75,68
526,1,1,,수산품,일산점,1,1.0,0.0,0
527,1036,268,20.0,기타,노원점,15,2.466666667,0.297297297,23
528,73,44,,가공식품,부산본점,24,1.916666667,0.695652174,14
529,223,158,38.0,화장품,본  점,5,1.4,0.0,67
530,13,11,,주류,본  점,2,2.5,0.8,58
531,82,48,50.0,기타,울산점,3,2.666666667,0.875,32
532,249,86,,기타,분당점,7,2.857142857,0.5,33
533,24,23,,셔츠,잠실점,1,2.0,1.0,0
534,919,768,,생활잡화,청량리점,6,2.666666667,0.375,46
535,10,5,,수산품,분당점,3,1.666666667,0.0,28
536,5884,636,276.0,골프,잠실점,34,2.088235294,0.816901408,9
537,14,14,,주방가전,잠실점,1,1.0,0.0,0
538,711,312,,농산물,노원점,30,4.633333333,0.115107914,9
539,9,9,,액세서리,본  점,1,1.0,1.0,0
540,107,54,,기타,부평점,17,2.823529412,0.291666667,18
541,1976,566,23.0,기타,본  점,40,2.55,0.176470588,8
542,16,16,,명품,본  점,1,1.0,0.0,0
543,272,160,,남성 캐주얼,본  점,6,2.0,0.083333333,56
544,106,45,,건강식품,잠실점,3,1.0,0.666666667,111
545,4096,141,,기타,노원점,121,7.173553719,0.149769585,2
546,8,8,,주방가전,분당점,1,1.0,1.0,0
547,4,4,,주방용품,잠실점,1,1.0,1.0,0
548,1998,203,71.0,농산물,본  점,74,2.135135135,0.227848101,4
549,105,30,29.0,가공식품,본  점,11,1.727272727,0.105263158,28
550,1475,531,,보석,본  점,5,1.8,0.777777778,9
551,78,54,,가공식품,분당점,6,4.333333333,0.0,41
552,0,0,,가공식품,부산본점,1,3.0,1.0,0
553,5825,915,150.0,기타,분당점,56,2.946428571,0.551515152,6
554,1524,235,,기타,포항점,12,5.5,0.242424242,26
555,316,99,,화장품,부산본점,5,2.0,0.9,54
556,140,42,,기타,분당점,9,2.777777778,0.04,32
557,151,22,,농산물,본  점,22,1.636363636,0.638888889,15
558,107,48,,캐주얼,영등포점,5,2.2,0.272727273,39
559,660,327,,시티웨어,영등포점,11,3.0,0.151515152,26
560,566,105,,기타,본  점,18,2.555555556,0.326086957,17
561,60,14,,농산물,잠실점,6,1.5,0.444444444,28
562,321,129,7.0,기타,노원점,5,2.8,0.857142857,54
563,22,21,,모피/피혁,분당점,1,2.0,0.0,0
564,648,147,,남성 캐주얼,분당점,12,2.0,0.458333333,17
565,379,142,90.0,화장품,안양점,11,1.818181818,0.35,28
566,2043,368,10.0,가공식품,본  점,44,3.772727273,0.403614458,8
567,141,41,9.0,화장품,본  점,10,1.9,0.157894737,27
568,13,10,,아동,일산점,1,2.0,0.0,0
569,409,147,,가공식품,부산본점,11,3.818181818,0.523809524,30
570,2678,374,736.0,시티웨어,분당점,52,2.288461538,0.336134454,6
571,1,0,,축산가공,일산점,1,6.0,0.0,0
572,13,13,,구두,잠실점,1,1.0,0.0,0
573,1516,189,,시티웨어,창원점,14,2.285714286,0.5625,21
574,4608,499,6.0,기타,안양점,53,3.132075472,0.656626506,6
575,986,206,309.0,디자이너,영등포점,29,2.034482759,0.169491525,12
576,80,57,,피혁잡화,일산점,1,2.0,1.0,0
577,4581,474,51.0,농산물,본  점,101,5.227722772,0.454545455,3
578,8,7,,육류,잠실점,2,1.5,0.333333333,85
579,62,31,5.0,가공식품,노원점,10,2.3,0.260869565,26
580,2365,370,,농산물,부평점,105,4.40952381,0.419006479,3
581,1069,528,569.0,디자이너,본  점,23,2.130434783,0.183673469,15
582,23,13,,기타,동래점,4,3.5,0.857142857,68
583,1615,278,297.0,화장품,본  점,34,1.411764706,0.270833333,10
584,209,126,,가공식품,본  점,9,1.777777778,0.0,22
585,533,238,194.0,기타,본  점,21,2.047619048,0.465116279,15
586,3875,871,345.0,시티웨어,본  점,52,2.653846154,0.224637681,6
587,26,26,,화장품,본  점,1,1.0,0.0,0
588,8,4,,가공식품,분당점,8,2.375,0.789473684,28
589,2,1,,가공식품,분당점,1,7.0,0.0,0
590,338,149,,구두,부산본점,5,2.4,0.0,41
591,181,43,,화장품,분당점,6,1.5,0.111111111,35
592,1890,238,293.0,차/커피,본  점,40,4.8,0.307291667,8
593,89,26,,수산품,미아점,4,4.0,0.125,46
594,2067,176,,기타,일산점,42,3.238095238,0.213235294,8
595,1046,177,540.0,젓갈/반찬,본  점,46,3.608695652,0.319277108,6
596,327,93,,가공식품,잠실점,18,3.055555556,0.072727273,15
597,7377,1513,530.0,명품,본  점,50,2.04,0.529411765,6
598,4,3,,가공식품,잠실점,1,4.0,0.0,0
599,367,64,18.0,가공식품,잠실점,31,2.258064516,0.314285714,9
600,659,300,20.0,명품,본  점,5,2.0,0.4,8
601,38,34,7.0,모피/피혁,영등포점,3,1.666666667,0.0,29
602,273,138,72.0,피혁잡화,잠실점,8,1.5,0.083333333,36
603,169,55,,기타,본  점,11,3.545454545,0.128205128,32
604,387,230,,시티웨어,영등포점,9,1.555555556,0.285714286,36
605,1345,968,,화장품,잠실점,18,2.055555556,0.351351351,19
606,197,45,48.0,가공식품,본  점,23,2.782608696,0.265625,15
607,152,41,,가공식품,본  점,9,2.888888889,0.384615385,37
608,3911,262,311.0,농산물,분당점,137,4.321167883,0.246621622,2
609,107,20,,육류,부산본점,9,3.222222222,0.965517241,36
610,1661,691,3.0,명품,본  점,21,1.476190476,0.387096774,13
611,128,88,,가공식품,청량리점,5,2.6,0.615384615,61
612,213,119,,남성 캐주얼,본  점,2,3.5,0.0,15
613,394,63,,가공식품,일산점,8,4.125,0.757575758,35
614,1433,118,6.0,기타,부평점,55,5.654545455,0.450160772,6
615,406,125,11.0,가공식품,영등포점,11,2.454545455,0.518518519,27
616,24,22,,수산품,본  점,2,4.0,1.0,28
617,28,20,,스포츠,잠실점,2,1.0,0.5,40
618,31,21,,화장품,본  점,2,1.0,0.0,106
619,363,557,571.0,화장품,본  점,13,2.0,0.615384615,20
620,39,39,,시티웨어,일산점,1,1.0,0.0,0
621,688,118,,가공식품,본  점,11,2.454545455,0.0,26
622,130,98,,골프,안양점,3,2.666666667,0.625,54
623,2843,277,282.0,기타,광주점,23,3.0,0.275362319,15
624,34,33,,화장품,분당점,1,2.0,0.0,0
625,3,3,,일용잡화,부평점,1,1.0,0.0,0
626,12,10,,기타,분당점,3,2.0,0.0,71
627,2761,379,657.0,기타,부산본점,62,2.177419355,0.2,5
628,118,118,,가구,본  점,1,1.0,0.0,0
629,158,6,,가공식품,청량리점,68,4.941176471,0.19047619,5
630,103,41,,침구/수예,분당점,5,1.4,0.0,30
631,346,72,,가공식품,본  점,36,2.277777778,0.219512195,9
632,873,65,88.0,기타,분당점,131,3.160305344,0.251207729,2
633,15362,1086,176.0,디자이너,잠실점,77,2.688311688,0.178743961,4
634,122,45,,기타,안양점,3,3.666666667,0.727272727,29
635,241,178,,모피/피혁,분당점,3,2.0,0.333333333,11
636,48,24,,농산물,분당점,10,1.7,0.176470588,26
637,1537,241,,화장품,본  점,19,2.578947368,0.244897959,18
638,5845,495,,골프,잠실점,48,1.6875,0.308641975,7
639,677,366,668.0,가공식품,강남점,33,2.363636364,0.153846154,10
640,405,152,202.0,기타,본  점,18,2.055555556,0.324324324,17
641,584,176,9.0,화장품,광주점,14,2.714285714,0.184210526,21
642,2179,588,305.0,스포츠,광주점,37,2.216216216,0.146341463,8
643,5,5,,모피/피혁,청량리점,1,1.0,1.0,0
644,2,2,,수산품,분당점,1,2.0,1.0,0
645,30,29,,섬유잡화,잠실점,1,2.0,0.0,0
646,1,1,,가공식품,잠실점,2,2.0,0.25,38
647,1646,257,34.0,기타,분당점,28,2.5,0.414285714,11
648,1684,400,4.0,기타,본  점,24,3.083333333,0.432432432,13
649,3,2,,가공식품,청량리점,1,4.0,0.0,0
650,42,28,,축산가공,강남점,4,3.75,0.2,63
651,83,80,,화장품,본  점,1,2.0,0.0,0
652,398,144,121.0,농산물,본  점,11,3.727272727,0.487804878,22
653,145,79,,건강식품,청량리점,4,1.0,0.25,81
654,64,38,,화장품,본  점,3,1.0,0.0,47
655,610,104,167.0,캐주얼,잠실점,19,2.263157895,0.255813953,17
656,598,297,,기타,본  점,18,1.833333333,0.090909091,17
657,553,174,,디자이너,영등포점,5,1.2,0.5,58
658,592,519,,가공식품,일산점,7,1.571428571,0.272727273,47
659,9,4,,가공식품,강남점,2,3.5,0.142857143,55
660,5297,476,874.0,화장품,본  점,64,2.171875,0.194244604,5
661,551,117,,디자이너,부산본점,15,1.666666667,0.28,22
662,233,91,,주방용품,영등포점,3,1.333333333,0.0,64
663,55,31,,셔츠,광주점,3,2.0,0.833333333,28
664,2,2,,농산물,영등포점,1,2.0,0.0,0
665,1,91,95.0,시티웨어,대전점,3,2.0,0.166666667,2
666,103,74,122.0,섬유잡화,일산점,14,2.214285714,0.516129032,4
667,1664,1150,110.0,가공식품,노원점,20,2.15,0.279069767,14
668,249,153,3.0,가공식품,일산점,7,2.0,0.285714286,41
669,1447,176,,시티웨어,안양점,9,2.222222222,0.25,37
670,402,110,,화장품,잠실점,4,1.5,0.666666667,72
671,162,131,,일용잡화,분당점,3,3.0,0.222222222,104
672,104,42,,기타,분당점,7,2.0,0.214285714,48
673,233,99,,가공식품,본  점,5,2.0,0.1,59
674,9335,1211,1614.0,아동,일산점,53,2.094339623,0.738738739,6
675,152,40,,가공식품,잠실점,7,3.857142857,0.259259259,43
676,136,143,35.0,시티웨어,일산점,3,1.0,0.333333333,34
677,296,108,2.0,가공식품,영등포점,28,3.571428571,0.19,12
678,873,234,,기타,광주점,12,4.75,0.315789474,22
679,4641,287,,디자이너,본  점,41,3.170731707,0.8,8
680,6,6,,일용잡화,청량리점,1,1.0,1.0,0
681,2859,1291,,가공식품,본  점,11,3.090909091,0.147058824,20
682,92,92,,디자이너,본  점,1,1.0,0.0,0
683,3541,581,310.0,캐주얼,일산점,49,1.979591837,0.226804124,7
684,17,15,,수산품,영등포점,2,1.5,0.333333333,11
685,426,109,,농산물,부평점,6,3.833333333,0.347826087,35
686,8,8,,스포츠,본  점,1,1.0,0.0,0
687,734,276,,축산가공,부산본점,16,1.5625,0.04,21
688,981,432,474.0,기타,관악점,31,2.451612903,0.131578947,11
689,466,108,,캐주얼,일산점,26,2.076923077,0.12962963,13
690,154,50,,아동,잠실점,2,4.0,1.0,4
691,929,190,32.0,디자이너,대전점,12,4.083333333,0.489795918,24
692,2,1,,기타,분당점,1,7.0,0.0,0
693,669,159,,일용잡화,부산본점,25,3.24,0.333333333,14
694,100,21,,수산품,본  점,6,4.5,0.62962963,59
695,340,819,1886.0,주방가전,잠실점,9,1.444444444,0.307692308,10
696,110,92,,스포츠,영등포점,3,1.333333333,0.5,70
697,1020,113,,화장품,잠실점,18,2.333333333,0.357142857,18
698,4102,379,18.0,스포츠,잠실점,47,1.957446809,0.456521739,7
699,111,49,,가공식품,잠실점,12,5.666666667,0.147058824,25
700,428,171,,섬유잡화,잠실점,10,1.8,0.111111111,29
701,219,78,,화장품,분당점,9,1.333333333,0.25,33
702,146,93,,디자이너,본  점,2,2.5,0.0,3
703,33,30,30.0,피혁잡화,일산점,4,1.0,1.0,29
704,50,50,,피혁잡화,대전점,1,1.0,0.0,0
705,1112,313,150.0,시티웨어,영등포점,15,1.333333333,0.4,21
706,94,87,,가공식품,본  점,4,3.0,0.083333333,75
707,3011,319,81.0,기타,부평점,66,6.212121212,0.214634146,5
708,1941,534,579.0,가공식품,본  점,16,1.75,0.321428571,7
709,107,76,,농산물,잠실점,4,2.75,0.363636364,73
710,1718,517,2.0,기타,잠실점,16,2.375,0.315789474,19
711,21,20,,축산가공,본  점,1,2.0,0.0,0
712,461,174,,화장품,본  점,9,3.0,0.777777778,30
713,27,68,68.0,가공식품,본  점,4,2.0,0.125,41
714,1861,737,937.0,명품,잠실점,41,1.853658537,0.105263158,8
715,2028,204,372.0,기타,분당점,133,4.37593985,0.286941581,2
716,14,9,,화장품,분당점,1,3.0,0.0,0
717,43,41,,모피/피혁,청량리점,1,2.0,1.0,0
718,26,25,,시티웨어,인천점,1,2.0,0.0,0
719,1131,103,,기타,창원점,24,3.208333333,0.571428571,11
720,1682,481,109.0,기타,일산점,75,4.56,0.614035088,4
721,4,2,,수산품,잠실점,1,6.0,0.0,0
722,2885,329,152.0,기타,잠실점,84,4.428571429,0.309139785,4
723,3048,1145,532.0,디자이너,분당점,33,2.090909091,0.115942029,10
724,635,193,,화장품,본  점,5,2.0,0.0,45
725,497,102,102.0,건강식품,분당점,21,2.380952381,0.26,16
726,1027,364,,농산물,대구점,7,3.142857143,0.318181818,29
727,312,71,,남성 캐주얼,본  점,7,2.428571429,0.0,34
728,37,30,,캐주얼,분당점,2,1.0,0.0,50
729,95,70,28.0,가공식품,대전점,7,4.428571429,0.580645161,42
730,78,48,,건강식품,영등포점,1,4.0,0.0,0
731,1606,538,144.0,명품,본  점,33,2.060606061,0.191176471,10
732,0,0,,가공식품,분당점,1,2.0,0.0,0
733,486,110,,가공식품,일산점,11,1.545454545,0.235294118,24
734,466,63,,기타,분당점,12,2.833333333,0.0,25
735,786,252,46.0,농산물,강남점,21,3.761904762,0.012658228,13
736,80,80,,건강식품,본  점,1,1.0,0.0,0
737,44,19,,모피/피혁,영등포점,4,2.25,0.0,37
738,6,2,,가공식품,본  점,3,3.333333333,0.3,23
739,14,3,,축산가공,분당점,3,9.333333333,0.0,12
740,23,11,,기타,일산점,2,4.0,0.25,10
741,3342,600,,기타,분당점,23,4.52173913,0.288461538,14
742,3,1,,가공식품,부산본점,2,7.0,0.0,14
743,599,98,11.0,농산물,노원점,31,3.451612903,0.065420561,9
744,2874,255,298.0,골프,부평점,57,2.543859649,0.4,6
745,1397,511,,가공식품,부산본점,13,1.846153846,0.208333333,26
746,280,54,114.0,모피/피혁,강남점,26,2.0,0.403846154,13
747,209,106,,차/커피,본  점,6,2.333333333,0.714285714,39
748,834,327,173.0,섬유잡화,잠실점,18,2.222222222,0.2,19
749,104,55,43.0,화장품,잠실점,4,1.25,0.6,62
750,513,399,,디자이너,영등포점,2,1.0,0.0,119
751,4911,270,262.0,기타,일산점,73,2.356164384,0.197674419,4
752,9,4,,모피/피혁,영등포점,2,2.5,0.6,5
753,1,1,,시티웨어,잠실점,1,1.0,0.0,0
754,4,1,,수산품,분당점,1,8.0,0.0,0
755,1,1,,농산물,분당점,1,3.0,0.0,0
756,20,6,,농산물,본  점,1,12.0,0.0,0
757,119,106,,시티웨어,잠실점,3,1.666666667,0.0,74
758,41,22,,구두,영등포점,2,1.5,0.666666667,18
759,3028,396,1175.0,기타,일산점,66,2.46969697,0.153374233,5
760,226,60,,화장품,본  점,6,2.0,0.5,49
761,352,173,,섬유잡화,본  점,16,2.1875,0.228571429,21
762,11,9,,커리어,잠실점,2,1.0,0.5,48
763,10,10,,화장품,분당점,1,1.0,0.0,0
764,6,6,,피혁잡화,잠실점,1,1.0,1.0,0
765,192,90,,명품,동래점,2,2.5,0.2,149
766,174,75,,가공식품,일산점,4,5.5,0.727272727,49
767,1,1,,일용잡화,본  점,1,1.0,0.0,0
768,5,2,,섬유잡화,분당점,2,1.0,0.0,125
769,271,271,,디자이너,잠실점,1,1.0,0.0,0
770,1770,555,,시티웨어,분당점,24,1.916666667,0.108695652,13
771,371,20,,기타,분당점,56,9.053571429,0.26035503,6
772,979,381,,기타,본  점,12,5.166666667,0.161290323,26
773,0,0,,스포츠,잠실점,1,1.0,1.0,0
774,249,128,,골프,잠실점,4,1.5,0.333333333,57
775,302,149,134.0,시티웨어,대전점,11,2.181818182,0.25,29
776,42,40,,섬유잡화,본  점,1,2.0,0.0,0
777,100,99,,가공식품,본  점,1,2.0,1.0,0
778,2960,1212,142.0,시티웨어,부평점,24,1.625,0.256410256,14
779,3567,276,97.0,디자이너,잠실점,31,1.774193548,0.4,11
780,282,282,,가구,분당점,1,1.0,0.0,0
781,24,8,,화장품,분당점,3,2.333333333,1.0,35
782,179,85,,기타,미아점,14,5.0,0.2,25
783,1416,254,,농산물,본  점,51,4.31372549,0.25,7
784,5372,482,73.0,캐주얼,본  점,63,3.666666667,0.528138528,5
785,2885,167,91.0,가공식품,잠실점,36,3.833333333,0.427536232,9
786,607,105,76.0,가공식품,본  점,39,2.076923077,0.148148148,8
787,944,219,161.0,육류,영등포점,61,2.098360656,0.53125,5
788,88,88,,주방가전,분당점,1,1.0,0.0,0
789,85,24,,가공식품,분당점,15,5.8,0.344827586,22
790,616,63,,기타,분당점,44,6.431818182,0.374558304,8
791,222,93,25.0,시티웨어,강남점,6,1.833333333,0.454545455,30
792,602,78,11.0,가공식품,부평점,14,4.785714286,0.268656716,18
793,64,63,,캐주얼,잠실점,1,3.0,0.0,0
794,695,97,9.0,기타,일산점,18,5.277777778,0.4,10
795,10,10,,주방용품,미아점,1,1.0,0.0,0
796,2712,1262,2561.0,디자이너,인천점,43,1.813953488,0.384615385,8
797,724,243,21.0,섬유잡화,본  점,17,2.176470588,0.27027027,14
798,15,15,,화장품,일산점,1,1.0,0.0,0
799,469,36,,화장품,강남점,25,3.04,0.5,13
800,3035,430,,디자이너,본  점,13,2.538461538,0.0,24
801,522,246,,시티웨어,본  점,6,1.666666667,0.0,41
