주문일시,주문번호,매출구분명,결제수단,공급가액,부가세,합계
2021-09-30,T12000002VFQ,카드매출,배민페이(카드결제),"10,455 원","1,045 원","11,500 원"
2021-09-30,T12000007A1G,카드매출,신용카드,"13,091 원","1,309 원","14,400 원"
2021-09-30,T12000007R1H,카드매출,네이버페이,"10,909 원","1,091 원","12,000 원"
2021-09-30,B120021YLJ,현금매출,배민페이머니,"18,273 원","1,827 원","20,100 원"
2021-09-30,B120022L7S,현금매출,배민페이(계좌이체),"13,182 원","1,318 원","14,500 원"
2021-09-30,T12000006XCZ,현금매출,카카오페이,"21,636 원","2,164 원","23,800 원"
2021-10-01,B12100OJYY,기타매출,쿠폰,"1,818 원",182 원,"2,000 원"
2021-10-01,T12100006LV9,기타매출,회원포인트,65 원,7 원,72 원
2021-10-01,T12100006LV9,기타매출,휴대폰,"23,025 원","2,303 원","25,328 원"
2021-10-01,T12100006TB6,기타매출,쿠폰,455 원,45 원,500 원
2021-10-01,T1210000A6CO,기타매출,쿠폰,455 원,45 원,500 원
2021-10-01,B12100OJYY,카드매출,신용카드,"16,818 원","1,682 원","18,500 원"
2021-10-01,B12100OK3X,카드매출,신용카드,"21,909 원","2,191 원","24,100 원"
2021-10-01,B12100XXEB,카드매출,네이버페이,"23,091 원","2,309 원","25,400 원"
2021-10-01,B121012OVA,카드매출,신용카드,"21,000 원","2,100 원","23,100 원"
2021-10-01,B1210218MN,카드매출,신용카드,"11,364 원","1,136 원","12,500 원"
2021-10-01,B12102A7L7,카드매출,배민페이(카드결제),"23,000 원","2,300 원","25,300 원"
2021-10-01,T12100005SNG,카드매출,신용카드,"28,636 원","2,864 원","31,500 원"
2021-10-01,T121000063AJ,카드매출,신용카드,"13,545 원","1,355 원","14,900 원"
2021-10-01,T1210000A6CO,카드매출,배민페이(카드결제),"10,455 원","1,045 원","11,500 원"
2021-10-01,B12100PCYQ,현금매출,네이버페이,"12,818 원","1,282 원","14,100 원"
2021-10-01,B121012KIQ,현금매출,네이버페이,"10,455 원","1,045 원","11,500 원"
2021-10-01,B12101TOCM,현금매출,배민페이머니,"13,636 원","1,364 원","15,000 원"
2021-10-01,B121022RB7,현금매출,배민페이(계좌이체),"16,909 원","1,691 원","18,600 원"
2021-10-01,T12100006TB6,현금매출,배민페이머니,"21,182 원","2,118 원","23,300 원"
2021-10-02,B122027AHT,기타매출,쿠폰,909 원,91 원,"1,000 원"
2021-10-02,T12200004UUB,기타매출,쿠폰,455 원,45 원,500 원
2021-10-02,T12200004UUB,기타매출,회원포인트,49 원,5 원,54 원
2021-10-02,T1220000908A,기타매출,쿠폰,455 원,45 원,500 원
2021-10-02,B12201NP82,카드매출,배민페이(카드결제),"10,455 원","1,045 원","11,500 원"
2021-10-02,B122027AHT,카드매출,배민페이(카드결제),"12,273 원","1,227 원","13,500 원"
2021-10-02,B12202B2VK,카드매출,신용카드,"14,727 원","1,473 원","16,200 원"
2021-10-02,T12200004UUB,카드매출,배민페이(카드결제),"11,133 원","1,113 원","12,246 원"
2021-10-02,T12200008BRB,카드매출,신용카드,"18,182 원","1,818 원","20,000 원"
2021-10-02,T1220000908A,카드매출,배민페이(카드결제),"11,000 원","1,100 원","12,100 원"
2021-10-02,B122014JH7,현금매출,배민페이머니,"18,364 원","1,836 원","20,200 원"
2021-10-02,B12201A8L8,현금매출,카카오페이,"18,273 원","1,827 원","20,100 원"
2021-10-02,B12202083P,현금매출,배민페이머니,"12,727 원","1,273 원","14,000 원"
2021-10-02,T1220000AAMY,현금매출,배민페이(계좌이체),"6,364 원",636 원,"7,000 원"
2021-10-02,T1220000AAMY,현금매출,상품권,"6,273 원",627 원,"6,900 원"
2021-10-03,T12300005VSI,기타매출,쿠폰,455 원,45 원,500 원
2021-10-03,B12300SQUD,카드매출,신용카드,"6,818 원",682 원,"7,500 원"
2021-10-03,B123014UK8,카드매출,신용카드,"23,727 원","2,373 원","26,100 원"
2021-10-03,B12302KD8D,카드매출,신용카드,"12,636 원","1,264 원","13,900 원"
2021-10-03,B12302LTNY,카드매출,카카오페이,"9,818 원",982 원,"10,800 원"
2021-10-03,T12300005VSI,카드매출,신용카드,"10,455 원","1,045 원","11,500 원"
2021-10-03,T123000089R0,카드매출,배민페이(카드결제),"23,182 원","2,318 원","25,500 원"
2021-10-03,T1230000A9CO,카드매출,네이버페이,"11,364 원","1,136 원","12,500 원"
2021-10-03,T1230000ALJL,카드매출,배민페이(카드결제),"10,909 원","1,091 원","12,000 원"
2021-10-03,B123011Q10,현금매출,네이버페이,"20,182 원","2,018 원","22,200 원"
2021-10-03,B12301CNRB,현금매출,토스,"17,818 원","1,782 원","19,600 원"
2021-10-03,T123000099DP,현금매출,카카오페이,"11,818 원","1,182 원","13,000 원"
2021-10-04,B124012T72,기타매출,회원포인트,456 원,46 원,502 원
2021-10-04,T12400003P8A,기타매출,쿠폰,455 원,45 원,500 원
2021-10-04,B124012T72,카드매출,배민페이(카드결제),"18,725 원","1,873 원","20,598 원"
2021-10-04,B12402AGDV,카드매출,신용카드,"15,545 원","1,555 원","17,100 원"
2021-10-04,B12402K6W2,카드매출,신용카드,"10,545 원","1,055 원","11,600 원"
2021-10-04,T12400003S94,카드매출,네이버페이,"11,091 원","1,109 원","12,200 원"
2021-10-04,B12400W57E,현금매출,네이버페이,"10,818 원","1,082 원","11,900 원"
2021-10-04,T12400003P8A,현금매출,카카오페이,"14,000 원","1,400 원","15,400 원"
2021-10-05,B12500Y8HN,기타매출,휴대폰,"25,182 원","2,518 원","27,700 원"
2021-10-05,B12500Y8HN,기타매출,쿠폰,909 원,91 원,"1,000 원"
2021-10-05,B12501TV96,기타매출,휴대폰,"11,364 원","1,136 원","12,500 원"
2021-10-05,B12500YI10,카드매출,신용카드,"13,182 원","1,318 원","14,500 원"
2021-10-05,T12500006UQ8,카드매출,신용카드,"15,273 원","1,527 원","16,800 원"
2021-10-05,B12501N282,현금매출,토스,"16,091 원","1,609 원","17,700 원"
2021-10-05,T12500006L67,현금매출,네이버페이,"15,000 원","1,500 원","16,500 원"
2021-10-06,B126019LHM,기타매출,쿠폰,909 원,91 원,"1,000 원"
2021-10-06,B12601FJWI,기타매출,쿠폰,909 원,91 원,"1,000 원"
2021-10-06,B12601LIRW,기타매출,쿠폰,909 원,91 원,"1,000 원"
2021-10-06,T126000063PA,기타매출,쿠폰,"2,727 원",273 원,"3,000 원"
2021-10-06,T126000063PA,기타매출,회원포인트,382 원,38 원,420 원
2021-10-06,B126015071,카드매출,배민페이(카드결제),"15,182 원","1,518 원","16,700 원"
2021-10-06,B12601C7CZ,카드매출,배민페이(카드결제),"14,727 원","1,473 원","16,200 원"
2021-10-06,B12601FJWI,카드매출,신용카드,"16,545 원","1,655 원","18,200 원"
2021-10-06,B12601LIRW,카드매출,신용카드,"12,909 원","1,291 원","14,200 원"
2021-10-06,T126000025WK,카드매출,카카오페이,"10,909 원","1,091 원","12,000 원"
2021-10-06,T126000063PA,카드매출,배민페이(카드결제),"20,073 원","2,007 원","22,080 원"
2021-10-06,T12600008XHD,카드매출,네이버페이,"10,909 원","1,091 원","12,000 원"
2021-10-06,B126019LHM,현금매출,배민페이머니,"12,018 원","1,202 원","13,220 원"
2021-10-06,B12601OWCI,현금매출,토스,"23,091 원","2,309 원","25,400 원"
2021-10-06,T12600009SU2,현금매출,네이버페이,"10,909 원","1,091 원","12,000 원"
2021-10-07,B127020UAE,기타매출,쿠폰,909 원,91 원,"1,000 원"
2021-10-07,B12701YCWO,카드매출,신용카드,"12,864 원","1,286 원","14,150 원"
2021-10-07,B12701ZRJR,카드매출,배민페이(카드결제),"11,136 원","1,114 원","12,250 원"
2021-10-07,B127020UAE,현금매출,배민페이(계좌이체),"15,091 원","1,509 원","16,600 원"
2021-10-07,T12700008MT2,현금매출,배민페이(계좌이체),"12,636 원","1,264 원","13,900 원"
2021-10-08,B12801T8XW,기타매출,쿠폰,909 원,91 원,"1,000 원"
2021-10-08,B12801T8XW,카드매출,신용카드,"14,000 원","1,400 원","15,400 원"
2021-10-08,B12802DJLQ,카드매출,배민페이(카드결제),"14,727 원","1,473 원","16,200 원"
2021-10-08,T128000024CR,카드매출,배민페이(카드결제),"11,364 원","1,136 원","12,500 원"
2021-10-08,T12800008SMX,카드매출,카카오페이,"11,273 원","1,127 원","12,400 원"
2021-10-08,B12800P819,현금매출,토스,"11,364 원","1,136 원","12,500 원"
2021-10-08,B12800WT92,현금매출,토스,"14,545 원","1,455 원","16,000 원"
2021-10-08,T12800004AB0,현금매출,카카오페이,"13,091 원","1,309 원","14,400 원"
2021-10-09,T1290000543N,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-10-09,B1290166TO,카드매출,신용카드,"13,491 원","1,349 원","14,840 원"
2021-10-09,B12901BT8L,카드매출,신용카드,"15,182 원","1,518 원","16,700 원"
2021-10-09,B12901X82I,카드매출,네이버페이,"10,909 원","1,091 원","12,000 원"
2021-10-09,T1290000543N,카드매출,배민페이(카드결제),"11,000 원","1,100 원","12,100 원"
2021-10-09,T12900008E87,카드매출,배민페이(카드결제),"13,091 원","1,309 원","14,400 원"
2021-10-09,T12900009D8Y,카드매출,카카오페이,"11,818 원","1,182 원","13,000 원"
2021-10-09,B12901290N,현금매출,토스,"14,091 원","1,409 원","15,500 원"
2021-10-09,B12902G2PI,현금매출,카카오페이,"31,545 원","3,155 원","34,700 원"
2021-10-09,T12900007G6P,현금매출,카카오페이,"17,273 원","1,727 원","19,000 원"
2021-10-10,B12A00RGXL,기타매출,휴대폰,"16,364 원","1,636 원","18,000 원"
2021-10-10,B12A01DGFF,기타매출,회원포인트,364 원,36 원,400 원
2021-10-10,T12A00005XX8,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-10-10,T12A000089TY,기타매출,휴대폰,"14,909 원","1,491 원","16,400 원"
2021-10-10,T12A000089TY,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-10-10,T12A00008VUC,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-10-10,T12A0000A0I6,기타매출,쿠폰,455 원,45 원,500 원
2021-10-10,T12A0000ABZU,기타매출,쿠폰,455 원,45 원,500 원
2021-10-10,B12A00SKSN,카드매출,배민페이(카드결제),"14,636 원","1,464 원","16,100 원"
2021-10-10,B12A00VPTF,카드매출,배민페이(카드결제),"11,273 원","1,127 원","12,400 원"
2021-10-10,B12A00WY7Y,카드매출,네이버페이,"15,182 원","1,518 원","16,700 원"
2021-10-10,B12A01DGFF,카드매출,배민페이(카드결제),"4,091 원",409 원,"4,500 원"
2021-10-10,B12A01EREU,카드매출,카카오페이,"18,818 원","1,882 원","20,700 원"
2021-10-10,B12A01R7KC,카드매출,카카오페이,"10,455 원","1,045 원","11,500 원"
2021-10-10,T12A000051GP,카드매출,배민페이(카드결제),"14,000 원","1,400 원","15,400 원"
2021-10-10,T12A00005XX8,카드매출,네이버페이,"11,727 원","1,173 원","12,900 원"
2021-10-10,T12A00008VUC,카드매출,네이버페이,"11,273 원","1,127 원","12,400 원"
2021-10-10,T12A0000AA7U,카드매출,네이버페이,"13,636 원","1,364 원","15,000 원"
2021-10-10,T12A0000ABZU,카드매출,카카오페이,"16,727 원","1,673 원","18,400 원"
2021-10-10,T12A0000A0I6,현금매출,카카오페이,"16,364 원","1,636 원","18,000 원"
2021-10-11,B12B0290OE,기타매출,휴대폰,"10,909 원","1,091 원","12,000 원"
2021-10-11,B12B02IXJ8,기타매출,쿠폰,909 원,91 원,"1,000 원"
2021-10-11,B12B00TSB4,카드매출,신용카드,"18,727 원","1,873 원","20,600 원"
2021-10-11,B12B02HDO0,카드매출,신용카드,"13,182 원","1,318 원","14,500 원"
2021-10-11,B12B02IXJ8,카드매출,네이버페이,"12,273 원","1,227 원","13,500 원"
2021-10-11,B12B02KPXK,카드매출,배민페이(카드결제),"3,182 원",318 원,"3,500 원"
2021-10-11,T12B00006UBV,카드매출,배민페이(카드결제),"27,273 원","2,727 원","30,000 원"
2021-10-11,B12B00XQU1,현금매출,카카오페이,"7,773 원",777 원,"8,550 원"
2021-10-11,B12B01V15S,현금매출,배민페이(계좌이체),"13,636 원","1,364 원","15,000 원"
2021-10-11,B12B01XI15,현금매출,토스,"19,273 원","1,927 원","21,200 원"
2021-10-11,T12B00003L5C,현금매출,배민페이머니,"16,636 원","1,664 원","18,300 원"
2021-10-11,T12B0000APU3,현금매출,카카오페이,"21,182 원","2,118 원","23,300 원"
2021-10-12,T12C00003GVM,기타매출,쿠폰,455 원,45 원,500 원
2021-10-12,T12C00003N0I,기타매출,네이버페이,675 원,68 원,743 원
2021-10-12,T12C00003N0I,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-10-12,B12C00GGJG,카드매출,배민페이(카드결제),"13,500 원","1,350 원","14,850 원"
2021-10-12,B12C013CMT,카드매출,배민페이(카드결제),"19,000 원","1,900 원","20,900 원"
2021-10-12,T12C00008DQ7,카드매출,네이버페이,"10,909 원","1,091 원","12,000 원"
2021-10-12,B12C00SKST,현금매출,토스,"7,364 원",736 원,"8,100 원"
2021-10-12,T12C00003GVM,현금매출,카카오페이,"10,909 원","1,091 원","12,000 원"
2021-10-12,T12C00003N0I,현금매출,네이버페이,"11,597 원","1,160 원","12,757 원"
2021-10-13,B12D010BT7,기타매출,휴대폰,"5,455 원",545 원,"6,000 원"
2021-10-13,T12D00002KVJ,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-10-13,T12D00003554,기타매출,쿠폰,455 원,45 원,500 원
2021-10-13,T12D00003RQK,기타매출,쿠폰,455 원,45 원,500 원
2021-10-13,T12D000040QW,기타매출,쿠폰,455 원,45 원,500 원
2021-10-13,B12D00J73P,카드매출,신용카드,"10,909 원","1,091 원","12,000 원"
2021-10-13,B12D013BV9,카드매출,네이버페이,"13,773 원","1,377 원","15,150 원"
2021-10-13,B12D01LVZV,카드매출,배민페이(카드결제),"14,727 원","1,473 원","16,200 원"
2021-10-13,T12D00002KVJ,카드매출,네이버페이,"9,545 원",955 원,"10,500 원"
2021-10-13,T12D00003554,카드매출,배민페이(카드결제),"10,909 원","1,091 원","12,000 원"
2021-10-13,T12D00003RQK,카드매출,카카오페이,"11,000 원","1,100 원","12,100 원"
2021-10-13,T12D000040QW,카드매출,네이버페이,"11,000 원","1,100 원","12,100 원"
2021-10-13,T12D00005NLI,카드매출,배민페이(카드결제),"27,727 원","2,773 원","30,500 원"
2021-10-13,T12D00008TQ6,카드매출,카카오페이,"11,500 원","1,150 원","12,650 원"
2021-10-13,B12D00OPY6,현금매출,배민페이(계좌이체),"13,091 원","1,309 원","14,400 원"
2021-10-13,B12D00ZQCR,현금매출,카카오페이,"25,455 원","2,545 원","28,000 원"
2021-10-13,B12D01KSOS,현금매출,네이버페이,"13,182 원","1,318 원","14,500 원"
2021-10-13,B12D01TFBT,현금매출,배민페이머니,"11,591 원","1,159 원","12,750 원"
2021-10-13,T12D00006W1Q,현금매출,카카오페이,"10,909 원","1,091 원","12,000 원"
2021-10-14,B12E00N4WV,기타매출,휴대폰,"12,273 원","1,227 원","13,500 원"
2021-10-14,B12E011V45,기타매출,휴대폰,"5,455 원",545 원,"6,000 원"
2021-10-14,T12E000083JV,기타매출,네이버페이,"13,565 원","1,356 원","14,921 원"
2021-10-14,T12E000083JV,기타매출,OK캐쉬백,299 원,30 원,329 원
2021-10-14,B12E00U9Y1,카드매출,신용카드,"25,455 원","2,545 원","28,000 원"
2021-10-14,B12E01H15Y,카드매출,배민페이(카드결제),"3,182 원",318 원,"3,500 원"
2021-10-14,B12E01O109,카드매출,배민페이(카드결제),"19,182 원","1,918 원","21,100 원"
2021-10-14,T12E00008QSO,카드매출,네이버페이,"11,500 원","1,150 원","12,650 원"
2021-10-14,B12E00MS8S,현금매출,카카오페이,"17,455 원","1,745 원","19,200 원"
2021-10-14,B12E00T2QX,현금매출,배민페이머니,"13,636 원","1,364 원","15,000 원"
2021-10-14,T12E00007DU2,현금매출,카카오페이,"11,364 원","1,136 원","12,500 원"
2021-10-15,B12F00VEQR,기타매출,네이버페이,203 원,20 원,223 원
2021-10-15,T12F00003837,기타매출,쿠폰,"3,182 원",318 원,"3,500 원"
2021-10-15,T12F00003BDP,기타매출,쿠폰,455 원,45 원,500 원
2021-10-15,T12F00008HX1,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-10-15,B12F00VEQR,카드매출,네이버페이,"16,364 원","1,636 원","18,000 원"
2021-10-15,B12F01I748,카드매출,신용카드,"12,727 원","1,273 원","14,000 원"
2021-10-15,B12F01ZBTI,카드매출,신용카드,"23,909 원","2,391 원","26,300 원"
2021-10-15,T12F00003BDP,카드매출,배민페이(카드결제),"10,455 원","1,045 원","11,500 원"
2021-10-15,T12F00003NVJ,카드매출,만나서결제-카드,"11,818 원","1,182 원","13,000 원"
2021-10-15,T12F00004GF6,카드매출,배민페이(카드결제),"10,909 원","1,091 원","12,000 원"
2021-10-15,T12F00008HX1,카드매출,신용카드,"16,727 원","1,673 원","18,400 원"
2021-10-15,T12F0000ANHW,카드매출,배민페이(카드결제),"16,364 원","1,636 원","18,000 원"
2021-10-15,B12F00QORZ,현금매출,네이버페이,"10,909 원","1,091 원","12,000 원"
2021-10-15,B12F00VEQR,현금매출,네이버페이,252 원,25 원,277 원
2021-10-15,B12F00YR8W,현금매출,토스,"13,636 원","1,364 원","15,000 원"
2021-10-15,T12F00003837,현금매출,상품권,"8,545 원",855 원,"9,400 원"
2021-10-16,B12G01GJ7H,기타매출,회원포인트,148 원,15 원,163 원
2021-10-16,T12G00009QXZ,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-10-16,B12G010YI5,카드매출,배민페이(카드결제),"16,318 원","1,632 원","17,950 원"
2021-10-16,B12G0148QT,카드매출,신용카드,"23,273 원","2,327 원","25,600 원"
2021-10-16,B12G016I6A,카드매출,신용카드,"15,636 원","1,564 원","17,200 원"
2021-10-16,B12G019RBH,카드매출,신용카드,"10,455 원","1,045 원","11,500 원"
2021-10-16,B12G01R7HT,카드매출,배민페이(카드결제),"15,182 원","1,518 원","16,700 원"
2021-10-16,B12G025LJP,카드매출,배민페이(카드결제),"14,864 원","1,486 원","16,350 원"
2021-10-16,B12G02KA1D,카드매출,신용카드,"11,591 원","1,159 원","12,750 원"
2021-10-16,B12G02N0LG,카드매출,신용카드,"18,273 원","1,827 원","20,100 원"
2021-10-16,T12G00009QXZ,카드매출,배민페이(카드결제),"15,909 원","1,591 원","17,500 원"
2021-10-16,B12G00V2N1,현금매출,배민페이(계좌이체),"14,636 원","1,464 원","16,100 원"
2021-10-16,B12G01A2H4,현금매출,네이버페이,"11,364 원","1,136 원","12,500 원"
2021-10-16,B12G01CT43,현금매출,배민페이머니,"10,455 원","1,045 원","11,500 원"
2021-10-16,B12G01CV0A,현금매출,카카오페이,"12,182 원","1,218 원","13,400 원"
2021-10-16,B12G01GJ7H,현금매출,배민페이(계좌이체),"13,488 원","1,349 원","14,837 원"
2021-10-16,B12G01NGLE,현금매출,배민페이머니,"13,182 원","1,318 원","14,500 원"
2021-10-17,B12H0108WM,기타매출,회원포인트,88 원,9 원,97 원
2021-10-17,B12H021LDH,기타매출,회원포인트,80 원,8 원,88 원
2021-10-17,B12H021LDH,기타매출,쿠폰,909 원,91 원,"1,000 원"
2021-10-17,T12H00005B5I,기타매출,쿠폰,"1,818 원",182 원,"2,000 원"
2021-10-17,T12H00005UHN,기타매출,쿠폰,"1,364 원",136 원,"1,500 원"
2021-10-17,B12H00XP0H,카드매출,배민페이(카드결제),"12,273 원","1,227 원","13,500 원"
2021-10-17,B12H0108WM,카드매출,배민페이(카드결제),"13,548 원","1,355 원","14,903 원"
2021-10-17,B12H01CSW5,카드매출,네이버페이,"19,000 원","1,900 원","20,900 원"
2021-10-17,B12H01D3F4,카드매출,배민페이(카드결제),"15,864 원","1,586 원","17,450 원"
2021-10-17,B12H023MMW,카드매출,배민페이(카드결제),"11,000 원","1,100 원","12,100 원"
2021-10-17,B12H02BCYO,카드매출,신용카드,"12,600 원","1,260 원","13,860 원"
2021-10-17,B12H02KS9R,카드매출,네이버페이,"9,091 원",909 원,"10,000 원"
2021-10-17,T12H000048NO,카드매출,신용카드,"11,636 원","1,164 원","12,800 원"
2021-10-17,T12H00005B5I,카드매출,카카오페이,"21,682 원","2,168 원","23,850 원"
2021-10-17,T12H0000AGZ2,카드매출,카카오페이,"10,909 원","1,091 원","12,000 원"
2021-10-17,T12H0000B1JO,카드매출,카카오페이,"12,182 원","1,218 원","13,400 원"
2021-10-17,B12H00T8W5,현금매출,네이버페이,"23,091 원","2,309 원","25,400 원"
2021-10-17,B12H0199CF,현금매출,네이버페이,"12,727 원","1,273 원","14,000 원"
2021-10-17,B12H01MER4,현금매출,네이버페이,"11,000 원","1,100 원","12,100 원"
2021-10-17,B12H021LDH,현금매출,배민페이(계좌이체),"11,602 원","1,160 원","12,762 원"
2021-10-17,B12H02KS9R,현금매출,네이버페이,"5,227 원",523 원,"5,750 원"
2021-10-17,T12H00004HPA,현금매출,배민페이(계좌이체),"11,000 원","1,100 원","12,100 원"
2021-10-17,T12H00005UHN,현금매출,배민페이머니,"11,273 원","1,127 원","12,400 원"
2021-10-17,T12H00009EFD,현금매출,네이버페이,"11,818 원","1,182 원","13,000 원"
2021-10-17,T12H0000A9RF,현금매출,카카오페이,"16,182 원","1,618 원","17,800 원"
2021-10-18,B12I00YA9A,기타매출,휴대폰,"15,727 원","1,573 원","17,300 원"
2021-10-18,T12I00006U6R,기타매출,쿠폰,455 원,45 원,500 원
2021-10-18,T12I00007UUO,기타매출,쿠폰,455 원,45 원,500 원
2021-10-18,T12I00008F3F,기타매출,쿠폰,455 원,45 원,500 원
2021-10-18,B12I00SH1G,카드매출,네이버페이,"12,273 원","1,227 원","13,500 원"
2021-10-18,T12I00006U6R,카드매출,배민페이(카드결제),"10,455 원","1,045 원","11,500 원"
2021-10-18,T12I00006Z0G,카드매출,배민페이(카드결제),"21,636 원","2,164 원","23,800 원"
2021-10-18,T12I00007UUO,카드매출,배민페이(카드결제),"11,455 원","1,145 원","12,600 원"
2021-10-18,T12I00008F3F,카드매출,네이버페이,"11,182 원","1,118 원","12,300 원"
2021-10-18,B12I00M5EW,현금매출,토스,"13,182 원","1,318 원","14,500 원"
2021-10-18,B12I01LZLT,현금매출,카카오페이,"11,618 원","1,162 원","12,780 원"
2021-10-19,B12J01L5ZE,기타매출,휴대폰,"10,909 원","1,091 원","12,000 원"
2021-10-19,T12J000084UC,기타매출,쿠폰,455 원,45 원,500 원
2021-10-19,T12J0000BKXX,기타매출,쿠폰,455 원,45 원,500 원
2021-10-19,T12J0000BKXX,기타매출,회원포인트,9 원,1 원,10 원
2021-10-19,T12J0000D6ZR,기타매출,쿠폰,455 원,45 원,500 원
2021-10-19,T12J00007HPE,카드매출,신용카드,"10,909 원","1,091 원","12,000 원"
2021-10-19,T12J0000BKXX,카드매출,배민페이(카드결제),"10,900 원","1,090 원","11,990 원"
2021-10-19,T12J000084UC,현금매출,배민페이머니,"12,182 원","1,218 원","13,400 원"
2021-10-19,T12J0000D6ZR,현금매출,배민페이(계좌이체),"11,182 원","1,118 원","12,300 원"
2021-10-20,B12K011WX7,기타매출,휴대폰,"10,227 원","1,023 원","11,250 원"
2021-10-20,B12K01R475,기타매출,회원포인트,45 원,5 원,50 원
2021-10-20,B12K00HQ1P,카드매출,네이버페이,"14,818 원","1,482 원","16,300 원"
2021-10-20,B12K00P1U9,카드매출,네이버페이,"14,182 원","1,418 원","15,600 원"
2021-10-20,B12K00PIMC,카드매출,신용카드,"15,727 원","1,573 원","17,300 원"
2021-10-20,B12K00SY0W,카드매출,배민페이(카드결제),"9,000 원",900 원,"9,900 원"
2021-10-20,B12K01CEZB,카드매출,카카오페이,"15,727 원","1,573 원","17,300 원"
2021-10-20,T12K00003JOL,카드매출,네이버페이,"11,136 원","1,114 원","12,250 원"
2021-10-20,T12K00004EQ6,카드매출,신용카드,"14,273 원","1,427 원","15,700 원"
2021-10-20,B12K00XOB8,현금매출,배민페이머니,"22,114 원","2,211 원","24,325 원"
2021-10-20,B12K01R475,현금매출,배민페이(계좌이체),"10,636 원","1,064 원","11,700 원"
2021-10-20,B12K01XEI9,현금매출,카카오페이,"20,182 원","2,018 원","22,200 원"
2021-10-21,B12L00VPS1,카드매출,카카오페이,"12,364 원","1,236 원","13,600 원"
2021-10-21,B12L01Q5P1,카드매출,신용카드,"8,550 원",855 원,"9,405 원"
2021-10-21,B12L01SMDN,카드매출,네이버페이,"10,909 원","1,091 원","12,000 원"
2021-10-21,T12L00006YK9,카드매출,신용카드,"16,818 원","1,682 원","18,500 원"
2021-10-21,T12L0000BDDW,카드매출,신용카드,"10,909 원","1,091 원","12,000 원"
2021-10-21,B12L01FYNS,현금매출,카카오페이,"3,182 원",318 원,"3,500 원"
2021-10-22,B12M00KIF3,기타매출,쿠폰,"9,091 원",909 원,"10,000 원"
2021-10-22,T12M000037W7,기타매출,쿠폰,455 원,45 원,500 원
2021-10-22,T12M00005C0M,기타매출,휴대폰,"13,545 원","1,355 원","14,900 원"
2021-10-22,B12M00KIF3,카드매출,배민페이(카드결제),"5,636 원",564 원,"6,200 원"
2021-10-22,B12M01QNRI,카드매출,신용카드,"11,773 원","1,177 원","12,950 원"
2021-10-22,B12M01TX76,카드매출,신용카드,"14,818 원","1,482 원","16,300 원"
2021-10-22,T12M000037W7,카드매출,배민페이(카드결제),"16,136 원","1,614 원","17,750 원"
2021-10-22,T12M000064JA,카드매출,배민페이(카드결제),"11,364 원","1,136 원","12,500 원"
2021-10-23,T12N0000BSAE,기타매출,쿠폰,455 원,45 원,500 원
2021-10-23,T12N0000CAHX,기타매출,네이버페이,134 원,13 원,147 원
2021-10-23,T12N0000CAHX,기타매출,쿠폰,455 원,45 원,500 원
2021-10-23,B12N00U466,카드매출,신용카드,"10,455 원","1,045 원","11,500 원"
2021-10-23,B12N0177H2,카드매출,신용카드,"13,636 원","1,364 원","15,000 원"
2021-10-23,B12N01ZPVR,카드매출,배민페이(카드결제),"10,718 원","1,072 원","11,790 원"
2021-10-23,B12N0268QX,카드매출,신용카드,"17,818 원","1,782 원","19,600 원"
2021-10-23,B12N028R4Q,카드매출,배민페이(카드결제),"11,818 원","1,182 원","13,000 원"
2021-10-23,B12N02EBHH,카드매출,신용카드,"15,455 원","1,545 원","17,000 원"
2021-10-23,T12N0000A4YF,카드매출,신용카드,"12,273 원","1,227 원","13,500 원"
2021-10-23,T12N0000BSAE,카드매출,배민페이(카드결제),"12,727 원","1,273 원","14,000 원"
2021-10-23,T12N0000BWF4,카드매출,신용카드,"18,000 원","1,800 원","19,800 원"
2021-10-23,T12N0000CAHX,카드매출,네이버페이,"12,957 원","1,296 원","14,253 원"
2021-10-23,B12N011S4H,현금매출,토스,"11,000 원","1,100 원","12,100 원"
2021-10-23,B12N01H4OB,현금매출,카카오페이,"22,364 원","2,236 원","24,600 원"
2021-10-23,T12N00005Z7Z,현금매출,배민페이(계좌이체),"13,273 원","1,327 원","14,600 원"
2021-10-23,T12N0000C8VF,현금매출,네이버페이,"12,409 원","1,241 원","13,650 원"
2021-10-24,B12O01D2RV,기타매출,휴대폰,"16,545 원","1,655 원","18,200 원"
2021-10-24,B12O01DH2F,기타매출,휴대폰,"10,909 원","1,091 원","12,000 원"
2021-10-24,B12O02GYUC,기타매출,토스,527 원,53 원,580 원
2021-10-24,T12O00003K7P,기타매출,쿠폰,455 원,45 원,500 원
2021-10-24,B12O014TW7,카드매출,신용카드,"17,364 원","1,736 원","19,100 원"
2021-10-24,B12O02BM18,카드매출,배민페이(카드결제),"12,273 원","1,227 원","13,500 원"
