YEAR,REQ_DD_CNT,JOB_ORDR,FRMWK_CLSF_NM,ITEM_NM,CLSSF_NM,FRMWK_SPR_NM,GROW_ZNAR_CDCN,JOB_BGNG_YMD,FRMTM_CNSCTVLY_YN,USE_YN,SCALED_AREA,RANK_GRADE
2021,230,2,1,토마토,과일과채류,수확 및 출하관리,전남권역,101,1,Y,0.6285714285714286,C
2024,30,2,2,토마토,과일과채류,재배관리,전남권역,211,1,Y,0.0571428571428571,C
2023,30,2,2,토마토,과일과채류,재배관리,전남권역,701,1,Y,0.0571428571428571,C
2020,350,2,0,토마토,과일과채류,재배관리,전남권역,901,0,Y,0.9714285714285714,C
2021,290,2,0,토마토,과일과채류,재배관리,전남권역,1101,0,Y,0.8,C
2021,270,2,1,토마토,과일과채류,수확 및 출하관리,전북권역,1011,0,Y,0.7428571428571429,C
2022,270,2,1,토마토,과일과채류,수확 및 출하관리,전북권역,1011,0,Y,0.7428571428571429,C
2023,60,2,1,방울토마토,과일과채류,수확 및 출하관리,충북권역,701,0,Y,0.1428571428571428,C
2022,60,2,1,방울토마토,과일과채류,수확 및 출하관리,충북권역,701,0,Y,0.1428571428571428,C
2023,60,2,1,방울토마토,과일과채류,수확 및 출하관리,충북권역,701,0,Y,0.1428571428571428,C
2021,60,2,1,방울토마토,과일과채류,수확 및 출하관리,충북권역,701,0,Y,0.1428571428571428,C
2025,40,2,2,방울토마토,과일과채류,재배관리,충북권역,701,0,Y,0.0857142857142857,C
2020,20,2,2,방울토마토,과일과채류,재배관리,충북권역,721,0,Y,0.0285714285714285,C
2023,60,1,2,방울토마토,과일과채류,재배관리,충북권역,301,0,Y,0.1428571428571428,C
2020,50,1,2,방울토마토,과일과채류,재배관리,충북권역,301,0,Y,0.1142857142857142,C
2024,60,1,2,방울토마토,과일과채류,재배관리,충북권역,311,0,Y,0.1428571428571428,C
2021,40,1,2,방울토마토,과일과채류,재배관리,충북권역,501,0,Y,0.0857142857142857,C
2020,180,2,0,방울토마토,과일과채류,재배관리,충북권역,301,0,Y,0.4857142857142856,C
2023,120,2,0,방울토마토,과일과채류,재배관리,충북권역,501,0,Y,0.3142857142857143,C
2025,120,2,2,방울토마토,과일과채류,재배관리,충북권역,501,0,Y,0.3142857142857143,C
2023,40,2,2,방울토마토,과일과채류,재배관리,충북권역,511,0,Y,0.0857142857142857,C
2023,30,2,0,방울토마토,과일과채류,재배관리,충북권역,511,0,Y,0.0571428571428571,C
2023,50,2,2,방울토마토,과일과채류,재배관리,충북권역,521,0,Y,0.1142857142857142,C
2023,40,2,2,방울토마토,과일과채류,재배관리,충북권역,621,0,Y,0.0857142857142857,C
2024,50,2,2,방울토마토,과일과채류,재배관리,충북권역,621,0,Y,0.1142857142857142,C
2022,60,2,1,방울토마토,과일과채류,수확 및 출하관리,충북권역,701,0,Y,0.1428571428571428,C
2023,60,2,1,방울토마토,과일과채류,수확 및 출하관리,충북권역,701,0,Y,0.1428571428571428,C
2025,60,2,1,방울토마토,과일과채류,수확 및 출하관리,충북권역,701,0,Y,0.1428571428571428,C
2025,60,2,1,방울토마토,과일과채류,수확 및 출하관리,충북권역,701,0,Y,0.1428571428571428,C
2022,40,2,2,방울토마토,과일과채류,재배관리,충북권역,701,0,Y,0.0857142857142857,C
2022,20,2,2,방울토마토,과일과채류,재배관리,충북권역,721,0,Y,0.0285714285714285,C
2023,60,1,2,콩,두류,재배관리,전국,421,0,Y,0.1428571428571428,C
2025,60,1,2,콩,두류,재배관리,전국,421,0,Y,0.1428571428571428,C
2020,60,1,2,콩,두류,재배관리,전국,421,0,Y,0.1428571428571428,C
2022,60,1,2,콩,두류,재배관리,전국,501,0,Y,0.1428571428571428,C
2023,80,2,2,콩,두류,재배관리,전국,501,0,Y,0.1999999999999999,C
2023,60,2,2,콩,두류,재배관리,전국,521,0,Y,0.1428571428571428,C
2023,180,3,0,콩,두류,재배관리,전국,501,0,Y,0.4857142857142856,B
2023,180,3,2,콩,두류,재배관리,전국,501,0,Y,0.4857142857142856,B
2022,120,3,2,콩,두류,재배관리,전국,501,0,Y,0.3142857142857143,B
2024,60,3,2,콩,두류,재배관리,전국,611,0,Y,0.1428571428571428,B
2025,60,3,2,콩,두류,재배관리,전국,611,0,Y,0.1428571428571428,B
2024,60,3,1,콩,두류,수확 및 출하관리,전국,1001,0,Y,0.1428571428571428,B
2020,60,4,1,콩,두류,수확 및 출하관리,전국,1001,0,Y,0.1428571428571428,B
2024,60,4,1,콩,두류,수확 및 출하관리,전국,1001,0,Y,0.1428571428571428,B
2020,60,4,1,콩,두류,수확 및 출하관리,전국,1001,0,Y,0.1428571428571428,B
2024,60,4,1,콩,두류,수확 및 출하관리,전국,1001,0,Y,0.1428571428571428,B
2025,80,4,1,콩,두류,수확 및 출하관리,전국,1001,0,Y,0.1999999999999999,B
2021,80,4,1,콩,두류,수확 및 출하관리,전국,1001,0,Y,0.1999999999999999,B
2022,80,4,1,콩,두류,수확 및 출하관리,전국,1001,0,Y,0.1999999999999999,B
2020,30,5,2,콩,두류,재배관리,전국,1021,0,Y,0.0571428571428571,B
2024,30,5,2,콩,두류,재배관리,전국,1021,0,Y,0.0571428571428571,B
2020,30,1,2,옥수수,잡곡류,재배관리,전국,201,0,Y,0.0571428571428571,C
2022,120,2,0,벼,미곡류,재배관리,호남권역,601,1,Y,0.3142857142857143,C
2023,90,2,2,벼,미곡류,재배관리,호남권역,601,1,Y,0.2285714285714285,C
2024,30,2,2,벼,미곡류,재배관리,호남권역,621,1,Y,0.0571428571428571,C
2024,40,2,2,벼,미곡류,재배관리,호남권역,821,1,Y,0.0857142857142857,C
2021,60,2,1,벼,미곡류,수확 및 출하관리,호남권역,1001,1,Y,0.1428571428571428,C
2021,60,2,1,벼,미곡류,수확 및 출하관리,호남권역,1001,1,Y,0.1428571428571428,C
2025,360,3,1,벼,미곡류,수확 및 출하관리,호남권역,1001,1,Y,1.0,B
2021,80,1,2,벼,미곡류,재배관리,중부권역,221,1,Y,0.1999999999999999,C
2023,70,1,2,벼,미곡류,재배관리,중부권역,301,1,Y,0.1714285714285714,C
2023,30,1,2,벼,미곡류,재배관리,중부권역,311,1,Y,0.0571428571428571,C
2024,30,1,2,벼,미곡류,재배관리,중부권역,321,1,Y,0.0571428571428571,C
2020,40,1,2,벼,미곡류,재배관리,중부권역,321,1,Y,0.0857142857142857,C
2023,20,1,2,벼,미곡류,재배관리,중부권역,511,1,Y,0.0285714285714285,C
2024,60,1,2,벼,미곡류,재배관리,중부권역,1101,0,Y,0.1428571428571428,C
2020,180,2,0,벼,미곡류,재배관리,중부권역,511,1,Y,0.4857142857142856,C
2020,110,2,0,벼,미곡류,재배관리,중부권역,521,1,Y,0.2857142857142857,C
2020,110,2,2,토마토,과일과채류,재배관리,충남권역,101,1,Y,0.2857142857142857,C
2022,30,2,0,토마토,과일과채류,재배관리,충남권역,101,1,Y,0.0571428571428571,C
2021,80,2,2,토마토,과일과채류,재배관리,충남권역,211,1,Y,0.1999999999999999,C
2022,80,2,2,토마토,과일과채류,재배관리,충남권역,221,1,Y,0.1999999999999999,C
2023,110,2,2,토마토,과일과채류,재배관리,충남권역,221,1,Y,0.2857142857142857,C
2025,30,2,2,토마토,과일과채류,재배관리,충남권역,301,1,Y,0.0571428571428571,C
2022,90,2,1,토마토,과일과채류,수확 및 출하관리,충남권역,311,1,Y,0.2285714285714285,C
2020,90,2,1,토마토,과일과채류,수확 및 출하관리,충남권역,311,1,Y,0.2285714285714285,C
2022,90,2,1,토마토,과일과채류,수확 및 출하관리,충남권역,311,1,Y,0.2285714285714285,C
2021,90,2,1,토마토,과일과채류,수확 및 출하관리,충남권역,311,1,Y,0.2285714285714285,C
2025,20,2,2,토마토,과일과채류,재배관리,충남권역,421,1,Y,0.0285714285714285,C
2022,230,2,0,토마토,과일과채류,재배관리,충남권역,1021,0,Y,0.6285714285714286,C
2025,180,2,0,토마토,과일과채류,재배관리,충남권역,1211,0,Y,0.4857142857142856,C
2021,180,2,2,토마토,과일과채류,재배관리,충남권역,1211,0,Y,0.4857142857142856,C
2024,70,1,2,토마토,과일과채류,재배관리,충남권역,1001,0,Y,0.1714285714285714,C
2024,30,1,2,토마토,과일과채류,재배관리,충남권역,1001,0,Y,0.0571428571428571,C
2023,30,1,2,토마토,과일과채류,재배관리,충남권역,1021,0,Y,0.0571428571428571,C
2020,60,1,2,토마토,과일과채류,재배관리,충남권역,1021,0,Y,0.1428571428571428,C
2024,50,1,0,토마토,과일과채류,재배관리,충남권역,1021,0,Y,0.1142857142857142,C
2022,30,1,0,토마토,과일과채류,재배관리,충남권역,1101,0,Y,0.0571428571428571,C
2021,80,1,2,토마토,과일과채류,재배관리,충남권역,1101,0,Y,0.1999999999999999,C
2025,40,1,2,토마토,과일과채류,재배관리,충남권역,1211,0,Y,0.0857142857142857,C
2024,110,2,2,토마토,과일과채류,재배관리,충남권역,101,1,Y,0.2857142857142857,C
2021,30,2,0,토마토,과일과채류,재배관리,충남권역,101,1,Y,0.0571428571428571,C
2020,80,2,2,토마토,과일과채류,재배관리,충남권역,211,1,Y,0.1999999999999999,C
2024,340,2,2,토마토,과일과채류,재배관리,전북권역,801,0,Y,0.9428571428571428,C
2025,340,2,0,토마토,과일과채류,재배관리,전북권역,801,0,Y,0.9428571428571428,C
2024,30,2,2,토마토,과일과채류,재배관리,전북권역,811,0,Y,0.0571428571428571,C
2023,30,2,0,토마토,과일과채류,재배관리,전북권역,811,0,Y,0.0571428571428571,C
2022,190,2,2,토마토,과일과채류,재배관리,전북권역,821,0,Y,0.5142857142857142,C
2022,240,2,2,토마토,과일과채류,재배관리,전북권역,1001,0,Y,0.6571428571428571,C
2022,240,2,2,토마토,과일과채류,재배관리,전북권역,1001,0,Y,0.6571428571428571,C
2024,270,2,1,토마토,과일과채류,수확 및 출하관리,전북권역,1011,0,Y,0.7428571428571429,C
2021,230,2,2,토마토,과일과채류,재배관리,전북권역,1011,0,Y,0.6285714285714286,C
2022,270,2,1,토마토,과일과채류,수확 및 출하관리,전북권역,1011,0,Y,0.7428571428571429,C
2021,270,2,1,토마토,과일과채류,수확 및 출하관리,전북권역,1011,0,Y,0.7428571428571429,C
2025,270,2,1,토마토,과일과채류,수확 및 출하관리,전북권역,1011,0,Y,0.7428571428571429,C
2024,60,1,2,토마토,과일과채류,재배관리,전북권역,601,0,Y,0.1428571428571428,C
2021,60,1,2,토마토,과일과채류,재배관리,전북권역,621,0,Y,0.1428571428571428,C
2021,30,1,2,토마토,과일과채류,재배관리,전북권역,621,0,Y,0.0571428571428571,C
2025,30,1,2,토마토,과일과채류,재배관리,전북권역,701,0,Y,0.0571428571428571,C
2020,50,1,0,토마토,과일과채류,재배관리,전북권역,701,0,Y,0.1142857142857142,C
2025,40,1,2,토마토,과일과채류,재배관리,전북권역,701,0,Y,0.0857142857142857,C
2020,40,1,0,토마토,과일과채류,재배관리,전북권역,711,0,Y,0.0857142857142857,C
2023,30,1,2,토마토,과일과채류,재배관리,전북권역,801,0,Y,0.0571428571428571,C
2022,30,2,2,토마토,과일과채류,재배관리,전북권역,501,1,Y,0.0571428571428571,C
2023,360,2,0,토마토,과일과채류,재배관리,전북권역,701,0,Y,1.0,C
2022,340,2,2,토마토,과일과채류,재배관리,전북권역,801,0,Y,0.9428571428571428,C
2025,340,2,0,토마토,과일과채류,재배관리,전북권역,801,0,Y,0.9428571428571428,C
2025,30,2,0,토마토,과일과채류,재배관리,전북권역,811,0,Y,0.0571428571428571,C
2023,50,2,2,방울토마토,과일과채류,재배관리,충북권역,521,0,Y,0.1142857142857142,C
2022,40,2,2,방울토마토,과일과채류,재배관리,충북권역,621,0,Y,0.0857142857142857,C
2021,50,2,2,방울토마토,과일과채류,재배관리,충북권역,621,0,Y,0.1142857142857142,C
2022,60,2,1,방울토마토,과일과채류,수확 및 출하관리,충북권역,701,0,Y,0.1428571428571428,C
2023,60,2,1,방울토마토,과일과채류,수확 및 출하관리,충북권역,701,0,Y,0.1428571428571428,C
2023,60,2,1,방울토마토,과일과채류,수확 및 출하관리,충북권역,701,0,Y,0.1428571428571428,C
2020,60,2,1,방울토마토,과일과채류,수확 및 출하관리,충북권역,701,0,Y,0.1428571428571428,C
2023,40,2,2,방울토마토,과일과채류,재배관리,충북권역,701,0,Y,0.0857142857142857,C
2024,20,2,2,방울토마토,과일과채류,재배관리,충북권역,721,0,Y,0.0285714285714285,C
2020,60,1,2,방울토마토,과일과채류,재배관리,충북권역,301,0,Y,0.1428571428571428,C
2021,70,1,2,방울토마토,과일과채류,재배관리,충북권역,301,0,Y,0.1714285714285714,C
2021,30,1,2,방울토마토,과일과채류,재배관리,충북권역,301,0,Y,0.0571428571428571,C
2025,60,1,2,방울토마토,과일과채류,재배관리,충북권역,311,0,Y,0.1428571428571428,C
2025,50,1,0,방울토마토,과일과채류,재배관리,충북권역,321,0,Y,0.1142857142857142,C
2021,30,1,2,방울토마토,과일과채류,재배관리,충북권역,321,0,Y,0.0571428571428571,C
2023,30,1,0,방울토마토,과일과채류,재배관리,충북권역,411,0,Y,0.0571428571428571,C
2022,40,1,2,방울토마토,과일과채류,재배관리,충북권역,501,0,Y,0.0857142857142857,C
2022,180,2,0,방울토마토,과일과채류,재배관리,충북권역,301,0,Y,0.4857142857142856,C
2024,120,2,0,방울토마토,과일과채류,재배관리,충북권역,501,0,Y,0.3142857142857143,C
2023,120,2,2,방울토마토,과일과채류,재배관리,충북권역,501,0,Y,0.3142857142857143,C
2024,30,2,0,방울토마토,과일과채류,재배관리,충북권역,511,0,Y,0.0571428571428571,C
2025,40,2,2,방울토마토,과일과채류,재배관리,충북권역,511,0,Y,0.0857142857142857,C
2023,50,2,2,방울토마토,과일과채류,재배관리,충북권역,521,0,Y,0.1142857142857142,C
2024,50,2,2,방울토마토,과일과채류,재배관리,충북권역,621,0,Y,0.1142857142857142,C
2021,40,2,2,방울토마토,과일과채류,재배관리,충북권역,621,0,Y,0.0857142857142857,C
2022,80,2,2,벼,미곡류,재배관리,중부권역,521,1,Y,0.1999999999999999,C
2022,30,2,2,벼,미곡류,재배관리,중부권역,611,1,Y,0.0571428571428571,C
2024,40,2,2,벼,미곡류,재배관리,중부권역,801,1,Y,0.0857142857142857,C
2023,150,3,1,당근,근채류,수확 및 출하관리,전국,1101,1,Y,0.3999999999999999,B
2024,150,3,1,당근,근채류,수확 및 출하관리,전국,1101,1,Y,0.3999999999999999,B
2023,150,3,1,당근,근채류,수확 및 출하관리,전국,1101,1,Y,0.3999999999999999,B
2023,150,3,1,당근,근채류,수확 및 출하관리,전국,1101,1,Y,0.3999999999999999,B
2023,150,3,1,당근,근채류,수확 및 출하관리,전국,1101,1,Y,0.3999999999999999,B
2021,150,3,1,당근,근채류,수확 및 출하관리,전국,1101,1,Y,0.3999999999999999,B
2023,150,3,1,당근,근채류,수확 및 출하관리,전국,1101,1,Y,0.3999999999999999,B
2021,150,3,1,당근,근채류,수확 및 출하관리,전국,1101,1,Y,0.3999999999999999,B
2023,30,4,2,당근,근채류,재배관리,전국,401,1,Y,0.0571428571428571,B
2025,30,1,2,양파,조미채소류,재배관리,전국,711,0,Y,0.0571428571428571,C
2021,50,1,2,양파,조미채소류,재배관리,전국,721,0,Y,0.1142857142857142,C
2025,50,1,2,양파,조미채소류,재배관리,전국,801,0,Y,0.1142857142857142,C
2022,50,1,2,양파,조미채소류,재배관리,전국,801,0,Y,0.1142857142857142,C
2024,50,1,2,양파,조미채소류,재배관리,전국,801,0,Y,0.1142857142857142,C
2023,50,1,2,양파,조미채소류,재배관리,전국,801,0,Y,0.1142857142857142,C
2021,50,1,2,양파,조미채소류,재배관리,전국,801,0,Y,0.1142857142857142,C
2022,40,1,2,양파,조미채소류,재배관리,전국,811,0,Y,0.0857142857142857,C
2021,40,2,2,양파,조미채소류,재배관리,전국,811,0,Y,0.0857142857142857,C
2020,40,2,2,양파,조미채소류,재배관리,전국,821,0,Y,0.0857142857142857,C
2022,30,2,2,양파,조미채소류,재배관리,전국,821,0,Y,0.0571428571428571,C
2021,40,2,2,양파,조미채소류,재배관리,전국,901,0,Y,0.0857142857142857,C
2024,80,2,2,당근,근채류,재배관리,전국,911,0,Y,0.1999999999999999,C
2024,30,2,2,양파,조미채소류,재배관리,전국,901,0,Y,0.0571428571428571,C
2021,50,2,2,양파,조미채소류,재배관리,전국,1001,0,Y,0.1142857142857142,C
2023,30,3,2,양파,조미채소류,재배관리,전국,301,1,Y,0.0571428571428571,B
2025,80,3,2,양파,조미채소류,재배관리,전국,401,1,Y,0.1999999999999999,B
2024,80,3,1,양파,조미채소류,수확 및 출하관리,전국,401,1,Y,0.1999999999999999,B
2020,260,3,2,양파,조미채소류,재배관리,전국,811,1,Y,0.7142857142857143,B
2021,310,3,0,양파,조미채소류,재배관리,전국,811,1,Y,0.8571428571428571,B
2023,50,3,2,양파,조미채소류,재배관리,전국,1001,1,Y,0.1142857142857142,B
2020,180,3,2,양파,조미채소류,재배관리,전국,1001,0,Y,0.4857142857142856,B
2024,30,3,2,양파,조미채소류,재배관리,전국,1101,0,Y,0.0571428571428571,B
2022,90,4,1,양파,조미채소류,수확 및 출하관리,전국,401,1,Y,0.2285714285714285,B
2020,80,4,1,양파,조미채소류,수확 및 출하관리,전국,401,1,Y,0.1999999999999999,B
2020,110,4,1,양파,조미채소류,수확 및 출하관리,전국,411,1,Y,0.2857142857142857,B
2022,110,4,1,양파,조미채소류,수확 및 출하관리,전국,411,1,Y,0.2857142857142857,B
2021,110,4,1,양파,조미채소류,수확 및 출하관리,전국,411,1,Y,0.2857142857142857,B
2024,110,4,1,양파,조미채소류,수확 및 출하관리,전국,411,1,Y,0.2857142857142857,B
2025,30,5,2,양파,조미채소류,재배관리,전국,511,1,Y,0.0571428571428571,B
2024,30,5,2,양파,조미채소류,재배관리,전국,511,1,Y,0.0571428571428571,B
2025,20,1,2,고추,조미채소류,재배관리,중부권역,111,1,Y,0.0285714285714285,C
2020,10,1,2,고추,조미채소류,재배관리,중부권역,201,1,Y,0.0,C
2020,20,1,2,고추,조미채소류,재배관리,중부권역,301,1,Y,0.0285714285714285,C
2021,230,2,0,방울토마토,과일과채류,재배관리,경남권역,911,0,Y,0.6285714285714286,C
2021,40,2,0,방울토마토,과일과채류,재배관리,경남권역,1021,0,Y,0.0857142857142857,C
2021,200,2,2,방울토마토,과일과채류,재배관리,경남권역,1021,0,Y,0.5428571428571428,C
2021,200,2,0,방울토마토,과일과채류,재배관리,경남권역,1021,0,Y,0.5428571428571428,C
2025,110,2,2,방울토마토,과일과채류,재배관리,경남권역,1201,0,Y,0.2857142857142857,C
2025,40,1,2,방울토마토,과일과채류,재배관리,경남권역,901,0,Y,0.0857142857142857,C
2020,60,1,2,방울토마토,과일과채류,재배관리,경남권역,901,0,Y,0.1428571428571428,C
2020,40,1,2,방울토마토,과일과채류,재배관리,경남권역,911,0,Y,0.0857142857142857,C
2024,50,1,0,방울토마토,과일과채류,재배관리,경남권역,911,0,Y,0.1142857142857142,C
2022,40,1,2,방울토마토,과일과채류,재배관리,경남권역,911,0,Y,0.0857142857142857,C
