회원ID,총구매액,최대구매액,환불금액,주구매상품,주구매지점,방문일수,방문당구매건수,주말방문비율,구매주기,성별
2105,13563580,5071500,,수산품,본  점,2,5.5,0.272727273,85,0
2106,113487580,21840000,21220020.0,기타,본  점,79,2.227848101,0.414772727,4,0
2107,529634010,115992000,61668000.0,가공식품,대전점,51,3.980392157,0.123152709,7,0
2108,444659800,24852000,20613000.0,기타,본  점,72,4.805555556,0.257225434,5,0
2109,4450000,1225000,,화장품,청량리점,5,1.2,0.166666667,69,0
2110,173250200,29072000,20859000.0,디자이너,일산점,26,2.038461538,0.188679245,13,0
2112,58224600,19530000,,화장품,잠실점,7,1.571428571,0.363636364,47,0
2113,1909000,1909000,,화장품,분당점,1,1.0,0.0,0,0
2115,116820,99000,,수산품,미아점,1,2.0,1.0,0,0
2116,23043370,22484000,,농산물,대전점,3,2.333333333,0.0,23,0
2117,101525240,11172000,,화장품,본  점,21,2.714285714,0.263157895,14,0
2119,11595600,4816000,,농산물,영등포점,6,2.166666667,0.384615385,40,0
2120,26713350,4644000,6328000.0,섬유잡화,청량리점,12,3.0,0.138888889,20,0
2121,10985920,3125000,700000.0,기타,일산점,37,2.675675676,0.262626263,9,0
2122,2873000,2873000,,화장품,잠실점,1,1.0,1.0,0,1
2125,18774800,5940000,982500.0,화장품,본  점,13,1.769230769,0.260869565,26,1
2126,7004000,5814000,,시티웨어,강남점,2,1.0,0.5,46,0
2127,4862000,4615000,,일용잡화,일산점,1,3.0,0.0,0,1
2132,1261560,342500,,기타,분당점,4,3.5,0.642857143,43,1
2133,26189240,15050000,,가공식품,영등포점,18,4.111111111,0.121621622,20,1
2134,17666200,7660800,,기타,잠실점,6,4.833333333,0.413793103,33,1
2137,10801620,2764800,,일용잡화,잠실점,11,1.818181818,0.3,28,0
2138,160963730,26364800,,농산물,강남점,25,2.12,0.169811321,10,1
2142,138692940,21000000,,명품,동래점,13,2.230769231,0.793103448,25,0
2143,63179340,61680000,69500000.0,농산물,분당점,32,5.75,0.445652174,11,0
2145,1727400,1516800,,수산품,일산점,2,3.0,0.0,11,0
2146,7972000,4760000,,아동,본  점,3,1.0,1.0,86,1
2147,772000,39688000,39688000.0,농산물,본  점,4,1.25,0.4,16,0
2148,2082500,2082500,,남성 캐주얼,분당점,1,1.0,0.0,0,1
2150,6200000,6200000,,스포츠,동래점,1,1.0,0.0,0,1
2151,80000,80000,,수산품,동래점,1,1.0,0.0,0,0
2153,19406870,9919900,,기타,부산본점,21,2.476190476,0.346153846,16,1
2154,55016700,11707200,,수산품,본  점,14,2.071428571,0.310344828,21,0
2155,215109720,88000000,95685000.0,화장품,본  점,68,1.779411765,0.41322314,5,0
2156,27867520,7266000,,기타,영등포점,10,3.1,0.451612903,34,1
2157,11913000,4750000,,화장품,잠실점,4,3.25,0.692307692,45,0
2158,27667280,6576000,,가공식품,본  점,34,2.794117647,0.4,10,1
2159,591100,591100,,시티웨어,부평점,1,1.0,0.0,0,0
2161,1434000,924000,,섬유잡화,영등포점,1,4.0,0.0,0,0
2162,5990500,3300000,,기타,노원점,3,2.333333333,0.285714286,93,0
2163,4146000,3600000,3750000.0,시티웨어,본  점,2,3.5,0.0,2,0
2164,629722300,165600000,91007200.0,디자이너,광주점,59,2.152542373,0.42519685,6,1
2165,333060,202200,,육류,잠실점,1,4.0,1.0,0,0
2168,44626160,20834000,,젓갈/반찬,미아점,9,5.333333333,0.333333333,36,1
2169,6000000,6000000,,액세서리,동래점,1,1.0,0.0,0,0
2170,165200,140000,,가공식품,잠실점,1,4.0,0.0,0,1
2171,7099700,2254000,,모피/피혁,영등포점,4,1.75,0.428571429,66,1
2172,149219730,28957000,54378600.0,가공식품,본  점,26,3.769230769,0.56122449,13,1
2173,183484820,25248000,,기타,일산점,33,2.606060606,0.61627907,10,1
2174,2175000,1325000,,스포츠,부산본점,2,1.5,0.0,0,1
2175,298639780,15870000,19142000.0,가공식품,영등포점,141,3.156028369,0.485393258,2,0
2176,105757300,57860000,,섬유잡화,영등포점,12,1.833333333,0.272727273,24,1
2178,48821500,25920000,,화장품,강남점,3,1.333333333,0.0,51,0
2179,13409000,7664000,,시티웨어,본  점,4,1.5,0.0,27,0
2180,135751970,58000000,104172800.0,농산물,영등포점,36,3.472222222,0.288,9,1
2181,21214000,4554000,,화장품,포항점,9,1.444444444,0.230769231,28,0
2184,348000,348000,,주방용품,노원점,1,1.0,0.0,0,1
2185,6502000,4750000,,가공식품,잠실점,4,2.5,0.8,75,1
2186,10125000,10125000,,피혁잡화,부평점,1,1.0,0.0,0,0
2187,1236790980,73696000,231548000.0,디자이너,영등포점,103,2.922330097,0.395348837,3,0
2188,204720770,19850000,27235000.0,농산물,노원점,124,7.596774194,0.221868365,2,0
2191,10533600,10533600,,시티웨어,인천점,1,1.0,1.0,0,0
2192,76209970,11625000,350000.0,기타,부산본점,24,3.375,0.358024691,14,0
2193,21751200,18506200,,골프,본  점,2,1.5,0.333333333,13,0
2195,6877000,6877000,,시티웨어,광주점,1,1.0,0.0,0,0
2196,50009500,13090000,,시티웨어,대전점,9,2.666666667,0.333333333,29,0
2197,1265100,765900,,젓갈/반찬,잠실점,2,1.5,0.0,78,1
2199,450718950,65550000,6140740.0,농산물,본  점,80,4.825,0.357512953,4,0
2200,7235600,3827200,,화장품,본  점,4,1.75,0.285714286,78,1
2203,251124790,56962000,3457000.0,가공식품,청량리점,65,3.553846154,0.324675325,5,0
2204,1965650,1375000,,수산품,일산점,2,2.5,0.4,29,1
2205,139604560,13552000,,명품,본  점,13,3.307692308,0.23255814,26,1
2210,1298000,1870000,1870000.0,스포츠,청량리점,2,2.0,0.0,3,1
2211,2240000,2240000,,건강식품,광주점,1,1.0,0.0,0,1
2212,35632600,8136000,6843100.0,기타,본  점,14,2.285714286,0.3125,17,0
2214,54174000,8338000,,기타,일산점,24,1.791666667,0.046511628,14,0
2215,340780,120000,,농산물,강남점,3,2.0,0.0,37,0
2216,741880,741880,,육류,본  점,1,1.0,0.0,0,1
2217,26478580,14260000,11505000.0,농산물,부평점,34,2.411764706,0.43902439,9,0
2218,31363350,8510000,,가공식품,일산점,9,6.111111111,0.509090909,25,1
2219,10616030,9152000,4560000.0,농산물,강남점,7,2.857142857,0.35,44,0
2220,10754750,4700000,,기타,본  점,3,2.666666667,0.0,55,0
2221,109705000,14000000,,화장품,본  점,44,1.318181818,0.396551724,6,1
2223,105802800,23000000,,화장품,부산본점,12,1.833333333,0.0,27,0
2224,141851500,21075000,,가공식품,부산본점,14,2.142857143,0.3,24,0
2226,260000,260000,,침구/수예,본  점,1,1.0,1.0,0,0
2227,78013000,58000000,,화장품,본  점,6,1.333333333,0.375,24,0
2228,635546420,117600000,72351000.0,디자이너,본  점,66,1.681818182,0.288288288,5,0
2229,3457500,1320000,,수산품,영등포점,6,1.666666667,0.1,51,0
2231,4350000,4350000,,화장품,본  점,1,1.0,0.0,0,1
2232,24199000,14341200,6802000.0,기타,분당점,10,1.8,0.388888889,33,1
2235,19809100,4752000,,디자이너,영등포점,8,1.5,0.166666667,34,0
2236,7530000,6650000,,가공식품,본  점,3,4.333333333,0.461538462,60,1
2238,155796670,19780000,21467200.0,농산물,분당점,92,5.141304348,0.234672304,3,0
2239,145715310,99360000,16610500.0,시티웨어,본  점,39,2.692307692,0.247619048,8,0
2241,849588100,391000000,174984000.0,디자이너,본  점,20,1.1,0.272727273,17,1
2242,7600000,5500000,,명품,본  점,2,1.0,0.0,63,0
2243,62002300,10000000,,화장품,분당점,13,1.538461538,0.55,24,0
2244,720000,720000,,섬유잡화,본  점,1,1.0,0.0,0,0
2245,30335670,15078000,,기타,분당점,16,4.0,0.5,16,0
2246,220964050,64600000,826000.0,기타,분당점,66,5.545454545,0.325136612,5,0
2247,37366440,6600000,1159000.0,젓갈/반찬,본  점,33,2.121212121,0.157142857,10,0
2248,140657400,20976000,,디자이너,청량리점,15,1.933333333,0.206896552,18,0
2252,7250000,2640000,,화장품,영등포점,3,1.666666667,0.6,26,0
2253,139005260,15753600,2251200.0,명품,부산본점,36,2.055555556,0.175675676,9,1
2254,6669340,1199000,,가공식품,분당점,9,6.666666667,0.483333333,33,1
2255,16916320,17664000,13125000.0,기타,부평점,9,1.888888889,0.294117647,35,0
2256,11175970,3450000,,기타,본  점,12,3.583333333,0.88372093,27,1
2257,492441400,53300700,122798000.0,골프,부산본점,76,2.184210526,0.210843373,4,0
2258,1231500,720000,,가공식품,본  점,3,3.333333333,0.0,18,0
2263,391379690,94600000,,농산물,노원점,30,2.033333333,0.344262295,12,1
2265,106004000,12754000,5295000.0,디자이너,분당점,33,1.515151515,0.28,9,1
2266,37448600,15752000,,화장품,본  점,11,2.0,0.181818182,27,0
2267,45722800,13819000,,주방가전,잠실점,8,1.0,0.25,41,0
2268,171473100,116600000,,스포츠,잠실점,10,1.9,0.052631579,36,0
2269,4110000,3600000,,액세서리,영등포점,2,1.5,0.0,70,0
2270,4238000,3738000,,셔츠,분당점,2,1.0,0.0,48,0
2272,132031000,43800000,,화장품,부산본점,8,2.0,0.5,38,1
2274,75285500,15015000,,화장품,잠실점,9,2.0,0.111111111,34,0
2275,299894730,31200000,4773500.0,가공식품,미아점,59,3.542372881,0.28708134,6,0
2278,86945500,15410000,,스포츠,대전점,19,1.736842105,0.090909091,18,1
2279,321519600,30000000,,화장품,잠실점,32,1.65625,0.301886792,8,0
2281,647004480,162104000,31464000.0,기타,분당점,35,3.142857143,0.472727273,9,1
2282,945500,750000,136000.0,차/커피,영등포점,2,1.5,0.0,0,0
2283,13538800,13538800,,시티웨어,본  점,1,1.0,1.0,0,0
2285,150688350,45900000,,가공식품,잠실점,14,3.214285714,0.355555556,22,0
2286,1125000,1080000,,화장품,부산본점,1,2.0,0.0,0,1
2287,16475000,7250000,,화장품,분당점,6,1.0,0.333333333,56,0
2288,8857500,4800000,,섬유잡화,동래점,6,1.666666667,0.6,55,0
2290,108031640,14322000,,명품,본  점,26,2.038461538,0.188679245,13,0
2291,18180000,13600000,3245400.0,스포츠,본  점,4,3.75,0.0,38,0
2294,22720000,21420000,,농산물,분당점,2,1.5,0.0,28,1
2295,135633230,119520000,,농산물,분당점,5,3.6,0.611111111,16,1
2296,42833200,22800000,7050000.0,기타,강남점,4,2.0,0.125,1,1
2297,19719000,5664000,,구두,영등포점,4,3.0,0.0,50,1
2298,3696000,3696000,,시티웨어,본  점,1,1.0,1.0,0,0
2299,289828280,18000000,29791800.0,농산물,잠실점,84,5.94047619,0.230460922,4,0
2300,1804000,1250000,,피혁잡화,본  점,2,1.5,1.0,21,0
2301,35109100,15498000,31155000.0,시티웨어,일산점,17,2.117647059,0.25,19,0
2304,11105000,9575000,,생활잡화,강남점,5,1.6,0.0,36,0
2305,58245950,52800000,7656000.0,일용잡화,부산본점,8,1.875,0.666666667,43,0
2306,12196180,6900000,,기타,대전점,11,3.363636364,0.0,30,0
2308,191513330,30316000,27808000.0,기타,분당점,38,6.736842105,0.140625,9,0
2309,299245400,27830000,,골프,대전점,15,3.533333333,0.339622642,22,0
2311,284125290,57546000,68736100.0,명품,본  점,78,1.974358974,0.415584416,4,0
2312,5692920,1695000,,섬유잡화,분당점,7,2.0,0.5,42,1
2313,10418800,3679200,,가공식품,본  점,18,2.111111111,0.184210526,18,1
2315,492783090,50600000,68368000.0,가공식품,부평점,112,4.928571429,0.313405797,3,1
2316,21874130,7250000,,기타,분당점,10,3.1,0.35483871,29,0
2318,217505700,27864000,,디자이너,본  점,17,2.294117647,0.051282051,13,0
2321,4033340,1680000,,기타,잠실점,2,15.5,1.0,126,0
2322,155337400,22950000,,골프,본  점,20,2.0,0.45,17,1
2323,119401410,12250000,5936000.0,가공식품,노원점,36,2.916666667,0.295238095,9,0
2325,1600000,1600000,,란제리/내의,본  점,1,1.0,0.0,0,0
2327,7056000,7056000,,주방가전,부산본점,1,1.0,0.0,0,1
2328,5553500,4224000,,주방가전,분당점,1,4.0,0.0,0,1
2329,2293600,1794000,,가공식품,잠실점,3,5.0,0.533333333,50,1
2332,2105130,396000,,가공식품,일산점,9,3.888888889,0.514285714,27,0
2333,17769800,4800000,,기타,잠실점,8,2.125,0.235294118,32,0
2335,525000,525000,,셔츠,잠실점,1,1.0,1.0,0,1
2337,1548730,475200,,가공식품,분당점,8,4.25,0.176470588,33,1
2339,353230050,19019600,22140000.0,가공식품,인천점,65,2.707692308,0.539772727,5,1
2340,3662400,3662400,,트래디셔널,영등포점,1,1.0,0.0,0,1
2341,2631600,2631600,,구두,본  점,1,1.0,0.0,0,1
2342,2415000,1380000,,시티웨어,분당점,1,2.0,1.0,0,0
2343,6547500,4875000,,주방가전,광주점,3,1.333333333,0.0,48,0
2344,257548150,81600000,14099000.0,명품,본  점,46,2.130434783,0.112244898,7,0
2345,455929250,81420000,129209000.0,디자이너,영등포점,63,2.238095238,0.276595745,5,0
2347,26231800,11404800,,캐주얼,동래점,5,1.6,0.375,27,0
2348,1069700,484000,,농산물,미아점,1,7.0,1.0,0,0
2349,18335000,11575000,,가공식품,본  점,3,4.0,0.083333333,53,1
2351,53119100,40662000,40662000.0,화장품,본  점,12,2.166666667,0.038461538,23,0
2352,1808620,900000,,기타,분당점,2,5.5,0.636363636,90,1
2353,390166360,41760000,4700000.0,가공식품,본  점,26,2.615384615,0.617647059,11,1
2355,64614820,11875000,,농산물,동래점,41,2.756097561,0.238938053,8,0
2359,256835850,19516000,116086800.0,농산물,본  점,89,2.943820225,0.175572519,3,0
2360,609551250,88200000,122868000.0,디자이너,동래점,55,1.763636364,0.329896907,6,0
2361,560000,350000,,셔츠,본  점,1,2.0,0.0,0,0
2364,36479900,22296000,,기타,일산점,8,3.25,0.076923077,26,1
2365,236680640,28800000,,기타,본  점,29,3.310344828,0.375,11,1
2366,42524200,8736000,,가공식품,본  점,14,2.214285714,0.225806452,24,1
2367,174238000,28182000,7872000.0,기타,부산본점,17,1.882352941,0.15625,17,1
2368,3807000,2832000,,기타,부산본점,1,3.0,1.0,0,1
2370,3530000,3388800,,셔츠,청량리점,1,2.0,0.0,0,1
2372,182983130,14075000,16022800.0,기타,광주점,62,5.096774194,0.28164557,5,0
2373,41084130,30800000,4080000.0,농산물,분당점,9,2.333333333,0.333333333,25,1
2374,38212900,6394000,,화장품,관악점,17,1.411764706,0.166666667,20,0
2377,34411060,4001200,3816000.0,육류,본  점,42,1.523809524,0.25,7,0
2378,1903000,1683000,,건강식품,본  점,1,2.0,1.0,0,0
2379,6911000,5720000,,남성 캐주얼,영등포점,1,3.0,0.0,0,0
2380,242668120,26125000,,가공식품,잠실점,80,3.525,0.319148936,4,1
2381,135668600,14000000,17916000.0,디자이너,잠실점,26,2.038461538,0.226415094,13,0
2385,2025000,1944000,,화장품,분당점,1,2.0,1.0,0,1
2386,2248000,1424000,,차/커피,잠실점,2,4.0,0.5,138,0
2387,30000,30000,,섬유잡화,광주점,1,1.0,0.0,0,1
2388,2676000,3225000,3354000.0,가공식품,본  점,5,3.0,0.533333333,11,0
2389,24591310,8425000,,가공식품,본  점,18,3.888888889,0.228571429,9,0
2390,451209350,26496000,10000000.0,디자이너,광주점,49,1.551020408,0.486842105,7,0
2391,424400,145200,,수산품,일산점,3,2.0,0.0,82,0
2396,172735290,93600000,,가공식품,인천점,34,4.147058824,0.460992908,10,1
2397,168865950,26450000,9917000.0,기타,본  점,25,2.6,0.138461538,13,0
2399,6545800,6545800,,남성 캐주얼,본  점,1,1.0,0.0,0,0
2400,4950000,4752000,,구두,노원점,1,2.0,0.0,0,0
2401,5196000,4796000,,기타,본  점,2,1.5,0.0,9,0
2402,510543740,41800000,70872000.0,디자이너,본  점,128,1.8046875,0.38961039,2,0
2403,107193770,10500000,1050000.0,가공식품,부산본점,57,4.771929825,0.352941176,6,0
2406,83265720,16500000,,수산품,본  점,29,2.24137931,0.6,12,1
2408,1719110,833000,,농산물,본  점,4,1.75,0.142857143,33,0
2409,6429230,1375000,,화장품,부산본점,10,2.6,0.5,33,0
2410,205426500,33600000,,화장품,부산본점,14,1.928571429,0.185185185,20,1
2411,4135600,1250000,,기타,잠실점,4,2.25,0.222222222,30,0
2414,9545000,3320000,,가공식품,잠실점,7,1.714285714,0.583333333,23,1
2416,18570000,8800000,,디자이너,잠실점,3,1.0,0.0,32,0
2418,75643340,19000000,96000.0,기타,잠실점,26,2.0,0.519230769,12,1
2419,145867900,21250000,,골프,본  점,30,1.8,0.314814815,11,1
2420,286500,110000,,모피/피혁,노원점,2,2.5,0.0,16,0
2421,469977580,50092500,13578400.0,기타,분당점,37,12.72972973,0.1507431,9,0
2422,4900350,4536000,,육류,잠실점,2,1.5,0.333333333,25,0
2424,16784600,9812000,,가공식품,본  점,5,2.0,0.3,28,0
2425,47964200,6877000,17123000.0,기타,청량리점,21,3.666666667,0.61038961,16,1
2426,62752680,21760000,,기타,일산점,15,3.2,0.1875,22,0
2427,47822380,22100000,,가공식품,잠실점,31,1.806451613,0.178571429,10,1
2428,14731800,14393400,,가공식품,본  점,1,14.0,0.0,0,0
2429,418006700,61870000,110000.0,농산물,본  점,136,3.977941176,0.121996303,2,0
2431,81711000,13500000,6000000.0,수산품,부산본점,27,1.592592593,0.325581395,13,1
2432,45600000,45600000,,가구,분당점,1,1.0,1.0,0,1
2433,117266870,10500000,291000.0,기타,광주점,46,12.2173913,0.15658363,7,0
2437,38801000,14125000,,화장품,부산본점,5,1.6,0.0,67,0
2440,166455210,46667000,5975000.0,기타,영등포점,27,2.407407407,0.569230769,12,0
2441,114886490,22770000,,기타,부평점,21,3.0,0.666666667,16,0
2442,165065120,14736000,,농산물,관악점,31,7.322580645,0.603524229,11,0
2443,31473340,9870000,440000.0,기타,분당점,10,3.3,0.060606061,31,1
2446,106804000,41124000,,디자이너,분당점,3,3.0,0.888888889,83,0
2447,1062600,1062600,,피혁잡화,본  점,1,1.0,1.0,0,1
2448,6975000,8500000,1525000.0,시티웨어,부산본점,2,1.0,0.5,2,0
2451,60560840,6300000,1334000.0,농산물,분당점,27,3.925925926,0.509433962,12,0
2452,666983400,63120000,143032600.0,가공식품,본  점,161,3.316770186,0.357677903,2,0
2453,7591820,4975000,,육류,영등포점,2,2.5,0.0,55,1
2454,182583200,32448000,,기타,분당점,25,2.36,0.203389831,12,0
2455,1086000,1056000,,주류,본  점,1,2.0,1.0,0,1
2456,20000,20000,,수산품,영등포점,1,1.0,0.0,0,1
2459,421250,120000,,가공식품,부산본점,2,5.5,1.0,77,1
2461,720000,690000,,남성 캐주얼,청량리점,1,2.0,0.0,0,1
2462,123293520,94800000,5675000.0,육류,광주점,26,1.653846154,0.255813953,13,0
2463,59668680,28608000,17500000.0,농산물,강남점,6,3.0,0.277777778,26,0
2464,47688670,11500000,210000.0,농산물,일산점,31,2.322580645,0.333333333,10,1
2466,236354830,27508000,15742600.0,디자이너,본  점,31,2.161290323,0.164179104,10,1
2467,1270695970,36600000,40122200.0,기타,본  점,80,3.75,0.153333333,4,0
2469,113454700,7875000,,캐주얼,동래점,33,2.484848485,0.426829268,10,0
2470,68794750,15900000,,모피/피혁,청량리점,15,1.933333333,0.620689655,21,0
2473,2550000,2550000,,육류,광주점,1,1.0,0.0,0,1
2476,67406940,5875000,,기타,노원점,36,2.888888889,0.240384615,9,0
2477,45995960,16518600,,디자이너,광주점,9,2.444444444,0.045454545,29,0
2478,98966360,19992000,,가공식품,부산본점,14,2.428571429,0.147058824,24,0
2479,24255000,8950000,550000.0,남성 캐주얼,분당점,7,1.0,0.285714286,31,1
2480,692850,462500,,기타,본  점,2,3.5,0.0,4,1
2481,50978750,12636000,,디자이너,본  점,11,2.0,0.5,30,0
2484,144510900,24955000,,디자이너,대전점,13,1.846153846,0.083333333,24,0
2486,126133430,17750000,,기타,본  점,79,4.151898734,0.25,4,1
2490,88451850,8175000,2231000.0,기타,분당점,48,9.104166667,0.233409611,7,0
2491,2367670,1450000,,농산물,분당점,2,6.5,0.923076923,99,1
2493,151224670,20900000,,화장품,본  점,17,3.941176471,0.28358209,18,0
2495,28372410,19551000,,농산물,분당점,2,3.5,0.0,9,0
2497,585000,585000,,화장품,부산본점,1,1.0,0.0,0,0
2499,289711840,76705000,26780500.0,가공식품,일산점,122,4.098360656,0.26,2,0
2500,3336000,2203200,,건강식품,분당점,2,1.5,0.666666667,33,0
2501,1228300,330000,,가공식품,잠실점,10,1.9,0.736842105,33,1
2502,149560210,16512000,7468500.0,가공식품,분당점,28,4.785714286,0.305970149,11,0
2507,5064950,1955000,,기타,강남점,4,3.5,0.142857143,56,1
2508,7854200,4475000,,스포츠,잠실점,1,3.0,1.0,0,1
2510,252317240,104215500,9872000.0,수산품,일산점,28,2.285714286,0.296875,12,0
2511,400886600,37044000,11448000.0,농산물,본  점,76,2.394736842,0.208791209,4,0
2514,8300600,6518400,,차/커피,잠실점,7,2.571428571,0.333333333,44,0
2515,72211060,14500000,936000.0,기타,분당점,18,4.055555556,0.164383562,14,0
2518,93069250,81260000,,농산물,본  점,16,3.375,0.148148148,17,0
2523,15007000,5520000,874000.0,시티웨어,강남점,7,1.714285714,0.25,47,0
2525,3840000,3840000,,건강식품,부산본점,1,1.0,0.0,0,0
2526,62459500,10902000,,남성 캐주얼,본  점,15,1.733333333,0.269230769,23,0
2528,1543240,950000,,농산물,영등포점,2,5.0,0.0,35,0
2529,892000520,102000000,9588800.0,농산물,분당점,177,5.096045198,0.39135255,2,0
2530,22247800,7425000,,주방용품,본  점,8,1.25,0.2,23,0
2531,730200,523200,,주방용품,본  점,1,2.0,0.0,0,0
2533,14128000,10250000,,화장품,본  점,3,1.0,0.333333333,81,0
2535,75288020,11088000,16523600.0,시티웨어,부산본점,39,2.384615385,0.032258065,9,0
2537,36777460,12250000,,농산물,분당점,20,4.35,0.206896552,17,0
2538,2630900,2200000,,차/커피,대구점,1,5.0,0.0,0,1
2539,2565000,2565000,,스포츠,영등포점,1,1.0,0.0,0,0
2542,156000,130000,,젓갈/반찬,잠실점,1,3.0,0.0,0,0
2543,41057500,15500000,,가공식품,본  점,11,2.181818182,0.541666667,32,0
2544,53704000,42550000,,화장품,잠실점,3,1.666666667,0.0,53,1
2545,61498260,9570000,,농산물,부산본점,23,2.826086957,0.153846154,15,0
2546,767000,453000,,수산품,부산본점,2,2.0,0.25,26,1
2547,25102000,14150000,5650000.0,화장품,본  점,5,1.6,0.375,5,0
2548,231500,135000,,축산가공,부산본점,3,1.0,0.666666667,23,0
2550,693000,693000,,주방용품,본  점,1,1.0,0.0,0,0
2551,13440800,6358000,6936000.0,커리어,잠실점,8,2.75,0.181818182,31,0
2552,100800800,11224000,3950000.0,디자이너,잠실점,19,1.894736842,0.444444444,17,0
2555,556068870,156000000,,가공식품,광주점,43,4.534883721,0.158974359,8,0
2556,1392000,1392000,,주방가전,분당점,1,1.0,1.0,0,0
2558,5460200,3436800,,기타,부산본점,1,6.0,1.0,0,1
2561,2511100,840000,,가공식품,본  점,3,3.333333333,0.4,105,1
2562,36017000,15250000,,화장품,잠실점,4,1.75,0.142857143,44,1
2564,2502850,4444000,4444000.0,아동,영등포점,3,2.0,0.833333333,2,0
2565,428529600,59850000,,골프,분당점,20,2.1,0.166666667,16,0
2566,4682000,1260000,,차/커피,본  점,7,1.571428571,0.0,50,1
2567,39027360,3996000,546000.0,기타,일산점,29,5.137931034,0.167785235,11,0
2568,137730,130000,,일용잡화,미아점,1,3.0,1.0,0,1
2569,560000,460000,,수산품,청량리점,2,1.5,0.0,35,0
2570,2535600,2508000,,가공식품,본  점,2,1.5,0.0,162,0
2571,791810,340980,,기타,잠실점,2,3.5,0.0,29,0
2572,1643100,1228200,660000.0,기타,미아점,5,1.6,0.25,13,0
2573,92507090,14480000,,기타,포항점,12,3.25,0.538461538,26,0
2574,4410830,19113000,19113000.0,수산품,본  점,8,2.375,0.210526316,30,0
2575,8742490,2645000,1226400.0,기타,강남점,4,5.0,0.15,55,0
2577,48767000,15000000,,화장품,분당점,5,1.4,0.428571429,34,0
2578,8296000,7176000,,주방가전,노원점,2,1.0,0.5,39,1
2580,1599300,1368000,,가공식품,본  점,2,3.5,0.428571429,98,1
2582,2708000,1680000,,화장품,영등포점,3,1.666666667,0.8,94,1
2584,198006100,30820000,,디자이너,동래점,20,1.5,0.1,17,0
2587,221500,72000,,가공식품,본  점,4,2.0,0.5,40,1
2590,32040640,11472000,21573000.0,기타,분당점,25,3.68,0.423913043,13,0
2591,28175000,11800000,,화장품,일산점,3,1.0,0.333333333,115,0
2592,172773340,23750000,,화장품,본  점,25,2.84,0.591549296,13,0
2593,73439300,15000000,,시티웨어,잠실점,13,1.846153846,0.166666667,25,0
2595,4673300,2475000,,스포츠,영등포점,1,4.0,1.0,0,1
2596,7001740,1806000,250000.0,모피/피혁,분당점,9,2.111111111,0.052631579,33,0
2597,720275410,57500000,,명품,대전점,32,3.03125,0.381443299,11,0
2598,12825050,4752000,,기타,광주점,3,6.666666667,0.45,46,1
2600,63946000,28600000,,생활잡화,본  점,4,3.25,1.0,69,1
2601,22146200,12289200,,시티웨어,관악점,2,2.5,0.4,20,1
2602,217450,45250,,가공식품,본  점,1,15.0,1.0,0,1
2603,216245590,46536000,22638000.0,가공식품,부산본점,40,3.775,0.125827815,8,0
2604,130537890,22638000,880000.0,수산품,잠실점,30,4.066666667,0.491803279,11,0
2605,513464870,30892400,109978000.0,농산물,일산점,116,3.189655172,0.216216216,3,0
2606,5815210,4687400,,기타,분당점,2,11.5,0.0,3,1
2608,1648610,1470000,,기타,본  점,1,4.0,0.0,0,1
2609,10564400,10564400,,디자이너,본  점,1,1.0,0.0,0,0
2610,19852000,16752000,,디자이너,강남점,3,1.666666667,0.8,90,0
2611,31533400,19360000,,디자이너,잠실점,4,1.5,0.666666667,65,0
2612,62480910,25431000,3000000.0,젓갈/반찬,본  점,17,1.882352941,0.34375,19,1
2613,2275000,1740000,,화장품,센텀시티점,2,1.0,0.0,125,1
2615,8082000,3749000,,기타,관악점,2,3.0,1.0,28,1
2616,166127760,26425000,180000.0,기타,본  점,46,4.434782609,0.382352941,7,1
2621,248152330,31590000,9079400.0,기타,강남점,27,2.740740741,0.581081081,9,0
2622,18050160,3000000,,농산물,분당점,29,8.620689655,0.356,12,0
2623,6313100,1440000,,주류,본  점,4,3.5,0.357142857,57,0
2624,215420,79560,,축산가공,분당점,1,5.0,0.0,0,0
2625,161948600,56100000,3326400.0,시티웨어,관악점,11,1.909090909,0.19047619,29,0
2627,371219500,47040000,49003000.0,가공식품,일산점,84,2.035714286,0.362573099,4,0
2628,411927740,30940000,8918000.0,기타,본  점,77,3.012987013,0.185344828,4,0
2629,230077800,86016000,,농산물,본  점,32,2.78125,0.370786517,9,1
2631,175911550,22103000,6342000.0,기타,분당점,29,2.517241379,0.356164384,12,0
2632,5890650,2520000,,가공식품,잠실점,8,4.25,0.558823529,24,1
2634,50392800,39840000,,구두,잠실점,4,1.25,0.2,19,0
2636,96951590,39520000,8756100.0,골프,잠실점,14,1.714285714,0.5,17,1
2637,3150000,1750000,161500.0,일용잡화,본  점,3,2.0,0.0,75,0
2640,468000,468000,,피혁잡화,청량리점,1,1.0,0.0,0,0
2641,127200,116600,,축산가공,본  점,1,3.0,0.0,0,0
2643,181642510,32428000,,디자이너,본  점,14,3.214285714,0.0,19,1
2644,39022040,11000000,,화장품,대전점,15,2.466666667,0.432432432,23,1
2646,113801270,21781000,1035000.0,기타,강남점,20,4.25,0.670588235,16,0
2647,99000,50000,,수산품,잠실점,1,3.0,0.0,0,0
2649,645350,874000,912000.0,섬유잡화,미아점,3,3.333333333,0.8,42,1
2650,55578750,5702400,,농산물,잠실점,29,2.827586207,0.048780488,12,0
2653,446420750,60480000,121250000.0,디자이너,부산본점,45,2.377777778,0.037383178,7,1
